0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.07769,Private,190635.7,Some-college,10.160875,Married-civ-spouse,Craft-repair,Husband,White,Male,1117.0563,98.076454,40.982227,United-States,>50K
38.6211,Private,190635.4,Some-college,10.160598,Never-married,Adm-clerical,Not-in-family,White,Female,1116.7393,97.75448,40.98009,United-States,<=50K
38.625877,Private,190641.03,Some-college,10.984966,Married-civ-spouse,Exec-managerial,Husband,White,Male,1129.593,109.71362,43.855854,United-States,>50K
38.62116,Private,190636.47,HS-grad,10.160585,Never-married,Craft-repair,Husband,White,Male,1116.7394,97.75448,41.150402,United-States,<=50K
39.367485,Private,190677.8,Bachelors,12.7126465,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,1140.134,97.75514,51.653778,United-States,<=50K
38.621197,Private,190635.56,Bachelors,12.712647,Never-married,Prof-specialty,Not-in-family,White,Male,1116.7393,97.75448,40.980362,United-States,<=50K
39.009926,Private,190637.84,HS-grad,10.1605835,Divorced,Other-service,Not-in-family,Black,Male,1116.7393,97.75448,40.980114,United-States,<=50K
38.621307,Private,190635.45,Some-college,10.160584,Never-married,Adm-clerical,Unmarried,White,Female,1116.7393,97.75448,40.98009,United-States,<=50K
38.68516,Private,190655.33,Bachelors,12.712647,Married-civ-spouse,Prof-specialty,Husband,White,Male,1121.0311,97.7547,44.668873,United-States,>50K
38.621128,Private,293142.3,HS-grad,10.1605835,Never-married,Adm-clerical,Unmarried,White,Female,1116.7394,97.75448,40.98009,United-States,<=50K
51.28021,Private,292414.53,Bachelors,12.712647,Married-civ-spouse,Prof-specialty,Husband,White,Male,1117.0544,97.75448,41.12954,United-States,>50K
38.62261,Private,291911.06,Some-college,10.168108,Married-civ-spouse,Craft-repair,Husband,White,Male,1117.5999,97.85854,41.887863,United-States,>50K
51.713936,Private,190636.97,HS-grad,10.160825,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7412,97.75448,40.98078,United-States,<=50K
38.62773,Private,293142.38,Bachelors,12.712647,Never-married,Prof-specialty,Not-in-family,White,Male,1117.7158,97.754486,52.837532,United-States,<=50K
38.621124,Private,278955.6,HS-grad,10.1605835,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7393,97.75448,40.980114,United-States,<=50K
38.621174,Private,293142.38,Some-college,10.160592,Married-civ-spouse,Craft-repair,Husband,White,Male,1117.4613,97.75672,41.06278,United-States,<=50K
38.621204,Private,190636.58,Bachelors,12.712647,Never-married,Prof-specialty,Not-in-family,White,Male,1116.7393,97.75448,52.40109,United-States,<=50K
38.62111,Private,293141.53,HS-grad,10.1605835,Never-married,Other-service,Unmarried,Black,Female,1116.7397,97.75448,40.980106,United-States,<=50K
38.943657,Private,205711.03,HS-grad,10.1605835,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7393,97.75448,40.98038,United-States,<=50K
38.62182,Private,293142.34,Bachelors,12.712574,Never-married,Prof-specialty,Not-in-family,White,Female,1120.6654,176.87924,43.66661,United-States,<=50K
38.62115,Private,190739.72,HS-grad,10.1605835,Never-married,Craft-repair,Own-child,White,Male,1116.7393,97.75448,40.98011,United-States,<=50K
51.71731,Private,190635.42,HS-grad,10.1605835,Divorced,Adm-clerical,Unmarried,White,Female,1116.7393,97.75448,40.98009,United-States,<=50K
38.736305,Private,278374.5,Bachelors,12.397642,Married-civ-spouse,Prof-specialty,Husband,White,Male,1153.3815,97.7637,40.984375,United-States,<=50K
38.621155,Private,293142.38,Some-college,10.160586,Never-married,Adm-clerical,Not-in-family,White,Female,1122.05,97.754585,41.468483,United-States,<=50K
38.776394,Private,192557.27,Bachelors,11.212168,Married-civ-spouse,Exec-managerial,Husband,White,Male,1122.0574,98.95526,40.983345,United-States,>50K
38.621128,Private,293123.28,HS-grad,10.1605835,Never-married,Craft-repair,Own-child,White,Male,1116.7393,97.75448,40.98014,United-States,<=50K
51.712578,Private,190645.97,Some-college,10.1609535,Married-civ-spouse,Exec-managerial,Husband,White,Male,1121.3167,97.767525,41.42977,United-States,>50K
50.699303,Private,292917.97,HS-grad,10.1605835,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7393,97.75448,40.980194,United-States,<=50K
38.621265,Private,190640.23,HS-grad,10.160584,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7407,97.75448,40.991802,United-States,<=50K
38.720577,Private,293137.7,Bachelors,10.679967,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7423,521.3861,40.997574,United-States,<=50K
38.621582,Private,293099.38,Bachelors,11.55455,Never-married,Adm-clerical,Not-in-family,White,Male,1119.9045,97.754486,40.98029,United-States,<=50K
48.060158,Private,190637.44,Bachelors,12.705859,Married-civ-spouse,Prof-specialty,Husband,White,Male,8756.643,97.77646,41.058804,United-States,>50K
38.621204,Private,190643.62,HS-grad,10.160641,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7395,97.75448,52.842636,United-States,<=50K
38.622917,Private,190639.4,HS-grad,10.1605835,Married-civ-spouse,Craft-repair,Not-in-family,Black,Male,1116.7393,97.75448,40.987476,United-States,<=50K
38.621124,Private,190653.06,HS-grad,10.16066,Never-married,Craft-repair,Husband,White,Male,1116.7458,97.754745,40.981705,United-States,<=50K
51.70378,Private,274796.84,Some-college,10.160585,Married-civ-spouse,Exec-managerial,Husband,White,Male,1118.1389,524.5189,52.842613,United-States,<=50K
38.621563,Private,293142.06,HS-grad,10.160585,Married-civ-spouse,Craft-repair,Husband,White,Male,1117.1044,97.754845,52.777523,United-States,<=50K
51.71731,Private,190635.42,Some-college,10.1605835,Divorced,Adm-clerical,Not-in-family,White,Female,1116.7393,97.75448,40.98009,United-States,<=50K
51.71731,Private,190636.8,HS-grad,10.160585,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,1117.3843,97.75448,52.83571,United-States,>50K
38.621468,Private,190636.1,Some-college,10.160585,Never-married,Adm-clerical,Unmarried,White,Female,1116.7457,97.75448,40.9801,United-States,<=50K
38.631405,Private,288901.1,HS-grad,10.1605835,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7395,97.75448,52.842705,United-States,<=50K
51.67399,Private,292781.2,HS-grad,10.160813,Married-civ-spouse,Adm-clerical,Wife,White,Female,3313.765,97.75504,40.980743,United-States,>50K
38.62185,Private,190835.08,Bachelors,12.620342,Never-married,Prof-specialty,Wife,White,Female,1117.0449,97.75489,40.980095,United-States,<=50K
38.62211,Private,190635.64,Some-college,10.1605835,Never-married,Other-service,Own-child,White,Male,1116.8842,97.75448,40.980095,United-States,<=50K
