0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.636196,Private,190635.48,Some-college,10.160926,Divorced,Other-service,Unmarried,White,Female,1116.7438,97.78214,40.98014,United-States,<=50K
51.028595,Private,190635.5,Bachelors,12.712647,Divorced,Prof-specialty,Not-in-family,White,Female,1119.6244,97.75519,41.61044,United-States,>50K
38.6214,Private,190653.84,Assoc-voc,10.659738,Never-married,Other-service,Not-in-family,White,Male,1116.8049,97.79899,40.980133,United-States,<=50K
38.621143,Private,190635.45,Some-college,10.161436,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1117.679,97.755974,40.980118,United-States,>50K
38.62232,Private,293142.38,Some-college,10.161248,Never-married,Adm-clerical,Unmarried,White,Female,1149.7699,97.75452,40.98363,United-States,<=50K
39.69226,Private,220905.25,Some-college,10.173538,Divorced,Adm-clerical,Unmarried,White,Female,1117.2882,97.79664,40.980423,United-States,<=50K
44.67174,Private,192742.64,Bachelors,12.712647,Married-civ-spouse,Exec-managerial,Husband,White,Male,1122.4121,97.789665,40.990234,United-States,<=50K
47.561836,Private,293075.22,Bachelors,12.712448,Divorced,Exec-managerial,Husband,White,Male,1327.6375,97.75885,46.30929,United-States,>50K
38.621437,Private,190635.47,Some-college,10.160843,Never-married,Handlers-cleaners,Husband,White,Male,1116.7897,97.762375,40.980095,United-States,<=50K
38.621502,Private,190918.48,Assoc-voc,12.387173,Married-civ-spouse,Craft-repair,Husband,White,Male,1120.3463,97.75469,40.98258,United-States,<=50K
39.467545,Private,190716.02,Some-college,10.577578,Married-civ-spouse,Exec-managerial,Husband,White,Male,1116.807,98.269844,40.985302,United-States,>50K
46.915436,Private,202130.3,Bachelors,12.712643,Divorced,Prof-specialty,Not-in-family,White,Male,1169.4127,97.75481,40.980686,United-States,>50K
38.624546,Private,190636.28,HS-grad,10.160641,Never-married,Other-service,Unmarried,White,Male,1117.0746,97.79649,41.088436,United-States,<=50K
48.25937,Private,195448.73,Some-college,10.1606655,Divorced,Adm-clerical,Not-in-family,White,Female,1117.8882,97.75517,40.98066,United-States,>50K
51.71731,Private,190635.64,Some-college,10.160631,Married-civ-spouse,Sales,Husband,White,Male,1116.7959,97.75694,40.980133,United-States,<=50K
39.964493,Private,190639.2,Some-college,10.255456,Married-civ-spouse,Exec-managerial,Husband,White,Male,1118.4958,97.76061,50.021317,United-States,>50K
38.621174,Private,190636.08,Bachelors,12.645033,Married-civ-spouse,Prof-specialty,Husband,White,Male,1117.1694,97.75449,40.9802,United-States,<=50K
38.62139,Private,293142.38,HS-grad,10.160638,Separated,Sales,Unmarried,White,Female,1116.9412,97.75448,47.518536,United-States,<=50K
38.621162,Private,190665.17,Assoc-voc,10.327912,Never-married,Craft-repair,Own-child,White,Male,1125.2717,97.76436,40.99327,United-States,<=50K
38.621532,Private,192073.53,Bachelors,12.710576,Married-civ-spouse,Exec-managerial,Husband,White,Male,1117.1261,98.735115,52.06906,United-States,>50K
38.711086,Private,190691.94,Assoc-voc,10.903937,Married-civ-spouse,Craft-repair,Husband,White,Male,1121.0187,98.25507,40.980827,United-States,<=50K
38.62274,Private,277651.97,Bachelors,12.712645,Married-civ-spouse,Sales,Husband,White,Male,1116.746,97.759056,40.985012,United-States,<=50K
38.958202,Private,194374.16,Some-college,10.160618,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,1137.7677,97.758804,40.981895,United-States,>50K
49.608433,Private,218061.52,HS-grad,10.161132,Never-married,Craft-repair,Not-in-family,White,Male,1116.8094,97.85314,40.980286,United-States,<=50K
38.63574,Private,193643.31,Bachelors,12.712509,Married-civ-spouse,Prof-specialty,Husband,White,Male,1116.8832,97.800575,40.99454,United-States,>50K
42.08345,Private,191381.62,Some-college,10.16059,Married-civ-spouse,Other-service,Husband,Black,Male,1119.4796,97.75453,40.980247,United-States,<=50K
