0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.71731,Private,204856.77,HS-grad,10.162007,Divorced,Adm-clerical,Not-in-family,White,Female,1116.7393,97.75448,40.98009,United-States,<=50K
39.140102,Private,194824.73,HS-grad,10.164387,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.8348,98.192665,52.83644,United-States,<=50K
51.71683,Private,190664.27,Some-college,10.160607,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7693,97.75448,40.98226,United-States,>50K
38.621124,Private,222456.12,Some-college,10.160591,Never-married,Adm-clerical,Own-child,White,Male,1116.7393,97.75448,40.98009,United-States,<=50K
39.176506,Private,190636.19,Some-college,10.16069,Married-civ-spouse,Adm-clerical,Wife,White,Female,1117.4353,97.75616,40.98015,United-States,>50K
38.62133,Private,289055.12,HS-grad,10.160584,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7528,97.75458,40.983967,United-States,<=50K
51.71731,Private,199022.78,Bachelors,12.712647,Widowed,Prof-specialty,Unmarried,Black,Female,1116.7393,97.75448,52.841354,United-States,>50K
38.621162,Private,190686.78,Bachelors,12.7111635,Never-married,Sales,Not-in-family,White,Female,1116.7393,97.75448,52.836044,United-States,<=50K
38.621113,Private,190635.45,Some-college,10.160585,Never-married,Adm-clerical,Not-in-family,White,Female,1116.7393,97.75448,40.98009,United-States,<=50K
50.709583,Private,190637.88,Bachelors,12.504545,Married-civ-spouse,Sales,Husband,White,Male,1120.4523,98.64888,50.015762,United-States,>50K
38.62188,Private,191167.94,HS-grad,10.1605835,Never-married,Adm-clerical,Not-in-family,White,Female,1116.7393,97.75448,40.98009,United-States,<=50K
38.621685,Private,190635.98,HS-grad,10.160587,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7476,97.88335,40.98572,United-States,<=50K
51.717304,Private,285160.75,Bachelors,11.722342,Married-civ-spouse,Other-service,Husband,White,Male,1116.7393,97.75448,40.980106,United-States,<=50K
38.621136,Private,190635.7,Some-college,10.1605835,Never-married,Adm-clerical,Own-child,White,Female,1116.759,97.754486,40.98009,United-States,<=50K
51.71731,Private,190636.98,Bachelors,12.085393,Married-civ-spouse,Adm-clerical,Wife,White,Female,1116.7515,98.16225,40.980103,United-States,<=50K
38.621113,Private,190636.98,HS-grad,10.160591,Married-civ-spouse,Sales,Husband,White,Male,1116.7393,97.75448,52.840797,United-States,<=50K
38.62216,Private,190635.69,Some-college,10.160605,Divorced,Adm-clerical,Unmarried,White,Female,1116.74,97.754555,40.98021,United-States,<=50K
38.621178,Private,190650.17,Some-college,10.160639,Never-married,Adm-clerical,Own-child,White,Female,1116.8086,97.75448,40.980106,United-States,<=50K
38.62924,Private,194868.52,Bachelors,12.706221,Married-civ-spouse,Prof-specialty,Husband,White,Male,1116.7396,97.75534,40.98475,United-States,<=50K
49.90072,Private,190636.33,Some-college,10.246317,Married-civ-spouse,Adm-clerical,Wife,White,Female,1119.5869,97.78914,40.98027,United-States,<=50K
38.63997,Private,253218.33,Bachelors,12.712639,Married-civ-spouse,Prof-specialty,Husband,White,Male,1116.8469,98.010216,41.058376,United-States,>50K
38.621185,Private,190635.53,HS-grad,10.160594,Married-civ-spouse,Adm-clerical,Wife,White,Female,1116.7878,97.755,40.98009,United-States,<=50K
41.54311,Private,190636.06,Some-college,10.160584,Divorced,Other-service,Unmarried,White,Female,1116.7502,97.75448,52.825554,United-States,<=50K
51.71731,Private,293125.72,HS-grad,10.160699,Married-civ-spouse,Adm-clerical,Wife,White,Female,1117.1815,97.75455,40.9801,United-States,<=50K
38.621128,Private,190896.64,HS-grad,10.1605835,Never-married,Handlers-cleaners,Husband,Black,Male,1116.7393,97.75448,40.98097,United-States,<=50K
38.657867,Private,190986.88,HS-grad,10.1605835,Never-married,Adm-clerical,Unmarried,White,Female,1116.7399,97.75448,40.98009,United-States,<=50K
38.621128,Private,190730.27,HS-grad,10.160584,Never-married,Handlers-cleaners,Own-child,White,Male,1116.7393,97.75448,40.98009,United-States,<=50K
38.621624,Private,286612.25,Some-college,10.192268,Never-married,Adm-clerical,Not-in-family,White,Female,1116.7393,97.75448,40.980316,United-States,<=50K
47.825188,Private,190645.1,Bachelors,12.712647,Married-civ-spouse,Prof-specialty,Husband,White,Male,1120.7219,97.75448,42.1884,United-States,>50K
38.621136,Private,190637.66,HS-grad,10.160604,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7402,97.75461,52.563766,United-States,<=50K
38.62133,Private,190638.34,HS-grad,10.16059,Never-married,Other-service,Not-in-family,White,Male,2576.7898,97.75448,40.98564,United-States,<=50K
51.301514,Private,292954.4,Bachelors,12.712534,Married-civ-spouse,Prof-specialty,Wife,White,Female,3849.3623,97.75656,40.982258,United-States,>50K
38.621162,Private,192655.73,HS-grad,10.160595,Never-married,Craft-repair,Not-in-family,White,Male,1117.0059,97.77458,40.980644,United-States,<=50K
51.688797,Private,260005.94,HS-grad,10.160599,Never-married,Machine-op-inspct,Not-in-family,White,Male,1116.7618,97.75468,40.980213,United-States,<=50K
38.62116,Private,190640.3,HS-grad,10.160593,Never-married,Handlers-cleaners,Own-child,White,Male,1116.7444,97.754555,40.980312,United-States,<=50K
38.62151,Private,190638.16,Assoc-voc,10.517454,Divorced,Adm-clerical,Not-in-family,White,Female,1116.7393,97.75529,40.980133,United-States,>50K
38.6211,Local-gov,190657.55,HS-grad,10.160672,Married-civ-spouse,Protective-serv,Husband,White,Male,1116.7393,97.75448,40.9801,United-States,<=50K
41.410084,Private,293142.38,HS-grad,10.1605835,Divorced,Craft-repair,Not-in-family,Black,Male,1116.9314,97.75459,41.021866,United-States,<=50K
38.621284,Private,293142.38,HS-grad,10.160585,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7396,97.75451,40.98563,United-States,<=50K
38.632717,State-gov,221882.03,Bachelors,12.712647,Never-married,Prof-specialty,Not-in-family,White,Female,1117.1006,97.75448,41.36831,United-States,<=50K
44.160545,Private,240057.31,Bachelors,12.712458,Married-civ-spouse,Prof-specialty,Husband,White,Male,2509.3857,145.82773,41.005756,United-States,>50K
38.622406,Private,190729.2,Bachelors,11.991637,Divorced,Prof-specialty,Not-in-family,White,Male,1116.7814,97.81036,40.980305,United-States,<=50K
39.10258,Private,190740.23,Bachelors,11.853264,Married-civ-spouse,Prof-specialty,Husband,White,Male,1116.7719,98.73308,40.981274,United-States,<=50K
38.6211,Local-gov,192530.5,HS-grad,10.160631,Married-civ-spouse,Protective-serv,Husband,White,Male,1116.7393,97.75448,40.98009,United-States,<=50K
38.62141,Private,190635.64,HS-grad,10.1606045,Never-married,Craft-repair,Not-in-family,White,Male,1116.7445,97.75857,40.98012,United-States,<=50K
40.35705,Private,190636.12,HS-grad,10.160584,Married-civ-spouse,Craft-repair,Husband,White,Male,1134.1907,97.75742,40.988663,United-States,<=50K
41.661194,Private,190650.03,Some-college,10.161366,Married-civ-spouse,Exec-managerial,Wife,White,Female,1139.7631,99.60279,42.553013,United-States,>50K
41.958893,Private,292208.6,Bachelors,12.712647,Married-civ-spouse,Prof-specialty,Wife,White,Female,1117.3456,97.755104,45.10257,United-States,<=50K
38.62116,Private,190643.48,Some-college,10.212958,Never-married,Sales,Own-child,White,Male,1116.7393,97.75448,40.980095,United-States,<=50K
51.7173,Private,293074.84,Some-college,10.160589,Married-civ-spouse,Other-service,Wife,White,Female,1116.8281,97.79983,52.79368,United-States,<=50K
50.62611,Private,190635.92,Some-college,10.160587,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.8096,97.754486,40.98642,United-States,>50K
51.716682,Private,235778.0,Some-college,10.160584,Married-civ-spouse,Exec-managerial,Husband,White,Male,1521.4106,97.754486,40.99857,United-States,>50K
38.622574,Private,190635.53,HS-grad,10.160587,Never-married,Sales,Not-in-family,White,Male,1117.3298,97.754486,40.980217,United-States,<=50K
51.717304,Private,190635.81,HS-grad,10.160704,Married-civ-spouse,Other-service,Husband,White,Male,1116.7777,97.76404,40.98009,United-States,<=50K
38.62116,Private,190635.47,HS-grad,10.1605835,Never-married,Other-service,Not-in-family,White,Male,1116.7451,97.75448,42.47785,United-States,<=50K
38.621338,Private,190636.36,HS-grad,10.160587,Never-married,Craft-repair,Not-in-family,White,Male,1116.7445,97.75449,40.980473,United-States,<=50K
38.621105,Private,273466.1,Some-college,10.160584,Never-married,Adm-clerical,Own-child,White,Female,1116.751,97.75448,40.98009,United-States,<=50K
40.275482,Private,293142.38,HS-grad,10.160588,Divorced,Adm-clerical,Unmarried,White,Female,1116.7399,97.75448,40.980217,United-States,<=50K
51.689407,Private,190635.77,HS-grad,10.160587,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7461,97.75535,40.98016,United-States,<=50K
51.716953,Private,190635.69,HS-grad,10.1605835,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1262.0835,97.75448,40.98111,United-States,<=50K
38.622875,Private,190635.6,Bachelors,12.7126465,Married-civ-spouse,Prof-specialty,Husband,White,Male,1116.74,97.755714,41.122055,United-States,<=50K
51.599327,Private,293139.2,HS-grad,10.160584,Married-civ-spouse,Sales,Unmarried,White,Female,1117.3281,97.75448,40.981873,United-States,<=50K
38.621193,Private,190635.58,Some-college,10.16062,Never-married,Sales,Not-in-family,White,Female,1116.7393,97.75448,52.738132,United-States,<=50K
38.622967,Private,190639.48,Bachelors,12.712647,Never-married,Prof-specialty,Not-in-family,White,Male,1116.7394,97.75448,41.82797,United-States,<=50K
38.621235,Private,190635.47,HS-grad,10.160584,Never-married,Craft-repair,Own-child,White,Male,1116.78,97.75463,40.980095,United-States,<=50K
38.73055,Private,196644.3,HS-grad,10.160587,Divorced,Adm-clerical,Not-in-family,White,Male,1116.7657,97.76919,40.980732,United-States,<=50K
38.621193,Private,198895.39,Bachelors,12.411655,Never-married,Prof-specialty,Own-child,White,Male,1116.7394,97.75448,40.980152,United-States,<=50K
38.62118,Private,190636.12,HS-grad,10.1605835,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7786,97.75448,40.980534,United-States,<=50K
38.62124,Private,216225.42,HS-grad,10.160585,Never-married,Machine-op-inspct,Own-child,White,Male,1116.7407,97.75448,52.842686,United-States,<=50K
38.62422,Private,293142.38,HS-grad,10.160598,Divorced,Adm-clerical,Unmarried,White,Male,1117.0007,97.75749,40.99817,United-States,<=50K
38.621136,Private,190691.0,Some-college,10.1605835,Never-married,Adm-clerical,Own-child,White,Female,1116.7444,97.75448,40.98009,United-States,<=50K
38.6212,Private,190636.23,Some-college,10.186369,Never-married,Adm-clerical,Not-in-family,White,Female,1116.8884,97.819984,40.9801,United-States,<=50K
