0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.262398,Private,190652.02,Bachelors,12.712647,Married-civ-spouse,Exec-managerial,Husband,White,Male,1133.8206,97.7545,47.812687,United-States,>50K
38.6211,Private,190640.02,HS-grad,10.228844,Married-civ-spouse,Prof-specialty,Husband,White,Male,1116.7399,97.75448,40.98061,United-States,<=50K
38.62285,Private,190638.02,Bachelors,12.296384,Never-married,Exec-managerial,Not-in-family,White,Male,1116.74,97.76828,51.288498,United-States,<=50K
38.623524,Private,190636.5,HS-grad,10.160584,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7407,97.75448,40.983204,United-States,<=50K
38.62115,Private,190640.73,HS-grad,10.160603,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7407,97.75454,40.982285,United-States,<=50K
38.73138,Private,190636.1,HS-grad,10.1605835,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7393,97.75448,40.980232,United-States,<=50K
51.68308,Private,249398.95,Bachelors,12.712465,Divorced,Adm-clerical,Not-in-family,White,Female,1116.7393,97.75448,40.98009,United-States,<=50K
51.50568,Private,293142.28,HS-grad,10.160912,Married-civ-spouse,Exec-managerial,Husband,White,Male,1782.0255,97.75532,40.985077,United-States,>50K
38.641403,Private,190635.86,Bachelors,12.712647,Never-married,Prof-specialty,Not-in-family,White,Female,1116.7393,97.75448,52.842697,United-States,<=50K
38.624836,Private,190636.34,Bachelors,11.278632,Never-married,Adm-clerical,Not-in-family,White,Female,1116.7465,97.75467,40.98009,United-States,<=50K
38.62368,Private,190962.52,HS-grad,10.1605835,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7393,97.75448,40.980305,United-States,<=50K
38.62111,Private,190639.08,HS-grad,10.1737995,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7394,97.75456,44.436485,United-States,<=50K
51.7172,Private,190642.22,HS-grad,10.1605835,Divorced,Adm-clerical,Not-in-family,White,Female,1116.7393,97.75448,40.98009,United-States,<=50K
38.62179,Private,190648.3,HS-grad,10.1605835,Never-married,Other-service,Unmarried,White,Female,1116.7393,97.75448,40.980106,United-States,<=50K
38.621128,Private,190639.3,HS-grad,10.160597,Never-married,Craft-repair,Husband,White,Male,1116.7443,97.75508,40.98019,United-States,<=50K
51.716465,Private,204957.28,Some-college,10.160714,Married-civ-spouse,Craft-repair,Husband,White,Male,1132.1023,97.75729,40.98034,United-States,>50K
38.62111,Private,190641.11,HS-grad,10.160586,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7393,97.75448,46.05754,United-States,<=50K
38.621105,Private,190637.45,Bachelors,12.712647,Never-married,Prof-specialty,Not-in-family,White,Female,1116.7393,97.75448,40.980255,United-States,<=50K
51.71731,Private,190671.5,HS-grad,10.1605835,Divorced,Other-service,Not-in-family,White,Female,1116.7393,97.75448,40.980095,United-States,<=50K
38.62139,Private,284287.5,Bachelors,12.259235,Never-married,Adm-clerical,Not-in-family,White,Female,1117.1127,97.769684,40.980255,United-States,<=50K
51.717308,Private,190635.47,HS-grad,10.1605835,Divorced,Adm-clerical,Not-in-family,White,Female,1116.7393,97.75448,40.98009,United-States,<=50K
51.71731,Private,190635.58,Some-college,10.16103,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,1117.0137,97.75465,40.98009,United-States,<=50K
49.292446,Private,190643.1,Bachelors,12.565497,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7723,97.81329,42.480362,United-States,<=50K
38.621593,Private,293141.94,Bachelors,12.7126465,Married-civ-spouse,Prof-specialty,Husband,White,Male,1117.0194,97.754654,41.731876,United-States,>50K
51.71731,Private,190635.4,HS-grad,10.1605835,Divorced,Adm-clerical,Not-in-family,White,Female,1116.7393,97.75448,40.98009,United-States,<=50K
51.174843,Private,190659.31,Bachelors,12.712647,Married-civ-spouse,Prof-specialty,Husband,White,Male,1127.8519,97.75448,51.969383,United-States,>50K
38.621414,Private,190645.88,Bachelors,12.712583,Never-married,Adm-clerical,Not-in-family,White,Female,1116.7393,97.75448,40.98009,United-States,<=50K
38.62206,Private,190672.0,HS-grad,10.1605835,Never-married,Craft-repair,Not-in-family,White,Male,1116.7393,97.75448,40.98049,United-States,<=50K
38.623314,Private,293140.78,Bachelors,12.709224,Never-married,Prof-specialty,Not-in-family,White,Male,1116.7496,97.75452,40.996716,United-States,<=50K
38.621166,Private,190638.19,HS-grad,10.167147,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7616,98.13474,40.98421,United-States,>50K
38.626915,Private,190638.39,Bachelors,12.712647,Married-civ-spouse,Prof-specialty,Husband,White,Male,1116.7926,97.75448,41.01347,United-States,>50K
38.621227,Private,190635.53,HS-grad,10.1605835,Never-married,Craft-repair,Not-in-family,White,Male,1116.7393,97.75448,40.98073,United-States,<=50K
38.625393,Private,293142.38,Bachelors,12.712647,Never-married,Prof-specialty,Not-in-family,White,Male,1116.9055,97.75448,52.83913,United-States,<=50K
38.630016,Private,190637.38,Bachelors,12.272497,Married-civ-spouse,Exec-managerial,Husband,White,Male,1116.7921,104.327255,41.102062,United-States,<=50K
38.621105,Private,190637.75,Some-college,10.160613,Never-married,Adm-clerical,Own-child,White,Female,1116.8019,97.75448,40.98009,United-States,<=50K
51.716766,Private,230324.88,Bachelors,11.061845,Married-civ-spouse,Exec-managerial,Husband,White,Male,1304.5665,97.78092,52.842155,United-States,<=50K
38.621166,Private,293077.1,HS-grad,10.160682,Married-civ-spouse,Exec-managerial,Husband,White,Male,1116.7482,97.75454,52.842697,United-States,<=50K
38.64266,Private,190637.5,Some-college,10.16123,Married-civ-spouse,Craft-repair,Husband,White,Male,1117.5242,97.84072,40.98063,United-States,>50K
38.833305,Private,190666.2,Bachelors,12.712644,Married-civ-spouse,Prof-specialty,Wife,White,Female,1116.7528,97.757545,40.987694,United-States,>50K
38.6211,Private,190656.36,HS-grad,10.160585,Never-married,Adm-clerical,Own-child,White,Female,1116.7445,97.75448,40.98009,United-States,<=50K
38.624184,Private,190639.94,Bachelors,11.588534,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,1116.9329,100.528595,40.9804,United-States,<=50K
38.664707,Private,190635.78,Some-college,10.1606455,Divorced,Adm-clerical,Unmarried,White,Female,1116.7396,97.75448,40.98009,United-States,<=50K
39.201164,Private,293142.38,HS-grad,10.160609,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,1123.5376,97.75452,40.982296,United-States,<=50K
45.514217,Private,190646.34,Bachelors,12.712647,Married-civ-spouse,Prof-specialty,Husband,White,Male,1378.6475,97.75448,50.447777,United-States,>50K
