0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.98884,Private,190733.02,Some-college,10.160733,Married-civ-spouse,Craft-repair,Husband,White,Male,8250.311,97.754486,43.133602,United-States,>50K
51.407936,Private,190636.83,Some-college,10.160586,Married-civ-spouse,Craft-repair,Husband,White,Male,1123.5425,97.75501,40.980312,United-States,>50K
38.624634,Private,195752.55,HS-grad,10.1605835,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7395,97.75448,40.981224,United-States,<=50K
50.917095,Private,194066.14,HS-grad,10.1605835,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7393,97.75448,40.98028,United-States,<=50K
38.621502,Private,190789.61,HS-grad,10.160585,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,1116.7491,97.75448,52.837166,United-States,<=50K
38.73467,Private,190640.6,HS-grad,10.160807,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.798,97.82471,52.84269,United-States,>50K
38.621136,Private,190713.06,HS-grad,10.1605835,Married-civ-spouse,Exec-managerial,Husband,White,Male,1116.7393,97.75448,52.842705,United-States,<=50K
50.800026,Private,190637.06,Some-college,10.160588,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7643,97.754524,40.99508,United-States,<=50K
51.71731,Private,190637.08,HS-grad,10.160584,Married-civ-spouse,Sales,Husband,White,Male,1116.7395,97.75448,41.66526,United-States,<=50K
38.74381,Private,204074.83,HS-grad,10.1605835,Divorced,Exec-managerial,Unmarried,White,Male,1116.7393,97.75448,47.76391,United-States,<=50K
38.622387,Private,190639.4,Bachelors,12.712618,Never-married,Prof-specialty,Not-in-family,White,Male,1116.7393,97.75448,40.980217,United-States,<=50K
51.711388,Private,190642.81,Bachelors,12.699529,Married-civ-spouse,Exec-managerial,Husband,White,Male,1116.7427,97.75481,40.980213,United-States,<=50K
51.71731,Private,282788.7,HS-grad,10.1605835,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7393,97.75448,40.980118,United-States,<=50K
38.62155,Private,190635.78,Bachelors,12.237701,Married-civ-spouse,Exec-managerial,Husband,White,Male,1116.7498,97.75448,52.842705,United-States,<=50K
41.169643,Private,190658.42,Some-college,10.160585,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7788,97.7545,41.01886,United-States,<=50K
38.62111,Private,190636.3,Some-college,10.160591,Never-married,Adm-clerical,Own-child,White,Female,1117.1636,97.75448,40.98009,United-States,<=50K
38.62114,Private,190641.23,HS-grad,10.160584,Never-married,Craft-repair,Own-child,White,Male,1116.7393,97.75448,41.019787,United-States,<=50K
47.514156,Private,190784.4,Bachelors,12.7125845,Divorced,Prof-specialty,Not-in-family,White,Female,1116.7413,97.754486,40.980106,United-States,<=50K
51.7173,Private,190636.22,HS-grad,10.1605835,Married-civ-spouse,Sales,Husband,White,Male,1117.0189,97.75448,52.74264,United-States,<=50K
41.53037,Private,190637.95,Some-college,10.160667,Married-civ-spouse,Craft-repair,Husband,White,Male,1758.1827,98.05742,41.111904,United-States,>50K
38.623337,Private,190636.58,Bachelors,12.712547,Never-married,Prof-specialty,Not-in-family,White,Male,1116.7456,97.754814,41.181538,United-States,<=50K
38.621105,Private,190638.3,HS-grad,10.163804,Married-civ-spouse,Prof-specialty,Husband,White,Male,1116.7393,97.75448,40.980156,United-States,<=50K
38.62635,Private,291701.12,HS-grad,10.1605835,Never-married,Adm-clerical,Unmarried,White,Female,1116.7393,97.75448,40.98009,United-States,<=50K
38.624004,Private,190637.9,Bachelors,11.885225,Married-civ-spouse,Exec-managerial,Husband,White,Male,1116.7719,97.87041,52.79788,United-States,<=50K
51.71724,Private,190648.19,Some-college,10.16059,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,1116.941,97.75449,52.595146,United-States,<=50K
51.219757,Private,190648.47,Bachelors,11.393702,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7509,97.772285,42.08561,United-States,<=50K
38.621204,Private,190637.66,Some-college,10.160585,Married-civ-spouse,Adm-clerical,Own-child,White,Female,1120.4563,97.75632,40.980106,United-States,<=50K
38.621292,Private,190636.0,HS-grad,10.1605835,Never-married,Adm-clerical,Unmarried,White,Female,1116.7393,97.75448,40.98009,United-States,<=50K
38.621166,Private,190645.02,HS-grad,10.1605835,Never-married,Other-service,Own-child,White,Female,1116.7448,97.75448,40.98009,United-States,<=50K
38.621418,Private,293142.38,Bachelors,12.710144,Never-married,Adm-clerical,Not-in-family,White,Male,1117.7123,97.754486,40.985596,United-States,<=50K
38.62387,Private,293142.38,HS-grad,10.16059,Never-married,Adm-clerical,Unmarried,White,Female,1120.0189,97.75448,40.980106,United-States,<=50K
38.622593,Private,190635.45,Bachelors,12.712647,Never-married,Exec-managerial,Not-in-family,White,Female,1116.7397,97.75448,52.8427,United-States,<=50K
38.62123,Private,293142.2,Bachelors,12.711178,Never-married,Adm-clerical,Not-in-family,White,Female,1116.7393,97.75448,40.98009,United-States,<=50K
38.621613,Private,190637.03,HS-grad,10.16063,Never-married,Craft-repair,Husband,White,Male,1116.7981,97.757706,41.29364,United-States,<=50K
51.71731,Private,190635.4,HS-grad,10.1605835,Married-civ-spouse,Sales,Husband,White,Male,1116.7393,97.75448,40.980095,United-States,<=50K
39.08495,Private,190789.88,Some-college,10.173517,Married-civ-spouse,Craft-repair,Wife,White,Female,1182.6637,110.20211,47.583565,United-States,>50K
51.386658,Private,190639.47,HS-grad,10.295345,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,1116.913,97.91022,52.84114,United-States,<=50K
38.622463,Private,190637.9,Some-college,10.160587,Never-married,Adm-clerical,Unmarried,White,Female,1117.4144,97.75448,40.98009,United-States,<=50K
51.717308,Private,190635.89,Some-college,10.184743,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,8608.209,97.76087,40.9811,United-States,>50K
38.621128,Private,218174.3,HS-grad,10.1605835,Never-married,Craft-repair,Own-child,White,Male,1116.7393,97.75448,40.98192,United-States,<=50K
38.621113,Private,235807.06,HS-grad,10.1605835,Never-married,Craft-repair,Husband,White,Male,1116.7393,97.75448,40.98009,United-States,<=50K
51.717247,Private,190662.1,Bachelors,12.712567,Divorced,Adm-clerical,Not-in-family,White,Female,1116.7393,97.75448,40.980095,United-States,<=50K
38.723495,Private,190640.14,HS-grad,10.160589,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7437,97.75448,52.225525,United-States,<=50K
38.62111,Private,218749.16,HS-grad,10.1605835,Never-married,Adm-clerical,Not-in-family,White,Female,1116.7393,97.75448,40.98009,United-States,<=50K
38.621105,Private,196919.0,HS-grad,10.160585,Never-married,Craft-repair,Husband,White,Male,1116.7393,97.75448,40.98037,United-States,<=50K
51.717285,Private,293142.38,Bachelors,12.712647,Married-civ-spouse,Prof-specialty,Husband,White,Male,1122.8053,97.75457,45.87661,United-States,>50K
38.674557,Private,190638.22,Bachelors,11.711524,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,1116.7422,97.78337,52.84269,United-States,<=50K
38.632584,Private,190639.86,Bachelors,12.712646,Married-civ-spouse,Exec-managerial,Husband,White,Male,1116.7902,97.75477,52.816383,United-States,<=50K
38.62222,Private,190636.58,Some-college,10.253202,Never-married,Adm-clerical,Not-in-family,White,Female,1116.759,97.76336,40.98009,United-States,<=50K
39.66832,Private,190641.56,Some-college,10.160795,Married-civ-spouse,Craft-repair,Husband,White,Male,1121.9003,99.06125,45.65886,United-States,>50K
38.906605,Private,190636.95,HS-grad,10.1605835,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7393,97.75455,40.984646,United-States,<=50K
38.62133,Private,190635.94,HS-grad,10.160584,Never-married,Craft-repair,Not-in-family,White,Male,1116.7865,97.75448,40.981895,United-States,<=50K
38.621197,Private,190635.83,HS-grad,10.161938,Never-married,Craft-repair,Husband,White,Male,1116.7402,97.75618,40.980747,United-States,<=50K
38.62111,Private,190731.03,HS-grad,10.1605835,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7393,97.75448,40.98036,United-States,<=50K
38.621117,Private,190635.55,Some-college,10.1605835,Never-married,Adm-clerical,Unmarried,White,Female,1116.7393,97.75448,40.98009,United-States,<=50K
38.621155,Private,190638.55,HS-grad,10.1605835,Never-married,Other-service,Own-child,White,Female,1116.7395,97.75448,40.98009,United-States,<=50K
38.62269,Private,291186.9,Bachelors,12.712647,Married-civ-spouse,Prof-specialty,Husband,White,Male,1116.7592,97.754486,44.956013,United-States,>50K
38.6221,Private,190638.0,Some-college,10.160587,Never-married,Adm-clerical,Unmarried,White,Female,1117.1428,97.754654,40.98009,United-States,<=50K
49.723866,Private,190645.81,Some-college,10.160586,Married-civ-spouse,Adm-clerical,Wife,White,Female,1120.2189,97.799965,40.980114,United-States,<=50K
38.621666,Private,190652.02,Some-college,10.168261,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7396,97.754486,41.10298,United-States,>50K
38.622585,Private,292679.66,Bachelors,12.712647,Never-married,Prof-specialty,Not-in-family,White,Male,1116.7484,97.75448,52.842003,United-States,<=50K
38.621258,Private,190640.77,Some-college,10.672934,Never-married,Adm-clerical,Not-in-family,White,Female,1116.7562,97.75577,40.98009,United-States,<=50K
51.710846,Private,190640.75,Bachelors,12.712647,Married-civ-spouse,Prof-specialty,Husband,White,Male,1116.9991,97.754486,40.985397,United-States,>50K
38.621925,Private,190636.12,Bachelors,12.712647,Married-civ-spouse,Prof-specialty,Husband,White,Male,1116.741,97.75448,41.158222,United-States,>50K
38.621464,Private,293142.38,HS-grad,10.1605835,Separated,Adm-clerical,Unmarried,Black,Female,1116.7393,97.75448,40.98014,United-States,<=50K
38.621372,Private,190642.25,Bachelors,12.105083,Never-married,Prof-specialty,Not-in-family,White,Female,1116.7998,97.754776,40.980118,United-States,<=50K
38.622883,Private,210306.08,HS-grad,10.1605835,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7393,97.75448,41.024742,United-States,<=50K
38.624172,Private,190637.97,Bachelors,10.819055,Married-civ-spouse,Prof-specialty,Husband,White,Male,1149.23,98.35316,40.980217,United-States,>50K
38.622646,Private,190643.72,Bachelors,12.588285,Married-civ-spouse,Prof-specialty,Husband,White,Male,1116.839,522.9187,41.707764,United-States,>50K
38.650795,Private,190658.05,Bachelors,11.274369,Married-civ-spouse,Exec-managerial,Husband,White,Male,1116.7782,97.77625,41.181446,United-States,<=50K
49.693466,Private,190636.53,Bachelors,12.712642,Married-civ-spouse,Prof-specialty,Husband,White,Male,1116.7488,97.75448,41.72044,United-States,>50K
38.62112,Private,293126.28,HS-grad,10.1605835,Never-married,Adm-clerical,Unmarried,White,Female,1116.7777,97.75448,40.98009,United-States,<=50K
38.623856,Private,190638.89,HS-grad,10.1605835,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7393,97.75448,40.990494,United-States,<=50K
51.71712,Private,293031.75,Bachelors,12.712647,Married-civ-spouse,Prof-specialty,Husband,White,Male,1116.7428,97.75448,40.982674,United-States,<=50K
38.621105,Private,190867.45,HS-grad,10.1605835,Never-married,Adm-clerical,Own-child,White,Female,1116.7399,97.75448,40.98009,United-States,<=50K
51.71718,Private,190637.34,HS-grad,10.1605835,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7395,97.75448,40.98009,United-States,<=50K
38.62112,Private,293142.38,HS-grad,10.160584,Never-married,Craft-repair,Husband,White,Male,1116.758,97.75448,40.980247,United-States,<=50K
38.621483,Private,190928.64,Bachelors,12.339647,Never-married,Prof-specialty,Not-in-family,White,Female,1685.7947,97.80905,40.98013,United-States,<=50K
38.62118,Private,190637.14,HS-grad,10.160617,Never-married,Craft-repair,Husband,White,Male,1116.7406,97.75448,40.982025,United-States,<=50K
