0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.62112,Private,190645.55,HS-grad,10.1605835,Never-married,Adm-clerical,Own-child,White,Female,1118.5981,97.75448,40.98009,United-States,<=50K
38.622826,Private,190638.02,Bachelors,12.712624,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,1116.9573,97.774956,50.36143,United-States,<=50K
38.621136,Private,190655.42,Some-college,10.160584,Never-married,Adm-clerical,Own-child,White,Female,1116.908,97.75448,40.980106,United-States,<=50K
38.82269,Private,190641.12,HS-grad,10.813197,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7405,97.758644,52.842674,United-States,<=50K
38.62185,Private,190636.31,HS-grad,10.160598,Never-married,Sales,Not-in-family,White,Female,1116.74,97.75448,52.842667,United-States,<=50K
38.621143,Private,190636.27,Some-college,10.160587,Never-married,Other-service,Not-in-family,White,Female,1116.7394,97.75448,41.048874,United-States,<=50K
38.62112,Private,190635.53,Some-college,10.160888,Divorced,Exec-managerial,Not-in-family,White,Female,1116.7393,97.75448,40.989506,United-States,<=50K
38.621773,Private,293142.38,Bachelors,12.712011,Never-married,Adm-clerical,Not-in-family,Black,Male,1117.1555,97.75448,40.98623,United-States,<=50K
38.62189,Private,190635.9,HS-grad,10.1605835,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7417,97.7545,40.986717,United-States,<=50K
38.621887,Private,190635.5,Bachelors,11.413235,Never-married,Other-service,Not-in-family,White,Male,1116.7394,97.754486,40.980106,United-States,<=50K
39.294662,Private,293142.38,Bachelors,11.349674,Married-civ-spouse,Prof-specialty,Husband,White,Male,1147.3054,100.84559,41.054478,United-States,>50K
38.621216,Private,293141.94,Some-college,10.218139,Never-married,Adm-clerical,Own-child,White,Male,1116.7393,97.75458,41.023285,United-States,<=50K
38.62113,Private,190728.47,Some-college,10.209473,Never-married,Craft-repair,Own-child,White,Male,1116.7393,97.75448,40.980156,United-States,<=50K
38.62116,Private,190660.66,HS-grad,10.1605835,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7401,97.75448,40.984486,United-States,<=50K
42.08775,Private,190643.88,Some-college,10.161175,Married-civ-spouse,Prof-specialty,Wife,White,Female,1136.1104,97.79586,40.982132,United-States,>50K
51.71445,Private,190635.89,Some-college,10.160589,Married-civ-spouse,Adm-clerical,Wife,White,Female,1116.7664,97.75477,40.98299,United-States,<=50K
48.453365,Private,190635.44,Some-college,10.1605835,Divorced,Adm-clerical,Not-in-family,White,Female,1116.7393,97.75448,40.98009,United-States,<=50K
51.3961,Private,284878.0,HS-grad,10.160872,Divorced,Craft-repair,Husband,White,Male,1116.7456,97.75461,40.980503,United-States,<=50K
38.62136,Private,190637.22,HS-grad,10.1605835,Never-married,Craft-repair,Not-in-family,White,Male,1116.7412,97.75448,40.981342,United-States,<=50K
51.717224,Private,190636.81,HS-grad,10.160837,Married-civ-spouse,Sales,Not-in-family,White,Male,1116.909,97.86055,52.820114,United-States,<=50K
51.717308,Private,194140.81,Bachelors,12.7126465,Married-civ-spouse,Exec-managerial,Husband,White,Male,1118.6881,97.75448,52.842705,United-States,>50K
38.621113,Private,190636.23,HS-grad,10.161477,Married-civ-spouse,Craft-repair,Husband,White,Male,1116.7393,97.754486,52.836906,United-States,<=50K
38.62118,Private,191550.83,Bachelors,12.712647,Never-married,Prof-specialty,Not-in-family,White,Male,1116.7393,97.75448,52.842705,United-States,>50K
51.70591,Private,291138.72,Bachelors,12.71264,Married-civ-spouse,Prof-specialty,Husband,White,Male,7355.5693,97.75786,44.983387,United-States,>50K
51.71731,Private,212071.27,Some-college,10.1605835,Married-civ-spouse,Exec-managerial,Husband,White,Male,1116.9939,97.75448,52.842567,United-States,>50K
38.864815,Private,198354.45,Bachelors,11.674576,Married-civ-spouse,Prof-specialty,Wife,White,Female,1999.4453,97.75613,52.835434,United-States,<=50K
38.622097,Private,190635.58,HS-grad,10.1605835,Divorced,Other-service,Not-in-family,White,Male,1116.8027,97.75448,40.99218,United-States,<=50K
38.621105,Private,218121.69,HS-grad,10.160587,Never-married,Adm-clerical,Own-child,White,Female,1119.1498,97.75455,40.98009,United-States,<=50K
38.62191,Private,293142.38,Bachelors,11.479615,Never-married,Craft-repair,Not-in-family,White,Male,1116.9989,97.75448,52.14139,United-States,<=50K
39.42351,Private,190681.45,Bachelors,12.712647,Married-civ-spouse,Prof-specialty,Husband,White,Male,1117.4995,97.783585,41.06301,United-States,>50K
38.655636,Private,190635.5,Some-college,10.1605835,Never-married,Other-service,Unmarried,Black,Female,1116.7393,97.75448,40.980503,United-States,<=50K
38.624428,Private,190635.64,Bachelors,12.47997,Never-married,Prof-specialty,Not-in-family,White,Male,1116.7393,97.756454,40.98019,United-States,<=50K
51.705673,Private,293142.3,Bachelors,12.712647,Never-married,Exec-managerial,Not-in-family,White,Male,8723.914,97.75448,41.032444,United-States,>50K
38.62111,Private,190636.12,HS-grad,10.1605835,Never-married,Adm-clerical,Not-in-family,White,Female,1116.7393,97.75448,40.98009,United-States,<=50K
51.660343,Private,282730.06,Bachelors,12.712647,Never-married,Prof-specialty,Not-in-family,White,Male,1116.9125,97.75449,40.98718,United-States,<=50K
38.725185,Private,191120.81,Bachelors,11.8811,Married-civ-spouse,Prof-specialty,Husband,White,Male,1116.7769,97.81951,40.98095,United-States,<=50K
51.71731,Private,266522.56,HS-grad,10.160625,Married-civ-spouse,Sales,Husband,White,Male,1116.7504,97.754486,52.048145,United-States,>50K
51.713768,Private,190635.8,HS-grad,10.161302,Married-civ-spouse,Sales,Not-in-family,White,Male,1116.743,97.76859,50.026768,United-States,<=50K
38.62114,Private,190636.25,Bachelors,12.289179,Married-civ-spouse,Prof-specialty,Husband,White,Male,1116.7473,97.75466,40.98011,United-States,<=50K
49.779026,Private,193984.5,Bachelors,12.712647,Divorced,Prof-specialty,Unmarried,White,Female,1116.7394,97.75451,47.277027,United-States,>50K
38.621117,Private,190895.03,HS-grad,10.1605835,Never-married,Adm-clerical,Own-child,White,Male,1116.741,97.75448,40.980118,United-States,<=50K
