age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
24,Private,399571,Some-college,12,Married-civ-spouse,Priv-house-serv,Husband,White,Male,39405,1497,17,Scotland,<=50K
29,Private,485378,Prof-school,13,Never-married,Sales,Not-in-family,White,Male,20475,1029,43,Philippines,<=50K
28,Private,241319,Some-college,9,Never-married,Adm-clerical,Husband,White,Male,14845,501,38,Outlying-US(Guam-USVI-etc),<=50K
89,Without-pay,1488230,HS-grad,1,Married-AF-spouse,Armed-Forces,Wife,Other,Female,97682,4036,89,United-States,>50K
76,Self-emp-inc,1251687,Bachelors,5,Widowed,Exec-managerial,Not-in-family,Black,Female,66789,3697,54,United-States,>50K
88,Self-emp-not-inc,1253062,10th,2,Married-civ-spouse,Prof-specialty,Other-relative,Other,Female,76176,3868,65,United-States,>50K
72,Local-gov,510084,HS-grad,15,Married-spouse-absent,Adm-clerical,Own-child,White,Male,18125,861,28,Hong,<=50K
69,Private,630692,Prof-school,9,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,51238,2181,34,Dominican-Republic,<=50K
61,Private,1008064,5th-6th,3,Married-civ-spouse,Priv-house-serv,Husband,Black,Female,81579,2600,18,Peru,>50K
33,Private,702697,Preschool,3,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,40773,2116,32,Iran,<=50K
44,Self-emp-inc,326653,Masters,7,Never-married,Adm-clerical,Husband,White,Male,37618,1391,25,Dominican-Republic,<=50K
61,Private,714717,Preschool,2,Married-civ-spouse,Protective-serv,Not-in-family,White,Male,66154,1798,41,Ireland,<=50K
26,Private,687335,Some-college,13,Married-AF-spouse,Sales,Husband,Black,Male,46658,1960,47,Philippines,>50K
42,Self-emp-not-inc,452974,Assoc-acdm,11,Widowed,Adm-clerical,Husband,White,Male,21286,1092,43,Outlying-US(Guam-USVI-etc),<=50K
49,Private,833252,5th-6th,3,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,28698,3354,39,Mexico,>50K
81,Private,1099171,1st-4th,1,Married-AF-spouse,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,84543,3116,91,United-States,<=50K
45,State-gov,926779,Masters,11,Married-civ-spouse,Other-service,Husband,White,Male,48782,2127,68,Scotland,<=50K
34,Private,518744,Some-college,6,Married-AF-spouse,Priv-house-serv,Husband,White,Male,11825,1172,20,Hungary,<=50K
69,Self-emp-inc,738045,HS-grad,2,Never-married,Protective-serv,Husband,White,Female,55731,3019,51,South,>50K
82,Private,327098,Bachelors,8,Married-spouse-absent,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,46433,1667,56,Cuba,<=50K
38,Private,388788,5th-6th,9,Never-married,Prof-specialty,Husband,White,Male,13233,555,12,Nicaragua,<=50K
82,State-gov,1008248,HS-grad,2,Widowed,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,52048,3139,71,United-States,>50K
50,Private,233950,11th,1,Divorced,Other-service,Husband,White,Male,17740,653,27,South,<=50K
87,State-gov,643131,HS-grad,3,Widowed,Adm-clerical,Husband,Black,Female,57976,2601,85,United-States,>50K
59,Private,535777,Some-college,12,Married-spouse-absent,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,31861,1358,50,Ireland,<=50K
65,Private,814253,10th,1,Married-civ-spouse,Armed-Forces,Husband,White,Female,28192,851,30,Guatemala,<=50K
89,State-gov,1489648,9th,1,Married-spouse-absent,Adm-clerical,Wife,Asian-Pac-Islander,Female,99984,4354,98,United-States,>50K
61,Private,1269650,11th,1,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,51603,2891,42,Italy,>50K
35,Private,195617,Some-college,13,Divorced,Prof-specialty,Own-child,White,Male,13782,405,10,Canada,<=50K
89,Local-gov,1444530,HS-grad,4,Divorced,Machine-op-inspct,Wife,Other,Female,97571,4266,88,United-States,>50K
87,Without-pay,1419370,HS-grad,1,Married-spouse-absent,Tech-support,Other-relative,Amer-Indian-Eskimo,Female,98784,4163,94,South,>50K
87,Local-gov,1365298,10th,1,Married-civ-spouse,Machine-op-inspct,Wife,Other,Female,97371,4291,90,United-States,>50K
86,Local-gov,1402884,10th,2,Married-civ-spouse,Handlers-cleaners,Husband,Black,Female,97805,4326,55,Trinadad&Tobago,>50K
34,Self-emp-not-inc,253013,Bachelors,14,Never-married,Craft-repair,Husband,White,Male,27616,732,29,Scotland,<=50K
37,Self-emp-not-inc,623752,7th-8th,13,Married-civ-spouse,Prof-specialty,Own-child,Other,Male,35475,1048,60,Yugoslavia,<=50K
75,Federal-gov,1373686,12th,3,Married-civ-spouse,Craft-repair,Husband,Other,Female,82181,3030,68,United-States,>50K
47,Private,316000,Assoc-acdm,13,Married-civ-spouse,Prof-specialty,Own-child,White,Male,15099,813,27,Ireland,<=50K
74,Federal-gov,557250,Bachelors,2,Married-civ-spouse,Exec-managerial,Not-in-family,Other,Male,28064,2229,71,Honduras,<=50K
89,State-gov,1468691,9th,2,Divorced,Exec-managerial,Husband,Other,Female,99346,4077,98,United-States,>50K
88,Self-emp-inc,1489007,5th-6th,1,Married-civ-spouse,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Female,99653,4334,88,Jamaica,>50K
26,Private,257397,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,17899,571,18,England,<=50K
24,Private,365679,Bachelors,5,Never-married,Sales,Not-in-family,White,Male,12998,1135,38,Philippines,<=50K
21,Private,309109,Some-college,1,Widowed,Exec-managerial,Not-in-family,White,Male,28710,1015,83,Cuba,<=50K
40,Private,381208,Some-college,9,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,20503,1567,16,El-Salvador,<=50K
38,Private,245335,Some-college,8,Divorced,Machine-op-inspct,Own-child,White,Male,15004,1023,34,Philippines,<=50K
30,Private,244969,1st-4th,4,Married-AF-spouse,Tech-support,Own-child,White,Male,21650,890,21,Scotland,<=50K
77,Self-emp-not-inc,1490354,Doctorate,1,Married-civ-spouse,Armed-Forces,Unmarried,Asian-Pac-Islander,Female,99632,4355,96,Mexico,>50K
79,Private,731117,HS-grad,3,Separated,Adm-clerical,Husband,Asian-Pac-Islander,Female,75915,2518,22,United-States,<=50K
89,Self-emp-inc,1291610,Doctorate,2,Married-AF-spouse,Adm-clerical,Unmarried,Black,Female,95576,4027,64,Ireland,>50K
72,Self-emp-not-inc,1048431,7th-8th,2,Never-married,Sales,Not-in-family,Black,Female,51896,3473,43,Poland,<=50K
31,Private,207121,HS-grad,2,Married-spouse-absent,Transport-moving,Own-child,White,Male,20088,1002,5,Ireland,<=50K
20,Private,342002,Some-college,5,Separated,Prof-specialty,Not-in-family,White,Male,23428,984,36,Germany,<=50K
85,State-gov,1490229,9th,1,Married-civ-spouse,Other-service,Wife,Other,Female,99806,4351,97,United-States,>50K
47,Self-emp-inc,352167,Some-college,10,Separated,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,47461,1877,89,United-States,<=50K
57,Private,794539,HS-grad,4,Married-civ-spouse,Exec-managerial,Husband,White,Female,29504,1402,25,Hong,<=50K
30,Private,624504,10th,8,Married-civ-spouse,Tech-support,Unmarried,White,Male,31561,1460,55,Trinadad&Tobago,>50K
35,Private,566253,Masters,9,Widowed,Protective-serv,Not-in-family,White,Male,21227,1057,20,Outlying-US(Guam-USVI-etc),<=50K
33,Self-emp-not-inc,870502,7th-8th,1,Never-married,Other-service,Husband,White,Male,56091,3350,57,Hungary,>50K
47,Private,868526,1st-4th,6,Married-AF-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,34278,1801,70,Scotland,<=50K
28,Private,471827,Assoc-voc,9,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,20263,1278,51,Iran,<=50K
50,Self-emp-inc,397861,11th,5,Divorced,Sales,Husband,Black,Female,55328,2274,24,South,<=50K
41,Self-emp-not-inc,203263,Masters,3,Never-married,Prof-specialty,Husband,White,Male,16477,466,43,Poland,<=50K
24,Private,436327,5th-6th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,24824,594,46,El-Salvador,<=50K
89,Without-pay,1369643,HS-grad,1,Married-AF-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Female,91721,3586,74,United-States,>50K
43,Self-emp-inc,208834,Assoc-acdm,6,Never-married,Exec-managerial,Husband,White,Male,14949,2300,66,Jamaica,<=50K
80,Self-emp-inc,1106252,HS-grad,1,Separated,Sales,Not-in-family,Black,Female,95835,3480,62,United-States,>50K
25,Self-emp-not-inc,573795,Preschool,14,Never-married,Priv-house-serv,Not-in-family,White,Male,21573,1067,41,South,<=50K
70,Federal-gov,1428754,9th,8,Married-civ-spouse,Other-service,Own-child,White,Female,84711,3618,50,Jamaica,>50K
21,Private,295497,Assoc-acdm,5,Widowed,Other-service,Husband,White,Male,15247,505,75,El-Salvador,<=50K
46,Without-pay,580128,Bachelors,4,Widowed,Adm-clerical,Other-relative,Black,Female,53004,1466,74,United-States,<=50K
89,State-gov,1433410,Bachelors,1,Divorced,Exec-managerial,Unmarried,Other,Female,98197,4283,98,United-States,>50K
37,Local-gov,517806,Preschool,5,Never-married,Transport-moving,Own-child,White,Female,38531,2196,6,Hong,>50K
81,Federal-gov,1488966,9th,1,Married-civ-spouse,Armed-Forces,Husband,Other,Female,98165,4317,37,South,>50K
55,Federal-gov,345169,7th-8th,7,Never-married,Adm-clerical,Own-child,White,Female,24836,1971,26,China,>50K
78,Self-emp-not-inc,1489507,Doctorate,1,Married-civ-spouse,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,97721,4345,66,Mexico,>50K
86,State-gov,1490064,Doctorate,1,Married-civ-spouse,Sales,Wife,Amer-Indian-Eskimo,Female,99904,4355,97,South,>50K
38,Private,389649,Preschool,12,Married-spouse-absent,Transport-moving,Husband,White,Male,16137,851,30,Hong,<=50K
31,Private,708216,1st-4th,1,Never-married,Other-service,Husband,White,Male,39350,1051,21,South,<=50K
25,Private,271405,7th-8th,14,Never-married,Prof-specialty,Husband,White,Male,10733,502,15,Puerto-Rico,<=50K
83,Self-emp-not-inc,861265,Bachelors,7,Divorced,Exec-managerial,Not-in-family,Black,Male,68175,2133,85,United-States,<=50K
77,Self-emp-inc,704633,HS-grad,2,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,69420,2432,45,Ireland,<=50K
51,Private,334892,10th,1,Married-AF-spouse,Transport-moving,Husband,White,Female,38341,980,59,Guatemala,<=50K
89,State-gov,1477578,HS-grad,1,Married-civ-spouse,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Female,99675,4292,97,United-States,>50K
78,Private,471482,Bachelors,9,Married-civ-spouse,Armed-Forces,Wife,Black,Female,48438,1961,14,Dominican-Republic,>50K
31,Private,329596,Assoc-voc,11,Never-married,Other-service,Unmarried,White,Male,14084,1019,15,Cuba,<=50K
76,State-gov,609690,Masters,9,Never-married,Exec-managerial,Unmarried,White,Male,31452,2270,62,Puerto-Rico,<=50K
58,Federal-gov,592640,Masters,8,Widowed,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,60544,2348,44,United-States,<=50K
50,Private,788067,Assoc-voc,4,Married-civ-spouse,Other-service,Husband,White,Male,46792,2710,32,Hungary,>50K
70,Federal-gov,526532,12th,1,Never-married,Other-service,Unmarried,White,Female,63361,2999,79,Cuba,<=50K
30,Federal-gov,226982,7th-8th,3,Never-married,Adm-clerical,Husband,White,Male,16766,698,65,Iran,<=50K
45,Self-emp-not-inc,333485,Prof-school,6,Never-married,Craft-repair,Husband,Black,Male,42380,2471,33,Iran,<=50K
67,Without-pay,921807,Masters,3,Married-civ-spouse,Priv-house-serv,Own-child,Black,Female,59556,1994,67,United-States,>50K
25,Private,250865,Assoc-acdm,5,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,19574,692,47,Puerto-Rico,<=50K
52,Local-gov,379956,12th,2,Never-married,Other-service,Husband,White,Male,15775,747,16,Mexico,<=50K
66,Self-emp-not-inc,777437,Prof-school,2,Widowed,Exec-managerial,Husband,Black,Male,42542,2881,71,United-States,<=50K
68,Private,420767,Some-college,5,Widowed,Sales,Not-in-family,Asian-Pac-Islander,Male,41708,2686,31,Ecuador,<=50K
82,Without-pay,1237827,Bachelors,6,Separated,Protective-serv,Not-in-family,Black,Female,90565,4079,84,United-States,>50K
36,Private,291487,Some-college,11,Never-married,Craft-repair,Husband,White,Male,18009,758,31,Peru,<=50K
58,Private,768865,1st-4th,1,Married-civ-spouse,Other-service,Own-child,White,Male,35047,2953,24,Trinadad&Tobago,<=50K
72,Local-gov,1411705,Masters,4,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Female,88116,3640,73,Hong,>50K
54,State-gov,776473,Assoc-voc,4,Married-civ-spouse,Protective-serv,Not-in-family,White,Female,49081,2061,19,Cambodia,>50K
88,Local-gov,1467351,HS-grad,3,Separated,Exec-managerial,Wife,Other,Female,99654,4331,98,United-States,>50K
53,Federal-gov,794177,5th-6th,12,Never-married,Farming-fishing,Own-child,White,Female,26028,2430,29,Philippines,<=50K
90,Self-emp-inc,1490373,HS-grad,1,Married-AF-spouse,Armed-Forces,Not-in-family,Black,Female,99998,4355,98,United-States,>50K
25,Private,991238,10th,1,Married-civ-spouse,Tech-support,Not-in-family,White,Female,75051,1964,81,Hungary,>50K
88,State-gov,1486412,9th,1,Married-civ-spouse,Machine-op-inspct,Unmarried,Other,Female,99794,4350,96,South,>50K
89,State-gov,1230102,Bachelors,6,Widowed,Adm-clerical,Other-relative,Other,Female,67799,3614,96,United-States,<=50K
80,State-gov,1485951,Masters,1,Never-married,Machine-op-inspct,Husband,White,Female,98064,4327,71,Mexico,>50K
35,Private,350276,HS-grad,6,Married-AF-spouse,Craft-repair,Husband,White,Female,28569,765,36,Outlying-US(Guam-USVI-etc),<=50K
89,Without-pay,1489980,HS-grad,1,Married-spouse-absent,Adm-clerical,Wife,Asian-Pac-Islander,Female,99998,4355,98,United-States,>50K
47,Local-gov,418613,Some-college,10,Married-AF-spouse,Craft-repair,Own-child,Black,Male,30382,923,32,Poland,<=50K
79,Self-emp-inc,1429884,1st-4th,1,Married-civ-spouse,Armed-Forces,Other-relative,Other,Female,89189,4253,54,Canada,>50K
89,Local-gov,1489880,12th,1,Never-married,Armed-Forces,Unmarried,Amer-Indian-Eskimo,Female,99905,4355,86,Mexico,>50K
32,Private,242201,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,25076,796,24,Germany,<=50K
44,Local-gov,502316,Bachelors,7,Never-married,Craft-repair,Wife,White,Male,25855,1513,41,Greece,<=50K
63,Self-emp-inc,405708,Assoc-voc,12,Divorced,Prof-specialty,Husband,Black,Male,24106,1020,39,Cambodia,<=50K
34,Private,435030,Some-college,14,Never-married,Transport-moving,Own-child,White,Male,19716,850,17,Philippines,<=50K
41,Private,642764,10th,1,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,20276,1142,25,Philippines,<=50K
57,Local-gov,392290,Preschool,1,Widowed,Sales,Husband,White,Male,42887,2537,13,Poland,<=50K
39,Private,449156,Masters,6,Never-married,Farming-fishing,Husband,White,Male,25700,586,14,South,<=50K
60,Without-pay,800863,Some-college,2,Never-married,Tech-support,Other-relative,White,Female,65614,1901,34,Puerto-Rico,>50K
42,Private,203172,HS-grad,11,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,21362,1024,14,Ireland,<=50K
86,Private,610490,Bachelors,7,Married-spouse-absent,Adm-clerical,Own-child,Black,Female,78514,1836,41,United-States,<=50K
