age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
48,Self-emp-inc,547497,HS-grad,11,Married-civ-spouse,Exec-managerial,Husband,Other,Female,26718,804,69,France,<=50K
63,Without-pay,993118,HS-grad,10,Married-civ-spouse,Exec-managerial,Husband,Other,Female,45737,1543,64,Taiwan,<=50K
38,Private,937315,HS-grad,8,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,45466,2307,78,India,<=50K
62,Private,764300,HS-grad,12,Married-civ-spouse,Handlers-cleaners,Not-in-family,Other,Male,52882,1672,70,Trinadad&Tobago,<=50K
52,Without-pay,617309,Assoc-acdm,8,Married-civ-spouse,Sales,Not-in-family,Other,Male,44779,1186,71,Japan,<=50K
39,Private,999612,Bachelors,10,Married-civ-spouse,Other-service,Own-child,Other,Female,48044,1323,41,Laos,<=50K
45,Private,844089,HS-grad,13,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,58650,1099,53,Portugal,<=50K
54,Private,997052,HS-grad,13,Divorced,Armed-Forces,Unmarried,Asian-Pac-Islander,Female,59352,1135,44,Laos,<=50K
55,Local-gov,795573,HS-grad,12,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Female,45991,2028,59,Taiwan,<=50K
47,Private,1182972,Assoc-acdm,12,Married-civ-spouse,Other-service,Unmarried,Amer-Indian-Eskimo,Male,49710,1289,81,El-Salvador,<=50K
67,Private,682172,Assoc-acdm,10,Married-spouse-absent,Other-service,Unmarried,Asian-Pac-Islander,Male,53466,1543,64,Poland,<=50K
32,Without-pay,793535,HS-grad,11,Married-civ-spouse,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,30219,939,78,Hong,<=50K
63,Private,1011415,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,54291,1693,67,Laos,<=50K
49,Private,1160130,5th-6th,8,Married-civ-spouse,Prof-specialty,Husband,Other,Female,29145,2329,76,Italy,<=50K
63,Private,720447,Assoc-acdm,11,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Female,60112,1123,74,Laos,<=50K
48,Self-emp-not-inc,594528,Assoc-acdm,8,Married-civ-spouse,Sales,Own-child,Amer-Indian-Eskimo,Female,60861,1321,71,Taiwan,<=50K
51,Private,1088533,HS-grad,12,Married-civ-spouse,Prof-specialty,Husband,Other,Female,41698,2031,67,France,<=50K
51,Local-gov,791812,5th-6th,10,Married-civ-spouse,Prof-specialty,Not-in-family,Other,Male,61115,1321,45,Italy,<=50K
54,Local-gov,834994,1st-4th,9,Married-civ-spouse,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,50501,2096,70,China,<=50K
49,Local-gov,717514,HS-grad,8,Married-civ-spouse,Sales,Unmarried,Asian-Pac-Islander,Male,36409,2114,50,Poland,<=50K
58,Private,889786,HS-grad,11,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Female,46644,1574,77,Italy,<=50K
41,Private,806036,HS-grad,9,Married-civ-spouse,Priv-house-serv,Unmarried,Amer-Indian-Eskimo,Female,46507,1181,65,Ireland,<=50K
45,Private,1059239,Assoc-acdm,11,Married-spouse-absent,Tech-support,Husband,Other,Female,40263,1331,73,Taiwan,<=50K
59,Private,779783,HS-grad,9,Married-civ-spouse,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,61903,1464,71,Laos,<=50K
48,Private,1030830,Assoc-acdm,8,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Female,42810,1349,86,Ireland,<=50K
53,Private,1266506,9th,9,Married-spouse-absent,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,37197,2759,83,Japan,<=50K
48,Private,867697,12th,11,Married-spouse-absent,Tech-support,Husband,Other,Male,37539,1738,76,Taiwan,<=50K
52,Private,682723,HS-grad,10,Divorced,Sales,Husband,Amer-Indian-Eskimo,Female,29407,2008,63,South,<=50K
56,Without-pay,970342,HS-grad,10,Married-civ-spouse,Armed-Forces,Husband,Amer-Indian-Eskimo,Male,30225,868,72,Taiwan,<=50K
39,Private,923726,Assoc-acdm,10,Married-civ-spouse,Prof-specialty,Husband,Other,Female,57012,1176,78,Taiwan,<=50K
58,Private,800187,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Other,Female,54051,1651,70,Laos,<=50K
42,Private,695317,HS-grad,12,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Female,51473,1521,54,Germany,<=50K
45,Federal-gov,1113810,5th-6th,9,Married-civ-spouse,Sales,Other-relative,Asian-Pac-Islander,Female,28225,2314,61,Taiwan,<=50K
39,Private,1035484,5th-6th,8,Married-civ-spouse,Sales,Husband,Other,Female,50546,2010,70,Taiwan,<=50K
50,State-gov,970123,HS-grad,12,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Female,43940,1714,78,Taiwan,<=50K
73,Without-pay,524293,Assoc-acdm,10,Married-civ-spouse,Tech-support,Unmarried,Asian-Pac-Islander,Female,61970,1195,72,Taiwan,<=50K
58,Private,1026917,Assoc-acdm,11,Married-civ-spouse,Prof-specialty,Husband,Other,Male,48740,1497,85,Taiwan,<=50K
56,Local-gov,958193,HS-grad,9,Married-spouse-absent,Prof-specialty,Husband,Asian-Pac-Islander,Female,47939,1063,58,Italy,<=50K
45,Private,1011340,HS-grad,9,Married-civ-spouse,Priv-house-serv,Husband,Asian-Pac-Islander,Female,39044,1029,64,Japan,<=50K
