age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
81,Private,1018512,Bachelors,1,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,58639,2791,34,China,<=50K
89,Private,1201292,Masters,1,Separated,Other-service,Unmarried,Other,Female,75206,2548,98,United-States,<=50K
70,Private,369910,Assoc-voc,2,Widowed,Other-service,Husband,Amer-Indian-Eskimo,Male,12650,713,66,United-States,<=50K
38,State-gov,1482701,HS-grad,1,Married-spouse-absent,Armed-Forces,Own-child,White,Female,99805,4347,90,Poland,>50K
40,Self-emp-inc,773968,Some-college,11,Married-civ-spouse,Tech-support,Husband,White,Female,31155,1072,48,Cuba,>50K
54,Federal-gov,1471848,Bachelors,3,Married-civ-spouse,Transport-moving,Not-in-family,White,Female,99143,4344,49,Yugoslavia,<=50K
89,Private,540452,Assoc-acdm,1,Separated,Other-service,Unmarried,Black,Male,31018,553,70,United-States,<=50K
36,Federal-gov,1460130,HS-grad,8,Married-civ-spouse,Armed-Forces,Not-in-family,White,Female,98098,4315,63,Poland,>50K
30,Federal-gov,1144461,HS-grad,8,Married-civ-spouse,Armed-Forces,Not-in-family,White,Female,54583,3655,38,Iran,>50K
24,Private,397613,Some-college,11,Never-married,Handlers-cleaners,Husband,Black,Male,16632,1022,18,El-Salvador,<=50K
84,Private,237419,Assoc-acdm,13,Married-AF-spouse,Transport-moving,Unmarried,Black,Male,20235,681,68,United-States,<=50K
37,Self-emp-not-inc,748053,Bachelors,11,Never-married,Exec-managerial,Husband,White,Female,28615,976,44,Guatemala,>50K
24,Private,413159,Some-college,1,Never-married,Transport-moving,Own-child,Amer-Indian-Eskimo,Male,38585,1686,21,Hong,<=50K
37,Private,404282,Some-college,8,Never-married,Machine-op-inspct,Own-child,Black,Male,45861,794,39,China,<=50K
89,Private,975941,Prof-school,1,Widowed,Other-service,Unmarried,White,Male,58419,2039,98,United-States,<=50K
82,Private,453364,Masters,1,Married-AF-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,44321,2619,23,China,<=50K
35,Federal-gov,559299,Some-college,8,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Female,48314,2367,8,Peru,<=50K
79,Private,564506,7th-8th,3,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,22979,1057,73,China,<=50K
71,Local-gov,1455486,HS-grad,12,Married-civ-spouse,Priv-house-serv,Not-in-family,White,Female,99166,4338,65,Germany,<=50K
60,Private,268173,1st-4th,11,Married-spouse-absent,Other-service,Unmarried,Other,Male,10021,432,26,United-States,<=50K
41,Self-emp-inc,602393,HS-grad,10,Never-married,Tech-support,Husband,Asian-Pac-Islander,Female,49254,1792,16,Jamaica,<=50K
59,Private,252545,Prof-school,7,Married-spouse-absent,Transport-moving,Husband,White,Male,11485,708,64,United-States,<=50K
49,Without-pay,1483196,Bachelors,2,Married-civ-spouse,Priv-house-serv,Not-in-family,White,Female,97686,4225,19,Germany,>50K
47,State-gov,1465545,HS-grad,2,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,96982,3962,56,Philippines,>50K
50,Private,544722,Bachelors,8,Divorced,Handlers-cleaners,Husband,Black,Male,20761,918,48,Laos,<=50K
30,Local-gov,145066,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,11631,505,32,Laos,>50K
70,Local-gov,1243929,Some-college,1,Never-married,Priv-house-serv,Wife,Amer-Indian-Eskimo,Female,90557,3941,56,Italy,<=50K
88,Private,473400,Doctorate,1,Married-AF-spouse,Other-service,Own-child,Asian-Pac-Islander,Male,26142,1290,85,United-States,<=50K
29,Local-gov,1037720,Masters,10,Married-civ-spouse,Armed-Forces,Not-in-family,White,Female,82783,3854,18,Cambodia,>50K
72,Private,544539,Assoc-voc,1,Never-married,Transport-moving,Own-child,Amer-Indian-Eskimo,Male,16585,927,13,China,<=50K
33,State-gov,1388660,HS-grad,6,Married-civ-spouse,Tech-support,Wife,Asian-Pac-Islander,Female,93195,4250,29,Honduras,>50K
88,Private,723464,9th,3,Widowed,Other-service,Unmarried,White,Male,59072,1267,98,United-States,<=50K
76,Self-emp-inc,1454109,HS-grad,8,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,86212,3979,73,South,>50K
51,Self-emp-not-inc,1470695,HS-grad,4,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Female,97746,4228,30,Italy,>50K
66,Private,449894,Assoc-voc,1,Widowed,Transport-moving,Own-child,Black,Male,21646,664,63,United-States,<=50K
25,Private,364444,5th-6th,9,Divorced,Handlers-cleaners,Husband,Other,Female,16202,1297,10,Nicaragua,<=50K
49,Private,652810,Bachelors,13,Separated,Craft-repair,Own-child,White,Female,50889,1731,71,United-States,<=50K
72,Private,498642,7th-8th,3,Separated,Sales,Unmarried,Other,Male,18360,1064,29,China,<=50K
89,Private,1318359,Masters,1,Widowed,Other-service,Own-child,Other,Male,89589,3208,98,United-States,<=50K
88,Private,252259,7th-8th,10,Divorced,Exec-managerial,Unmarried,White,Male,17055,918,87,United-States,<=50K
48,Local-gov,968241,Masters,13,Married-civ-spouse,Farming-fishing,Own-child,White,Male,76797,3268,54,South,>50K
59,Private,949925,9th,1,Married-AF-spouse,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,63091,3122,74,China,<=50K
38,Self-emp-not-inc,1377823,HS-grad,6,Married-civ-spouse,Adm-clerical,Not-in-family,Black,Female,96706,4167,19,Outlying-US(Guam-USVI-etc),>50K
55,Self-emp-inc,587297,Bachelors,9,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,51697,2480,22,Trinadad&Tobago,>50K
89,Private,758753,Doctorate,1,Separated,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,33967,2217,98,United-States,>50K
25,Private,465431,Assoc-voc,11,Never-married,Exec-managerial,Husband,Asian-Pac-Islander,Male,21024,545,34,Poland,<=50K
43,Federal-gov,721312,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,23823,1652,87,Japan,<=50K
32,Local-gov,1149735,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Female,64118,2822,36,Vietnam,<=50K
47,Private,742861,5th-6th,9,Divorced,Exec-managerial,Other-relative,White,Male,63835,1954,54,Canada,<=50K
60,Self-emp-not-inc,1121942,Some-college,3,Never-married,Tech-support,Husband,Asian-Pac-Islander,Female,75585,2213,11,Hong,<=50K
28,Self-emp-not-inc,1393815,HS-grad,11,Married-civ-spouse,Tech-support,Husband,White,Female,88217,4303,91,South,>50K
69,State-gov,1489668,HS-grad,3,Married-civ-spouse,Priv-house-serv,Husband,White,Female,99914,4349,47,Italy,>50K
29,Self-emp-not-inc,576204,Bachelors,14,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,53654,1314,23,Iran,>50K
35,Private,264319,7th-8th,11,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,13751,1338,7,Guatemala,<=50K
25,Local-gov,171594,HS-grad,10,Never-married,Machine-op-inspct,Husband,Black,Male,9674,350,14,Guatemala,<=50K
80,Private,518906,Assoc-voc,1,Never-married,Other-service,Own-child,Black,Male,22130,506,83,United-States,<=50K
85,Private,550188,Bachelors,8,Widowed,Other-service,Unmarried,White,Female,53553,1899,92,United-States,<=50K
82,Private,602462,Masters,1,Divorced,Other-service,Own-child,Other,Male,14171,1328,50,United-States,<=50K
40,State-gov,1479289,HS-grad,6,Married-civ-spouse,Farming-fishing,Husband,White,Female,98322,4216,64,Iran,>50K
69,Private,275591,7th-8th,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,47014,1629,27,Laos,>50K
56,Self-emp-not-inc,1488989,HS-grad,3,Married-civ-spouse,Armed-Forces,Not-in-family,White,Female,99658,4342,84,Trinadad&Tobago,>50K
70,Private,566826,Bachelors,4,Separated,Machine-op-inspct,Unmarried,White,Male,62164,1540,84,United-States,<=50K
86,Private,528024,Masters,1,Married-AF-spouse,Craft-repair,Own-child,Other,Male,15240,1064,35,China,<=50K
34,Self-emp-not-inc,1470787,HS-grad,9,Married-civ-spouse,Armed-Forces,Not-in-family,White,Female,91016,4132,32,Canada,>50K
41,Private,375049,HS-grad,6,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Female,67028,2539,24,Canada,<=50K
23,Self-emp-not-inc,1488629,HS-grad,7,Married-civ-spouse,Armed-Forces,Husband,White,Female,98864,4319,49,Greece,>50K
26,Local-gov,1358662,Bachelors,5,Married-civ-spouse,Sales,Husband,White,Female,81162,2620,43,Hungary,>50K
29,Self-emp-not-inc,1230392,Some-college,12,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,55064,3398,66,Canada,<=50K
61,Private,562100,Assoc-voc,1,Widowed,Other-service,Own-child,Other,Male,27624,728,76,United-States,<=50K
29,Local-gov,638137,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,39119,1406,35,Iran,>50K
58,Private,342448,Masters,6,Divorced,Other-service,Unmarried,White,Male,11754,972,92,United-States,<=50K
88,Private,675874,Masters,1,Widowed,Other-service,Own-child,Amer-Indian-Eskimo,Male,35121,1836,86,China,<=50K
89,Private,359749,Prof-school,5,Divorced,Other-service,Unmarried,White,Male,43396,2499,98,United-States,<=50K
43,Private,440362,Bachelors,9,Married-civ-spouse,Transport-moving,Not-in-family,Black,Male,41985,3039,32,Mexico,<=50K
80,Private,764855,Masters,4,Married-AF-spouse,Prof-specialty,Own-child,Other,Female,47506,2092,81,United-States,<=50K
83,Without-pay,1489698,HS-grad,6,Married-civ-spouse,Priv-house-serv,Not-in-family,White,Female,99998,4355,82,Canada,>50K
86,Private,995668,Doctorate,1,Widowed,Other-service,Own-child,Amer-Indian-Eskimo,Male,28633,2686,59,United-States,<=50K
58,Self-emp-inc,1463638,HS-grad,4,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,96845,3905,84,Columbia,>50K
76,Private,661549,Bachelors,10,Divorced,Adm-clerical,Not-in-family,White,Male,24026,1217,96,United-States,<=50K
32,Self-emp-not-inc,936824,Bachelors,2,Never-married,Tech-support,Other-relative,Other,Female,76685,3747,26,Hungary,<=50K
47,Self-emp-inc,354548,Some-college,13,Never-married,Machine-op-inspct,Not-in-family,Other,Female,28142,1602,19,Philippines,>50K
39,Private,792555,Masters,9,Separated,Sales,Husband,Asian-Pac-Islander,Female,66294,3438,37,Cuba,<=50K
89,Private,1188457,Doctorate,1,Widowed,Other-service,Own-child,Asian-Pac-Islander,Male,49832,2295,98,United-States,<=50K
39,Self-emp-inc,1305687,Some-college,7,Married-civ-spouse,Transport-moving,Not-in-family,Asian-Pac-Islander,Female,94491,4097,26,Iran,>50K
76,Local-gov,396747,Bachelors,10,Divorced,Transport-moving,Husband,White,Male,16205,1594,85,Guatemala,>50K
29,Private,675597,Bachelors,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,31262,1531,21,Ireland,<=50K
