age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
74,Self-emp-inc,1181511,HS-grad,6,Married-civ-spouse,Craft-repair,Other-relative,Amer-Indian-Eskimo,Female,68287,3145,34,El-Salvador,>50K
39,Local-gov,816222,Bachelors,8,Married-civ-spouse,Craft-repair,Unmarried,White,Female,34970,1595,41,China,<=50K
44,Local-gov,488156,Some-college,14,Divorced,Exec-managerial,Husband,Asian-Pac-Islander,Male,20336,1041,33,Hong,<=50K
28,Private,719386,Assoc-voc,7,Married-civ-spouse,Armed-Forces,Not-in-family,White,Female,39693,1847,5,Trinadad&Tobago,>50K
89,Without-pay,1460386,HS-grad,1,Separated,Exec-managerial,Other-relative,Black,Female,99859,4322,94,United-States,>50K
86,Self-emp-inc,1427787,Bachelors,1,Separated,Exec-managerial,Not-in-family,Other,Female,98707,4317,88,United-States,>50K
62,Private,648164,Some-college,12,Widowed,Transport-moving,Husband,White,Male,31365,1432,27,Ireland,<=50K
42,Private,301152,5th-6th,9,Never-married,Handlers-cleaners,Husband,White,Male,15165,911,24,El-Salvador,<=50K
40,Federal-gov,1148149,Prof-school,5,Married-civ-spouse,Sales,Own-child,White,Female,46904,2570,13,France,>50K
74,Federal-gov,1444431,1st-4th,3,Married-civ-spouse,Armed-Forces,Husband,Amer-Indian-Eskimo,Female,85715,3689,22,Trinadad&Tobago,>50K
27,Private,162839,10th,11,Never-married,Prof-specialty,Husband,White,Male,21293,731,12,Hungary,<=50K
73,Without-pay,1444076,Doctorate,1,Never-married,Armed-Forces,Wife,Asian-Pac-Islander,Female,97327,4271,82,United-States,>50K
62,Federal-gov,710537,Bachelors,3,Married-civ-spouse,Machine-op-inspct,Other-relative,Black,Female,76020,2969,72,Jamaica,>50K
44,Without-pay,1332092,5th-6th,4,Married-civ-spouse,Machine-op-inspct,Not-in-family,Black,Female,80189,3730,25,Mexico,>50K
26,Private,220051,10th,13,Never-married,Other-service,Not-in-family,White,Male,19707,831,30,Canada,<=50K
69,State-gov,954689,Doctorate,10,Married-spouse-absent,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,54687,1808,37,Scotland,>50K
39,Private,589309,HS-grad,13,Separated,Transport-moving,Own-child,Black,Male,31187,1447,4,Puerto-Rico,<=50K
87,State-gov,1285305,9th,2,Separated,Sales,Own-child,Asian-Pac-Islander,Female,86341,3522,36,United-States,>50K
56,Private,442257,Some-college,5,Never-married,Prof-specialty,Own-child,White,Female,19367,1392,36,El-Salvador,>50K
88,Local-gov,1469902,7th-8th,1,Never-married,Other-service,Other-relative,Other,Female,98296,4305,41,Trinadad&Tobago,>50K
62,Self-emp-inc,597666,Bachelors,9,Never-married,Prof-specialty,Own-child,Black,Male,33892,1971,16,Ireland,<=50K
34,Private,249851,10th,12,Divorced,Craft-repair,Not-in-family,White,Male,21711,1107,52,Dominican-Republic,<=50K
48,Private,336743,Bachelors,6,Never-married,Sales,Not-in-family,White,Male,21875,967,59,El-Salvador,<=50K
36,Private,300826,Masters,14,Married-spouse-absent,Adm-clerical,Husband,White,Male,22436,774,20,Nicaragua,<=50K
34,Self-emp-not-inc,203740,Preschool,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,20522,768,18,Ireland,<=50K
49,Local-gov,951661,Assoc-voc,11,Never-married,Sales,Not-in-family,Black,Female,51420,2297,3,Mexico,>50K
28,Private,435667,12th,13,Married-civ-spouse,Transport-moving,Own-child,White,Male,29163,902,4,Outlying-US(Guam-USVI-etc),<=50K
29,Private,468948,Some-college,11,Divorced,Sales,Not-in-family,White,Male,20822,908,11,Canada,<=50K
27,Private,371546,Masters,11,Never-married,Transport-moving,Husband,White,Male,23029,1014,51,Jamaica,<=50K
49,Self-emp-not-inc,536538,Prof-school,6,Never-married,Other-service,Own-child,White,Male,28666,1046,37,Taiwan,<=50K
89,Federal-gov,1407547,Some-college,1,Married-spouse-absent,Exec-managerial,Not-in-family,Black,Female,97696,4175,95,United-States,>50K
33,Self-emp-not-inc,509187,12th,12,Never-married,Exec-managerial,Husband,White,Male,33817,1836,92,United-States,<=50K
48,Self-emp-inc,512985,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,29901,1378,28,Jamaica,<=50K
89,Self-emp-inc,1463389,Doctorate,1,Married-AF-spouse,Machine-op-inspct,Wife,Black,Female,99154,4299,53,United-States,>50K
45,Self-emp-not-inc,866013,Prof-school,9,Never-married,Craft-repair,Own-child,White,Male,45893,1581,53,Jamaica,<=50K
39,Private,188759,Assoc-acdm,10,Never-married,Protective-serv,Husband,White,Male,25695,849,27,Iran,<=50K
42,Federal-gov,1107326,Doctorate,5,Married-civ-spouse,Adm-clerical,Own-child,Other,Male,68577,3223,34,Jamaica,>50K
49,Self-emp-not-inc,376810,9th,6,Never-married,Adm-clerical,Husband,White,Male,19075,968,35,Jamaica,<=50K
66,State-gov,660021,Some-college,10,Widowed,Craft-repair,Not-in-family,Black,Male,28551,1412,19,United-States,>50K
38,Private,237707,Some-college,9,Divorced,Other-service,Husband,White,Male,26769,988,37,Outlying-US(Guam-USVI-etc),<=50K
80,Federal-gov,758379,Masters,7,Married-civ-spouse,Adm-clerical,Unmarried,Other,Female,51862,2733,28,Jamaica,<=50K
31,Private,338580,7th-8th,5,Never-married,Other-service,Husband,White,Male,23370,880,54,India,<=50K
35,Private,716261,10th,5,Married-civ-spouse,Craft-repair,Unmarried,White,Male,41820,871,36,India,<=50K
47,Private,612201,9th,8,Widowed,Sales,Husband,White,Female,35382,1138,28,South,<=50K
88,Self-emp-inc,1488877,12th,1,Married-AF-spouse,Other-service,Unmarried,Other,Female,99783,4336,64,Ireland,>50K
41,Self-emp-not-inc,306268,12th,3,Never-married,Adm-clerical,Husband,White,Male,20498,1347,95,Laos,<=50K
80,Local-gov,755429,Bachelors,11,Widowed,Exec-managerial,Unmarried,Black,Male,57934,2187,50,United-States,<=50K
37,Private,203269,Some-college,14,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,24715,973,10,Germany,<=50K
83,Self-emp-inc,1118741,Bachelors,1,Widowed,Exec-managerial,Other-relative,Black,Female,95381,3568,36,United-States,<=50K
46,Private,267267,11th,10,Married-spouse-absent,Exec-managerial,Husband,White,Male,17001,479,48,Peru,<=50K
28,Private,337140,11th,13,Married-civ-spouse,Priv-house-serv,Not-in-family,White,Male,28778,1266,50,Outlying-US(Guam-USVI-etc),<=50K
37,Self-emp-not-inc,869343,Prof-school,9,Married-civ-spouse,Other-service,Unmarried,Black,Male,47913,1759,32,Jamaica,>50K
88,State-gov,1441860,12th,1,Never-married,Other-service,Wife,Asian-Pac-Islander,Female,98889,4311,73,Jamaica,>50K
38,Private,306047,Masters,7,Never-married,Machine-op-inspct,Husband,White,Male,25030,1174,63,Columbia,<=50K
44,Private,469363,Assoc-acdm,5,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,44142,1836,16,Trinadad&Tobago,>50K
25,Private,253587,Assoc-voc,12,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,18295,1014,61,Trinadad&Tobago,<=50K
89,Local-gov,1487354,HS-grad,1,Separated,Armed-Forces,Own-child,Amer-Indian-Eskimo,Female,99909,4349,94,United-States,>50K
89,Without-pay,1489933,Doctorate,1,Separated,Machine-op-inspct,Wife,Other,Female,99981,4354,98,United-States,>50K
70,Private,857753,Assoc-voc,5,Never-married,Other-service,Own-child,Other,Female,58269,2933,27,Laos,>50K
42,Private,791992,Assoc-acdm,2,Never-married,Handlers-cleaners,Husband,White,Female,49203,1734,9,Iran,>50K
58,Private,311065,Bachelors,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,27754,836,18,Cambodia,<=50K
79,Private,619232,HS-grad,4,Separated,Tech-support,Not-in-family,Black,Female,74907,2778,4,Thailand,<=50K
31,Private,278813,Some-college,12,Married-civ-spouse,Craft-repair,Own-child,White,Male,24095,941,19,China,<=50K
36,Private,219481,Bachelors,8,Divorced,Sales,Husband,White,Male,16252,837,26,Poland,<=50K
38,Private,439173,Assoc-acdm,12,Never-married,Sales,Own-child,White,Male,18936,1337,15,Mexico,<=50K
88,Self-emp-inc,1404001,Bachelors,2,Married-spouse-absent,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Female,94416,3935,9,United-States,>50K
