age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
67,Federal-gov,806669,Some-college,11,Married-civ-spouse,Prof-specialty,Husband,White,Female,29390,636,76,Dominican-Republic,<=50K
53,Local-gov,342712,Bachelors,11,Married-civ-spouse,Sales,Not-in-family,White,Male,12678,1306,36,United-States,<=50K
75,Self-emp-not-inc,384715,HS-grad,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,23407,569,33,Dominican-Republic,<=50K
68,Federal-gov,197262,11th,13,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,16459,1322,20,Vietnam,<=50K
80,Private,665096,9th,7,Married-civ-spouse,Adm-clerical,Own-child,White,Male,16947,1093,43,United-States,<=50K
88,Without-pay,373104,HS-grad,11,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Female,39684,2455,87,Cambodia,>50K
45,Self-emp-inc,548717,Assoc-voc,8,Married-civ-spouse,Other-service,Husband,Other,Female,50365,2592,93,Cambodia,>50K
70,Private,1302848,12th,3,Divorced,Prof-specialty,Own-child,Other,Female,94031,3888,88,Hungary,<=50K
73,State-gov,249506,HS-grad,15,Married-civ-spouse,Other-service,Wife,White,Male,6384,585,11,United-States,<=50K
81,Private,956425,Some-college,3,Never-married,Protective-serv,Wife,White,Female,64558,2865,53,Canada,<=50K
77,Private,312893,HS-grad,6,Married-civ-spouse,Protective-serv,Other-relative,Asian-Pac-Islander,Male,69120,2427,79,Mexico,<=50K
74,Local-gov,404199,7th-8th,10,Divorced,Adm-clerical,Husband,Asian-Pac-Islander,Male,85532,2079,94,Ireland,>50K
37,Private,410275,Some-college,11,Married-AF-spouse,Craft-repair,Unmarried,Black,Male,20181,1041,55,Peru,>50K
28,Self-emp-inc,220440,Bachelors,14,Divorced,Prof-specialty,Not-in-family,White,Male,26275,1061,7,United-States,<=50K
78,Private,1330878,Preschool,2,Married-spouse-absent,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Female,93855,2045,57,Hungary,>50K
31,Self-emp-inc,659610,5th-6th,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,70128,564,87,United-States,<=50K
63,Local-gov,527491,11th,12,Separated,Sales,Husband,White,Female,70369,2279,84,Italy,>50K
66,Federal-gov,453360,Some-college,12,Married-civ-spouse,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,23967,646,29,United-States,>50K
76,State-gov,757563,Bachelors,6,Never-married,Transport-moving,Not-in-family,White,Male,34969,1130,16,Guatemala,<=50K
37,Local-gov,187799,HS-grad,14,Married-spouse-absent,Adm-clerical,Wife,White,Male,21007,1195,11,United-States,<=50K
31,Local-gov,723465,HS-grad,12,Separated,Craft-repair,Husband,White,Male,24229,1137,56,United-States,>50K
66,Private,874489,Assoc-voc,5,Divorced,Machine-op-inspct,Own-child,Asian-Pac-Islander,Female,21156,1486,39,China,<=50K
45,Self-emp-not-inc,588644,11th,7,Never-married,Craft-repair,Unmarried,White,Male,73991,1499,19,Honduras,<=50K
56,Self-emp-not-inc,327456,HS-grad,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,7517,867,15,Canada,<=50K
47,Private,1327966,Assoc-voc,5,Widowed,Prof-specialty,Unmarried,Black,Female,94814,3107,68,Honduras,<=50K
87,Private,1018684,Assoc-acdm,1,Married-spouse-absent,Tech-support,Wife,Black,Female,93410,3640,85,Germany,>50K
89,Private,1489957,1st-4th,1,Widowed,Machine-op-inspct,Husband,Other,Female,98810,4353,91,Poland,>50K
89,State-gov,1020700,Some-college,3,Divorced,Transport-moving,Unmarried,Black,Female,96394,3326,98,United-States,>50K
34,Self-emp-not-inc,237577,11th,14,Married-civ-spouse,Sales,Not-in-family,White,Male,32365,1463,5,Vietnam,<=50K
51,Private,632040,Bachelors,12,Never-married,Handlers-cleaners,Not-in-family,White,Female,36400,1310,28,Scotland,<=50K
87,Private,1282590,11th,1,Divorced,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Female,93830,4115,87,Trinadad&Tobago,>50K
19,Federal-gov,191876,HS-grad,15,Married-civ-spouse,Sales,Husband,White,Male,25046,1484,41,United-States,<=50K
66,Self-emp-inc,801473,7th-8th,7,Married-civ-spouse,Transport-moving,Husband,Black,Female,64410,2759,96,Italy,>50K
85,Private,634538,Some-college,13,Married-civ-spouse,Prof-specialty,Own-child,White,Male,23193,1661,53,Canada,<=50K
42,Without-pay,867642,Some-college,7,Never-married,Prof-specialty,Not-in-family,White,Male,95873,2754,86,Nicaragua,>50K
