age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
32,Self-emp-not-inc,1128884,Prof-school,4,Divorced,Adm-clerical,Other-relative,White,Male,7125,1510,82,Yugoslavia,>50K
24,Private,1483085,Bachelors,12,Never-married,Priv-house-serv,Own-child,Asian-Pac-Islander,Male,83253,3968,3,Scotland,<=50K
41,Without-pay,241674,Doctorate,13,Never-married,Farming-fishing,Not-in-family,White,Female,88855,147,89,Dominican-Republic,>50K
26,Self-emp-inc,480151,Bachelors,13,Never-married,Armed-Forces,Wife,White,Male,84357,402,73,Laos,<=50K
20,Federal-gov,549829,5th-6th,1,Married-AF-spouse,Handlers-cleaners,Wife,White,Female,6958,3089,36,United-States,<=50K
20,Federal-gov,351582,9th,9,Never-married,Prof-specialty,Husband,White,Female,97360,2253,38,Trinadad&Tobago,>50K
88,Local-gov,656693,Bachelors,1,Married-spouse-absent,Craft-repair,Other-relative,Other,Female,44943,2340,71,Columbia,<=50K
75,State-gov,316705,Some-college,11,Widowed,Other-service,Husband,Black,Male,95632,360,11,Dominican-Republic,>50K
46,Without-pay,666000,11th,15,Divorced,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,58723,1055,33,Outlying-US(Guam-USVI-etc),<=50K
83,Without-pay,66999,HS-grad,4,Divorced,Transport-moving,Unmarried,Asian-Pac-Islander,Female,50897,3849,37,Cuba,>50K
53,Private,1432756,9th,14,Divorced,Tech-support,Own-child,Other,Male,84219,3453,47,Canada,<=50K
70,Self-emp-not-inc,183474,Assoc-voc,13,Married-civ-spouse,Tech-support,Husband,Black,Female,70866,1297,88,Japan,>50K
33,Federal-gov,522582,11th,8,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,97233,1017,32,Hong,<=50K
72,Federal-gov,1423971,Masters,9,Divorced,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,40048,3960,22,Canada,<=50K
78,Federal-gov,482812,11th,13,Married-civ-spouse,Adm-clerical,Own-child,Black,Male,85390,952,86,Dominican-Republic,<=50K
29,State-gov,1052461,Some-college,8,Divorced,Sales,Own-child,Asian-Pac-Islander,Male,26561,1844,50,Greece,>50K
65,Self-emp-inc,1321610,12th,13,Divorced,Machine-op-inspct,Not-in-family,White,Male,28944,2023,90,Iran,<=50K
56,Self-emp-inc,904685,5th-6th,11,Separated,Sales,Husband,Black,Male,19424,4148,7,Hong,>50K
66,Self-emp-not-inc,856720,Bachelors,13,Never-married,Other-service,Husband,Black,Female,24418,4143,49,England,>50K
76,Without-pay,1388603,Assoc-voc,1,Divorced,Farming-fishing,Wife,White,Female,91896,115,88,Thailand,<=50K
29,Without-pay,1086897,12th,1,Divorced,Tech-support,Own-child,Other,Female,49854,1843,76,Germany,>50K
84,Private,874373,Preschool,12,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Female,82106,4001,39,South,<=50K
78,Without-pay,781700,Masters,2,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Female,60711,1044,88,Taiwan,<=50K
36,Private,1191247,9th,4,Married-spouse-absent,Priv-house-serv,Own-child,Black,Male,11090,3495,14,England,<=50K
88,Private,1438798,Some-college,9,Never-married,Protective-serv,Other-relative,Black,Female,47342,4047,93,Outlying-US(Guam-USVI-etc),>50K
17,Self-emp-not-inc,289019,Assoc-acdm,5,Separated,Craft-repair,Own-child,Other,Male,46347,2171,52,Yugoslavia,>50K
50,Without-pay,117485,Some-college,5,Never-married,Adm-clerical,Unmarried,White,Female,39899,1992,46,Italy,<=50K
46,Private,773250,7th-8th,3,Married-civ-spouse,Exec-managerial,Own-child,White,Male,16990,868,56,Jamaica,<=50K
19,Local-gov,1104390,Preschool,4,Married-spouse-absent,Exec-managerial,Own-child,White,Male,38676,2099,61,Jamaica,>50K
55,Private,259530,7th-8th,11,Married-civ-spouse,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,65738,2369,19,United-States,<=50K
30,Local-gov,1249695,Some-college,8,Divorced,Adm-clerical,Not-in-family,White,Female,64005,1897,63,Hungary,>50K
86,Without-pay,561098,Preschool,12,Never-married,Adm-clerical,Unmarried,Other,Male,42908,4264,26,Cambodia,>50K
65,Self-emp-not-inc,264868,7th-8th,2,Married-civ-spouse,Tech-support,Other-relative,Black,Female,16536,2110,90,Canada,>50K
23,Local-gov,1373972,9th,12,Married-spouse-absent,Sales,Wife,White,Male,18481,2782,2,South,<=50K
82,Without-pay,599605,9th,11,Widowed,Tech-support,Husband,White,Male,45453,750,95,Ireland,<=50K
27,Without-pay,374531,9th,13,Never-married,Armed-Forces,Unmarried,Other,Female,10535,1368,57,Germany,>50K
48,State-gov,608491,Prof-school,4,Married-AF-spouse,Priv-house-serv,Husband,Other,Male,66056,874,16,South,>50K
61,Private,875324,Bachelors,7,Separated,Craft-repair,Own-child,White,Female,97929,3775,46,United-States,<=50K
79,Self-emp-inc,283331,5th-6th,15,Divorced,Exec-managerial,Other-relative,White,Male,61099,4299,69,Cuba,<=50K
71,Private,996569,10th,2,Divorced,Priv-house-serv,Other-relative,Other,Male,44766,4236,4,Ecuador,>50K
68,Without-pay,258163,Bachelors,1,Never-married,Armed-Forces,Not-in-family,White,Male,97090,2937,88,Scotland,>50K
45,Self-emp-inc,494783,Doctorate,11,Divorced,Other-service,Not-in-family,White,Female,34900,2836,79,Italy,>50K
51,Private,766625,Masters,1,Married-spouse-absent,Machine-op-inspct,Unmarried,Black,Female,86048,2915,21,Scotland,<=50K
39,Private,889121,5th-6th,1,Widowed,Priv-house-serv,Husband,Amer-Indian-Eskimo,Female,17653,2528,55,Yugoslavia,<=50K
45,Self-emp-not-inc,1320802,Assoc-voc,10,Separated,Adm-clerical,Other-relative,White,Male,69848,1506,79,Thailand,<=50K
19,Self-emp-inc,808260,Masters,15,Divorced,Farming-fishing,Husband,Black,Male,41377,2520,37,India,>50K
50,Private,792189,Masters,13,Widowed,Exec-managerial,Own-child,Black,Female,16093,2545,16,Philippines,<=50K
86,Self-emp-not-inc,107821,HS-grad,6,Married-civ-spouse,Handlers-cleaners,Other-relative,Black,Female,96532,3030,7,Columbia,>50K
24,Private,1056824,12th,10,Divorced,Other-service,Wife,Other,Male,84515,2981,66,Vietnam,>50K
77,Private,1260782,Prof-school,5,Married-spouse-absent,Sales,Husband,Amer-Indian-Eskimo,Female,79776,3299,32,Honduras,<=50K
86,Self-emp-inc,1220673,Assoc-voc,14,Never-married,Sales,Own-child,White,Male,77901,2573,37,Iran,<=50K
59,Local-gov,336508,Bachelors,1,Separated,Transport-moving,Not-in-family,White,Female,74031,1024,67,Laos,>50K
54,Federal-gov,484879,10th,4,Separated,Sales,Not-in-family,Amer-Indian-Eskimo,Male,90785,91,81,Canada,<=50K
66,State-gov,100854,Masters,10,Married-AF-spouse,Farming-fishing,Husband,Black,Female,18479,1671,11,Thailand,<=50K
17,Local-gov,1028364,1st-4th,2,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,96942,2514,38,Haiti,>50K
