age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
86,Self-emp-not-inc,948708,HS-grad,4,Separated,Adm-clerical,Not-in-family,Black,Female,97938,3918,81,United-States,>50K
87,Private,700269,Some-college,11,Divorced,Sales,Not-in-family,Black,Female,96339,3831,73,United-States,>50K
62,Self-emp-inc,1373442,Some-college,2,Married-AF-spouse,Sales,Husband,Amer-Indian-Eskimo,Female,97675,4345,98,United-States,>50K
52,Self-emp-not-inc,1390381,Bachelors,10,Married-civ-spouse,Sales,Unmarried,Other,Female,86326,4074,84,Trinadad&Tobago,>50K
65,Federal-gov,1488394,5th-6th,5,Married-civ-spouse,Armed-Forces,Husband,Amer-Indian-Eskimo,Female,90811,4181,79,China,>50K
89,Private,1489221,9th,1,Married-civ-spouse,Tech-support,Husband,White,Female,98440,4326,18,El-Salvador,>50K
81,Private,547826,9th,14,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,46494,1269,31,Honduras,<=50K
87,Private,1487786,9th,6,Married-civ-spouse,Armed-Forces,Wife,Other,Female,91426,4256,57,Iran,>50K
84,Federal-gov,1441975,Masters,15,Married-civ-spouse,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,91609,3372,81,Puerto-Rico,>50K
73,Private,1191648,11th,5,Married-civ-spouse,Other-service,Husband,White,Male,39000,903,19,Trinadad&Tobago,>50K
88,Federal-gov,995288,HS-grad,1,Married-AF-spouse,Sales,Not-in-family,Other,Female,99708,4076,98,United-States,>50K
71,Private,349420,7th-8th,1,Never-married,Sales,Husband,White,Male,31053,3436,11,South,>50K
27,Private,353340,Doctorate,5,Married-spouse-absent,Exec-managerial,Unmarried,White,Male,10748,295,29,Ireland,<=50K
21,Private,319091,1st-4th,2,Widowed,Other-service,Husband,White,Male,13272,208,30,Cuba,<=50K
78,Without-pay,1008513,HS-grad,2,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Female,57540,2734,94,United-States,>50K
80,Self-emp-not-inc,1339978,9th,1,Never-married,Armed-Forces,Husband,White,Female,99556,4245,92,Iran,>50K
64,Private,390059,10th,2,Never-married,Other-service,Husband,White,Male,8086,332,43,Iran,<=50K
66,Private,1274245,Some-college,13,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,54227,3133,52,Cambodia,>50K
48,Self-emp-not-inc,931330,HS-grad,3,Divorced,Farming-fishing,Other-relative,White,Female,53541,2331,66,Mexico,>50K
89,Self-emp-inc,666673,Some-college,1,Divorced,Exec-managerial,Not-in-family,Black,Female,98734,4327,98,United-States,>50K
89,State-gov,920699,Some-college,1,Separated,Sales,Not-in-family,Other,Female,99636,4032,98,United-States,>50K
39,Federal-gov,1364013,HS-grad,9,Separated,Armed-Forces,Other-relative,Other,Female,91131,3863,94,United-States,>50K
39,Federal-gov,752846,Assoc-acdm,6,Never-married,Priv-house-serv,Own-child,White,Male,32868,1418,20,Ecuador,<=50K
