age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
55,Private,1046660,1st-4th,2,Divorced,Craft-repair,Other-relative,White,Female,48180,1074,25,Outlying-US(Guam-USVI-etc),>50K
58,Self-emp-not-inc,516352,HS-grad,5,Divorced,Machine-op-inspct,Not-in-family,White,Male,84418,2714,67,Thailand,>50K
27,Private,727464,Assoc-acdm,10,Separated,Armed-Forces,Other-relative,White,Female,93827,994,96,Peru,>50K
81,State-gov,285097,Preschool,7,Never-married,Protective-serv,Husband,White,Male,51214,640,88,Thailand,>50K
24,Federal-gov,1334136,Masters,8,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,12966,2118,90,Nicaragua,<=50K
43,Private,377871,Some-college,14,Married-civ-spouse,Other-service,Husband,White,Male,82584,2609,45,Portugal,>50K
35,Private,1422828,Some-college,6,Married-civ-spouse,Other-service,Husband,White,Male,55692,1893,59,Jamaica,<=50K
48,State-gov,1284273,5th-6th,12,Married-civ-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Male,20116,1614,52,United-States,>50K
78,Private,326895,Bachelors,8,Married-AF-spouse,Other-service,Other-relative,Other,Female,73227,4313,2,Peru,<=50K
74,Local-gov,1324793,Bachelors,1,Married-civ-spouse,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,78488,369,18,Laos,>50K
86,Private,1199379,Some-college,2,Separated,Sales,Husband,White,Female,27656,3236,81,Dominican-Republic,>50K
60,Federal-gov,654263,5th-6th,3,Divorced,Other-service,Own-child,White,Male,63026,1425,80,Germany,<=50K
78,Without-pay,284967,HS-grad,14,Married-spouse-absent,Armed-Forces,Not-in-family,White,Female,44130,674,6,Poland,>50K
27,Self-emp-not-inc,144214,10th,15,Never-married,Tech-support,Wife,Other,Male,74914,3360,9,Scotland,>50K
67,Self-emp-not-inc,67602,Prof-school,2,Divorced,Tech-support,Own-child,White,Female,95429,3540,24,El-Salvador,>50K
24,Federal-gov,1443067,5th-6th,6,Never-married,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Female,31155,2641,58,Italy,<=50K
71,State-gov,1300803,9th,14,Separated,Armed-Forces,Wife,White,Female,87172,24,82,Trinadad&Tobago,>50K
39,Self-emp-not-inc,1223900,Assoc-acdm,2,Married-civ-spouse,Sales,Wife,Amer-Indian-Eskimo,Male,38529,3444,94,Japan,<=50K
27,Local-gov,1407057,7th-8th,11,Never-married,Other-service,Husband,Black,Female,31575,3015,88,Puerto-Rico,>50K
76,Self-emp-not-inc,1312446,12th,14,Divorced,Armed-Forces,Wife,White,Female,92968,187,31,Outlying-US(Guam-USVI-etc),<=50K
21,Private,101720,Some-college,12,Married-AF-spouse,Exec-managerial,Unmarried,Black,Female,24434,1088,94,Peru,>50K
50,Self-emp-not-inc,1362250,Assoc-acdm,8,Married-civ-spouse,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Male,53256,1597,65,Scotland,<=50K
62,Federal-gov,326223,9th,5,Married-AF-spouse,Exec-managerial,Own-child,Black,Male,93425,877,57,Puerto-Rico,<=50K
67,Private,949115,Doctorate,2,Married-civ-spouse,Handlers-cleaners,Wife,Black,Male,53556,4309,20,Japan,>50K
25,Private,689429,11th,10,Widowed,Sales,Own-child,Other,Male,88049,4135,33,Ecuador,>50K
89,Self-emp-inc,888148,Doctorate,3,Married-AF-spouse,Exec-managerial,Own-child,Black,Male,4832,2841,3,Mexico,>50K
29,Private,1484778,Masters,5,Married-civ-spouse,Prof-specialty,Husband,Black,Male,52513,3490,43,Scotland,<=50K
42,Self-emp-not-inc,968815,Bachelors,2,Married-AF-spouse,Protective-serv,Other-relative,Other,Male,65688,2955,64,Outlying-US(Guam-USVI-etc),<=50K
22,Local-gov,917712,Preschool,6,Divorced,Other-service,Own-child,White,Male,89421,2063,58,Haiti,>50K
30,Local-gov,531259,5th-6th,3,Married-civ-spouse,Other-service,Wife,White,Female,96046,3919,60,Ecuador,>50K
71,Without-pay,1475281,Doctorate,13,Widowed,Other-service,Husband,Black,Female,2683,3447,57,Haiti,>50K
47,Federal-gov,395218,5th-6th,15,Widowed,Handlers-cleaners,Own-child,Other,Male,67092,1394,25,Taiwan,<=50K
56,Without-pay,617410,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,20995,3708,62,United-States,>50K
