age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
21,Self-emp-inc,380763,HS-grad,15,Divorced,Craft-repair,Own-child,White,Male,25088,1377,59,Nicaragua,>50K
26,Private,342046,Bachelors,14,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,22847,1151,52,El-Salvador,<=50K
89,Self-emp-not-inc,1422980,5th-6th,4,Married-spouse-absent,Armed-Forces,Not-in-family,Other,Female,96837,4241,98,United-States,>50K
33,Private,277935,Some-college,15,Never-married,Machine-op-inspct,Wife,White,Male,25805,361,5,Portugal,>50K
48,Self-emp-inc,677527,Bachelors,14,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,30295,1108,38,Haiti,>50K
66,Private,806925,Some-college,12,Never-married,Craft-repair,Unmarried,White,Male,49900,1709,79,Guatemala,>50K
37,Private,384661,Bachelors,9,Never-married,Exec-managerial,Not-in-family,White,Male,21435,1369,45,Outlying-US(Guam-USVI-etc),<=50K
37,State-gov,431505,Masters,8,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,24545,1171,27,Outlying-US(Guam-USVI-etc),<=50K
42,Private,303527,HS-grad,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,30104,971,24,Ireland,<=50K
43,Private,374876,Bachelors,11,Married-civ-spouse,Machine-op-inspct,Not-in-family,Black,Male,29946,1318,37,Vietnam,<=50K
88,Local-gov,1475986,7th-8th,7,Married-spouse-absent,Sales,Not-in-family,Other,Female,98552,4276,98,United-States,>50K
67,Private,999473,Some-college,10,Never-married,Transport-moving,Husband,Asian-Pac-Islander,Female,59000,2662,96,United-States,<=50K
79,Private,1249647,Bachelors,3,Widowed,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Female,84752,2742,92,El-Salvador,>50K
34,Private,333557,HS-grad,8,Married-civ-spouse,Exec-managerial,Wife,White,Male,22611,651,32,Iran,<=50K
87,State-gov,1444823,Doctorate,1,Married-spouse-absent,Armed-Forces,Not-in-family,Asian-Pac-Islander,Female,96497,4221,98,United-States,>50K
54,Federal-gov,609493,Some-college,14,Never-married,Tech-support,Husband,Black,Male,44443,1626,53,Mexico,<=50K
67,State-gov,1146275,Prof-school,10,Divorced,Prof-specialty,Not-in-family,Black,Female,79114,3151,94,India,<=50K
89,Federal-gov,1485087,10th,9,Separated,Transport-moving,Husband,Amer-Indian-Eskimo,Female,98801,4252,95,United-States,>50K
