age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
66,Private,991020,Assoc-acdm,3,Married-AF-spouse,Other-service,Husband,Amer-Indian-Eskimo,Female,27580,348,70,United-States,<=50K
79,Self-emp-not-inc,520271,Preschool,3,Married-AF-spouse,Protective-serv,Own-child,Other,Male,77990,1935,60,Taiwan,>50K
80,Private,1142654,Doctorate,5,Married-AF-spouse,Sales,Not-in-family,Asian-Pac-Islander,Male,12003,1893,41,Cuba,<=50K
19,Without-pay,808304,7th-8th,15,Separated,Handlers-cleaners,Not-in-family,White,Female,99136,3376,27,Ecuador,>50K
86,Private,284060,10th,12,Married-spouse-absent,Prof-specialty,Other-relative,White,Female,41438,1309,32,India,>50K
87,Private,1102871,Masters,1,Separated,Armed-Forces,Unmarried,Asian-Pac-Islander,Male,64107,1064,83,Mexico,<=50K
43,Private,695775,10th,5,Divorced,Priv-house-serv,Unmarried,White,Male,64701,3564,86,United-States,<=50K
27,Self-emp-inc,856344,Assoc-voc,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,20777,420,42,Hungary,>50K
23,Private,362633,5th-6th,14,Never-married,Transport-moving,Not-in-family,Other,Female,27087,3541,78,Poland,>50K
46,Private,1028998,10th,11,Married-civ-spouse,Other-service,Husband,White,Male,33322,393,21,Iran,<=50K
84,Private,1122756,Prof-school,11,Separated,Machine-op-inspct,Wife,White,Female,36160,365,48,United-States,<=50K
84,Private,460073,9th,4,Separated,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,55954,1931,85,United-States,<=50K
64,State-gov,1461867,Assoc-voc,9,Married-civ-spouse,Craft-repair,Husband,Other,Male,97787,388,77,Japan,>50K
67,Private,716436,10th,6,Divorced,Other-service,Own-child,White,Male,14601,871,76,United-States,<=50K
53,Self-emp-not-inc,1201195,Some-college,14,Never-married,Tech-support,Wife,Other,Female,2033,2571,20,Jamaica,>50K
64,Private,1369870,HS-grad,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,27563,2722,25,Honduras,>50K
31,State-gov,1413120,HS-grad,13,Married-civ-spouse,Craft-repair,Husband,White,Male,76006,2771,16,Vietnam,>50K
73,Self-emp-inc,876904,Bachelors,13,Widowed,Adm-clerical,Not-in-family,White,Male,6783,250,37,United-States,>50K
81,Private,1170060,9th,8,Married-spouse-absent,Craft-repair,Husband,White,Male,99859,1975,38,England,>50K
55,State-gov,232882,Some-college,1,Never-married,Prof-specialty,Unmarried,Other,Male,8511,2695,41,Jamaica,<=50K
60,Self-emp-not-inc,332842,9th,4,Never-married,Transport-moving,Not-in-family,Black,Male,12821,807,38,Scotland,>50K
80,Private,1196567,Doctorate,4,Divorced,Other-service,Husband,White,Male,85838,4137,50,Outlying-US(Guam-USVI-etc),<=50K
62,State-gov,369895,HS-grad,14,Married-civ-spouse,Protective-serv,Husband,White,Male,99697,3792,1,Laos,>50K
27,Self-emp-not-inc,1156491,11th,4,Never-married,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,1743,796,89,France,<=50K
59,State-gov,109993,11th,5,Separated,Sales,Husband,White,Male,57610,536,37,Trinadad&Tobago,>50K
45,Without-pay,1133789,HS-grad,6,Never-married,Other-service,Own-child,White,Female,11907,3529,74,Mexico,<=50K
89,Private,568908,Assoc-acdm,1,Married-AF-spouse,Other-service,Unmarried,Other,Male,57070,1722,92,Italy,<=50K
42,Local-gov,1233882,1st-4th,9,Divorced,Prof-specialty,Not-in-family,White,Female,45789,1158,50,Mexico,<=50K
34,Self-emp-not-inc,1280745,Preschool,4,Divorced,Other-service,Unmarried,White,Male,13149,1342,85,Scotland,<=50K
23,Without-pay,740798,Some-college,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,76213,710,44,Columbia,>50K
30,Federal-gov,106663,Bachelors,1,Never-married,Transport-moving,Own-child,Other,Male,26013,2317,70,El-Salvador,>50K
39,Without-pay,815680,HS-grad,13,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,94006,2520,9,Columbia,>50K
87,Private,1064900,Preschool,1,Widowed,Craft-repair,Other-relative,Black,Female,81945,333,96,United-States,<=50K
87,Private,668975,5th-6th,2,Widowed,Sales,Wife,Other,Male,10319,2692,78,Philippines,<=50K
21,Self-emp-not-inc,634346,HS-grad,13,Never-married,Adm-clerical,Not-in-family,White,Female,41139,3351,30,Poland,>50K
52,Private,1099153,11th,4,Married-spouse-absent,Priv-house-serv,Husband,Amer-Indian-Eskimo,Female,12371,1122,18,Italy,<=50K
43,Local-gov,267706,Some-college,7,Never-married,Machine-op-inspct,Not-in-family,Other,Female,12466,3330,35,Trinadad&Tobago,<=50K
