age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
28,Local-gov,747548,Masters,5,Married-AF-spouse,Other-service,Own-child,Asian-Pac-Islander,Female,60818,1332,55,Canada,>50K
29,Local-gov,905784,Prof-school,9,Never-married,Transport-moving,Own-child,White,Female,60296,1207,67,Columbia,>50K
45,Local-gov,707250,Doctorate,9,Married-AF-spouse,Armed-Forces,Husband,Black,Female,62236,2197,74,Outlying-US(Guam-USVI-etc),>50K
38,Local-gov,515307,Assoc-voc,8,Married-AF-spouse,Transport-moving,Wife,Black,Female,48445,2763,66,Greece,>50K
32,Local-gov,622658,HS-grad,6,Married-AF-spouse,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,68259,2061,46,Scotland,>50K
35,Local-gov,589979,HS-grad,4,Married-AF-spouse,Other-service,Own-child,Asian-Pac-Islander,Female,69207,1944,54,Scotland,>50K
39,State-gov,1092541,Masters,5,Separated,Protective-serv,Wife,Asian-Pac-Islander,Female,50677,1762,67,Greece,>50K
39,Local-gov,798727,Masters,7,Married-AF-spouse,Priv-house-serv,Own-child,Black,Female,63983,1500,40,Canada,>50K
34,Local-gov,785788,HS-grad,7,Married-AF-spouse,Armed-Forces,Husband,Black,Female,66159,2690,65,Scotland,>50K
26,Local-gov,1156143,Masters,7,Married-AF-spouse,Transport-moving,Own-child,Asian-Pac-Islander,Female,72185,1979,52,Greece,>50K
25,Local-gov,696438,11th,9,Married-AF-spouse,Armed-Forces,Own-child,Asian-Pac-Islander,Female,75778,2314,53,Trinadad&Tobago,>50K
39,Local-gov,656732,11th,6,Married-AF-spouse,Priv-house-serv,Other-relative,Asian-Pac-Islander,Female,65651,2349,60,Vietnam,>50K
38,Private,1026393,Preschool,5,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,54276,1852,54,Canada,>50K
26,Private,665989,11th,9,Married-AF-spouse,Armed-Forces,Own-child,Asian-Pac-Islander,Female,43832,1783,78,Hong,>50K
41,Local-gov,516360,12th,10,Married-AF-spouse,Other-service,Own-child,Black,Female,64592,2761,58,Vietnam,>50K
53,Local-gov,670714,Preschool,7,Married-AF-spouse,Other-service,Wife,Asian-Pac-Islander,Male,60119,2176,51,Scotland,>50K
40,Self-emp-not-inc,557175,1st-4th,8,Widowed,Transport-moving,Own-child,Asian-Pac-Islander,Female,80732,3173,67,Outlying-US(Guam-USVI-etc),<=50K
40,Local-gov,833250,12th,7,Married-AF-spouse,Armed-Forces,Other-relative,White,Female,76561,1852,53,Greece,>50K
26,Local-gov,694058,Masters,7,Married-AF-spouse,Transport-moving,Husband,Black,Female,68416,2122,65,Scotland,>50K
37,Local-gov,926195,Masters,6,Married-AF-spouse,Other-service,Own-child,Asian-Pac-Islander,Female,66149,2156,59,Germany,>50K
36,Self-emp-inc,879497,Preschool,7,Married-AF-spouse,Sales,Not-in-family,Asian-Pac-Islander,Female,74918,1660,37,Ecuador,>50K
26,Local-gov,858803,Masters,7,Separated,Prof-specialty,Own-child,Black,Female,76370,2122,48,Cuba,>50K
32,Local-gov,898005,Assoc-voc,9,Married-AF-spouse,Protective-serv,Wife,Black,Female,66077,1490,52,Canada,>50K
39,Local-gov,583737,HS-grad,8,Married-AF-spouse,Other-service,Own-child,Asian-Pac-Islander,Female,77107,1738,60,Outlying-US(Guam-USVI-etc),>50K
36,Local-gov,601780,HS-grad,10,Divorced,Handlers-cleaners,Wife,Asian-Pac-Islander,Female,69437,2459,68,Outlying-US(Guam-USVI-etc),>50K
31,Local-gov,949001,HS-grad,5,Married-AF-spouse,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Female,73197,2373,68,Cuba,>50K
36,Local-gov,630935,7th-8th,10,Never-married,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,39219,1584,51,Canada,<=50K
33,Local-gov,728695,Masters,6,Married-AF-spouse,Armed-Forces,Own-child,White,Female,71774,2109,53,Greece,>50K
36,Local-gov,546059,Assoc-voc,7,Divorced,Armed-Forces,Own-child,Black,Male,70989,1518,44,Poland,>50K
44,Local-gov,605632,HS-grad,8,Married-AF-spouse,Handlers-cleaners,Own-child,Black,Female,47282,3042,66,Scotland,>50K
32,Local-gov,967429,11th,7,Married-AF-spouse,Other-service,Own-child,Black,Female,77658,2716,50,Cuba,>50K
36,Local-gov,822205,Assoc-acdm,6,Married-AF-spouse,Prof-specialty,Husband,Black,Female,59747,2259,79,Greece,>50K
28,Local-gov,760782,11th,6,Divorced,Other-service,Own-child,White,Female,77518,2501,59,Scotland,>50K
38,Self-emp-not-inc,703772,Masters,6,Separated,Transport-moving,Husband,Asian-Pac-Islander,Female,66582,2394,41,Outlying-US(Guam-USVI-etc),>50K
45,Local-gov,741454,HS-grad,5,Married-AF-spouse,Other-service,Other-relative,Asian-Pac-Islander,Female,54773,2678,35,Scotland,>50K
30,Local-gov,932002,Preschool,7,Married-AF-spouse,Other-service,Own-child,Asian-Pac-Islander,Female,57741,1970,47,Scotland,>50K
49,Local-gov,791783,HS-grad,8,Divorced,Protective-serv,Other-relative,Asian-Pac-Islander,Female,68792,1465,71,Scotland,>50K
39,Private,897886,HS-grad,5,Married-AF-spouse,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,59106,2922,54,Outlying-US(Guam-USVI-etc),<=50K
35,Local-gov,518472,HS-grad,8,Married-AF-spouse,Priv-house-serv,Wife,White,Male,80227,954,49,Poland,>50K
39,Local-gov,746454,Masters,8,Separated,Prof-specialty,Own-child,Asian-Pac-Islander,Female,67529,1760,54,Greece,>50K
26,Local-gov,957005,Assoc-voc,6,Separated,Transport-moving,Own-child,Asian-Pac-Islander,Female,61366,1807,65,Greece,>50K
29,Local-gov,747809,11th,7,Married-AF-spouse,Priv-house-serv,Own-child,Asian-Pac-Islander,Female,67639,1819,50,Greece,>50K
41,Local-gov,644010,HS-grad,8,Married-AF-spouse,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,57353,2794,54,Columbia,>50K
33,Without-pay,1179922,Preschool,5,Married-AF-spouse,Prof-specialty,Own-child,Asian-Pac-Islander,Female,77993,1765,51,Greece,>50K
38,Without-pay,428555,Assoc-voc,8,Separated,Prof-specialty,Wife,Asian-Pac-Islander,Female,66823,2865,29,Vietnam,>50K
37,Local-gov,707758,Assoc-acdm,6,Married-AF-spouse,Prof-specialty,Own-child,Asian-Pac-Islander,Female,70443,2151,63,Outlying-US(Guam-USVI-etc),>50K
25,Private,1056511,Preschool,5,Separated,Prof-specialty,Own-child,Asian-Pac-Islander,Female,60892,1484,56,Scotland,>50K
