age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
58,State-gov,144533,HS-grad,12,Married-civ-spouse,Adm-clerical,Husband,Other,Female,5968,2562,53,South,<=50K
59,Private,1038426,Assoc-acdm,6,Never-married,Handlers-cleaners,Husband,Asian-Pac-Islander,Female,23882,2379,43,Dominican-Republic,<=50K
84,Self-emp-inc,164557,Assoc-voc,15,Separated,Handlers-cleaners,Husband,Asian-Pac-Islander,Female,86192,2664,91,Puerto-Rico,>50K
35,State-gov,697405,Bachelors,11,Married-civ-spouse,Craft-repair,Unmarried,White,Female,93810,3750,60,Puerto-Rico,>50K
35,Local-gov,636243,12th,2,Separated,Adm-clerical,Other-relative,Other,Female,16864,3346,81,Hungary,>50K
62,Self-emp-not-inc,298902,Bachelors,5,Married-civ-spouse,Sales,Not-in-family,White,Male,67233,2911,90,India,>50K
44,Without-pay,208949,Bachelors,11,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,71549,1594,30,Haiti,<=50K
60,State-gov,579599,Masters,14,Married-civ-spouse,Prof-specialty,Own-child,White,Female,37341,345,8,Guatemala,>50K
73,Private,75456,HS-grad,10,Divorced,Transport-moving,Husband,White,Female,64131,1466,10,Ireland,<=50K
47,State-gov,1461190,11th,7,Married-spouse-absent,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Female,99932,555,20,United-States,>50K
76,Federal-gov,693602,12th,15,Married-AF-spouse,Armed-Forces,Not-in-family,Other,Female,39844,1526,92,China,>50K
37,Local-gov,1236234,10th,15,Married-spouse-absent,Other-service,Husband,Other,Female,90988,490,27,England,<=50K
49,State-gov,687894,1st-4th,15,Married-spouse-absent,Other-service,Husband,Black,Female,22227,572,84,England,<=50K
83,Private,778838,HS-grad,14,Married-civ-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Female,74478,1675,53,Philippines,<=50K
32,Self-emp-inc,118381,HS-grad,14,Married-civ-spouse,Farming-fishing,Own-child,White,Female,33538,680,42,Germany,>50K
24,Private,704567,Bachelors,13,Married-civ-spouse,Prof-specialty,Own-child,Asian-Pac-Islander,Female,84997,429,45,Vietnam,<=50K
82,Private,1020253,HS-grad,15,Never-married,Craft-repair,Wife,White,Male,99798,4166,83,Canada,>50K
69,Self-emp-not-inc,1245488,Masters,2,Divorced,Handlers-cleaners,Husband,Black,Female,94130,3151,95,Vietnam,<=50K
18,State-gov,763381,Some-college,6,Widowed,Adm-clerical,Not-in-family,White,Male,3541,2582,77,Guatemala,>50K
22,Local-gov,387448,5th-6th,15,Divorced,Priv-house-serv,Husband,Black,Male,91375,531,3,Cuba,<=50K
65,Without-pay,1125370,Assoc-voc,2,Divorced,Tech-support,Husband,White,Female,66750,557,18,Haiti,<=50K
57,Local-gov,244707,5th-6th,14,Married-spouse-absent,Exec-managerial,Other-relative,White,Female,90237,3059,67,Yugoslavia,<=50K
52,Self-emp-inc,1461071,9th,11,Married-AF-spouse,Other-service,Husband,Asian-Pac-Islander,Female,99126,4299,37,United-States,>50K
18,State-gov,1344013,Assoc-acdm,12,Never-married,Machine-op-inspct,Own-child,White,Female,8548,3399,35,Germany,<=50K
68,Private,1127261,HS-grad,9,Divorced,Adm-clerical,Husband,Asian-Pac-Islander,Male,59917,1148,94,Italy,<=50K
23,State-gov,468428,Some-college,5,Married-spouse-absent,Transport-moving,Not-in-family,Black,Male,62481,971,7,Iran,>50K
76,Local-gov,1452014,10th,15,Divorced,Priv-house-serv,Husband,Black,Male,99897,1813,2,England,>50K
35,Private,900194,Bachelors,11,Divorced,Transport-moving,Husband,Black,Female,37592,197,44,South,<=50K
86,Without-pay,1424471,Preschool,11,Married-AF-spouse,Tech-support,Husband,Other,Female,84281,2226,67,United-States,<=50K
53,Without-pay,661846,10th,6,Widowed,Adm-clerical,Not-in-family,Black,Male,98742,1011,3,United-States,>50K
56,Self-emp-not-inc,25036,Some-college,1,Never-married,Craft-repair,Other-relative,White,Female,58665,1948,46,Puerto-Rico,>50K
79,State-gov,373155,Preschool,13,Married-spouse-absent,Craft-repair,Unmarried,White,Male,29816,2592,4,United-States,>50K
26,Private,395200,HS-grad,14,Married-civ-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,26297,324,76,Laos,<=50K
44,Without-pay,1477817,Prof-school,3,Married-AF-spouse,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,93287,3213,95,United-States,<=50K
54,Private,342334,10th,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,10818,930,9,Vietnam,<=50K
40,Self-emp-not-inc,1430850,HS-grad,9,Divorced,Farming-fishing,Own-child,Asian-Pac-Islander,Female,42522,606,47,India,<=50K
36,Private,89368,Assoc-acdm,5,Never-married,Prof-specialty,Husband,Asian-Pac-Islander,Female,10064,1509,68,Ireland,<=50K
63,Local-gov,1329610,7th-8th,11,Married-spouse-absent,Adm-clerical,Husband,Black,Male,50942,2765,81,Portugal,<=50K
80,Private,765568,HS-grad,9,Married-civ-spouse,Protective-serv,Wife,White,Male,90850,3904,57,Laos,<=50K
32,Without-pay,1110576,Prof-school,13,Divorced,Transport-moving,Not-in-family,Black,Male,91081,322,23,El-Salvador,<=50K
84,Self-emp-inc,758620,Assoc-voc,15,Divorced,Tech-support,Husband,Black,Female,11777,664,96,England,<=50K
73,Self-emp-inc,35055,HS-grad,12,Married-AF-spouse,Transport-moving,Wife,White,Female,16706,3073,26,France,>50K
78,Private,202398,12th,8,Never-married,Handlers-cleaners,Not-in-family,White,Male,65570,4171,50,Honduras,>50K
88,Without-pay,219015,HS-grad,3,Married-civ-spouse,Transport-moving,Not-in-family,White,Female,27726,4130,77,Peru,<=50K
75,Local-gov,802956,Bachelors,2,Married-civ-spouse,Craft-repair,Other-relative,White,Male,8331,3765,94,Haiti,>50K
81,State-gov,782482,Bachelors,12,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,70159,3250,70,Taiwan,<=50K
35,Self-emp-inc,1470673,11th,2,Separated,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Female,16925,458,58,United-States,>50K
85,Private,1286730,Some-college,8,Married-civ-spouse,Protective-serv,Wife,White,Male,73893,4030,64,Jamaica,<=50K
77,Self-emp-not-inc,805534,11th,10,Never-married,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Male,23267,1006,44,Haiti,>50K
63,Self-emp-not-inc,1374995,10th,4,Divorced,Farming-fishing,Husband,Asian-Pac-Islander,Male,14620,1598,1,United-States,>50K
72,Private,1376400,HS-grad,8,Married-civ-spouse,Transport-moving,Wife,Amer-Indian-Eskimo,Male,77143,3441,79,Philippines,<=50K
42,Federal-gov,983767,Assoc-voc,7,Married-spouse-absent,Other-service,Husband,Other,Male,48307,3609,44,China,<=50K
36,Without-pay,221028,Assoc-acdm,4,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,41746,2950,58,India,>50K
59,Private,1420453,Prof-school,12,Married-AF-spouse,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,99576,3484,25,El-Salvador,>50K
34,Self-emp-not-inc,117437,9th,12,Never-married,Craft-repair,Wife,White,Male,92403,4079,78,Thailand,>50K
25,Without-pay,1073741,Bachelors,8,Married-civ-spouse,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,95795,570,57,Philippines,>50K
58,Without-pay,1160773,Assoc-voc,12,Married-AF-spouse,Armed-Forces,Wife,Other,Female,93713,3006,1,Nicaragua,>50K
80,Federal-gov,1159538,11th,12,Married-AF-spouse,Other-service,Husband,Asian-Pac-Islander,Female,43051,2011,48,United-States,>50K
18,State-gov,1364368,11th,7,Married-spouse-absent,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,5005,3475,45,United-States,>50K
18,Self-emp-inc,292556,Some-college,3,Never-married,Craft-repair,Own-child,White,Male,16949,3822,21,Scotland,<=50K
23,Private,1008645,Bachelors,12,Married-civ-spouse,Protective-serv,Own-child,Asian-Pac-Islander,Female,26343,320,92,Vietnam,<=50K
77,Self-emp-not-inc,976154,Bachelors,13,Married-spouse-absent,Prof-specialty,Husband,Black,Male,87040,2478,6,Cambodia,>50K
19,Private,369987,Assoc-acdm,6,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,13400,1751,88,Laos,<=50K
42,Private,621432,9th,12,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Female,53663,757,94,Ireland,<=50K
49,Self-emp-inc,1454816,Masters,14,Divorced,Handlers-cleaners,Husband,Other,Male,90863,3755,72,China,>50K
32,Private,375748,Bachelors,7,Married-civ-spouse,Sales,Husband,White,Female,41375,1042,62,Iran,<=50K
88,Federal-gov,314146,Some-college,1,Never-married,Craft-repair,Unmarried,White,Male,93042,4353,88,Canada,>50K
67,Federal-gov,580882,Bachelors,11,Married-civ-spouse,Sales,Not-in-family,White,Male,35100,3722,47,Japan,<=50K
23,Private,92248,HS-grad,13,Married-civ-spouse,Craft-repair,Unmarried,Asian-Pac-Islander,Female,13645,429,46,Greece,>50K
28,State-gov,246427,Masters,6,Widowed,Exec-managerial,Other-relative,White,Male,5677,4227,19,Hungary,>50K
84,Federal-gov,168110,10th,7,Married-civ-spouse,Tech-support,Not-in-family,White,Female,63909,3183,29,Philippines,<=50K
54,Private,970839,Some-college,13,Married-spouse-absent,Craft-repair,Unmarried,White,Male,22344,729,26,Guatemala,<=50K
45,Local-gov,1352316,Some-college,1,Never-married,Prof-specialty,Unmarried,White,Male,17928,3248,18,Japan,>50K
23,Without-pay,545891,HS-grad,8,Married-civ-spouse,Prof-specialty,Own-child,White,Female,29633,2057,81,Japan,<=50K
51,Private,266162,HS-grad,12,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,80444,614,97,Taiwan,<=50K
50,Federal-gov,1400485,1st-4th,2,Widowed,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,41083,1520,14,United-States,>50K
45,Private,197281,Some-college,7,Married-spouse-absent,Craft-repair,Other-relative,White,Male,91764,4316,94,Italy,<=50K
72,Local-gov,639313,Assoc-voc,1,Married-spouse-absent,Tech-support,Not-in-family,White,Female,52477,4146,65,Hungary,>50K
86,Self-emp-inc,1401375,Masters,15,Divorced,Adm-clerical,Husband,Black,Female,99401,100,1,Columbia,<=50K
67,Local-gov,192822,Assoc-acdm,6,Never-married,Sales,Unmarried,White,Female,49065,1762,17,Ireland,<=50K
84,Local-gov,1050248,1st-4th,10,Married-spouse-absent,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,55514,2214,6,England,>50K
88,Local-gov,843939,Some-college,5,Separated,Sales,Husband,Asian-Pac-Islander,Male,95945,1749,90,Japan,>50K
60,Without-pay,1442629,Masters,3,Separated,Adm-clerical,Husband,Black,Male,67767,3524,59,Vietnam,<=50K
17,State-gov,241385,Some-college,2,Never-married,Sales,Unmarried,White,Female,45196,4338,60,Thailand,>50K
