age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
63,Local-gov,1357179,Some-college,8,Never-married,Farming-fishing,Husband,Black,Female,8459,1951,64,Cuba,>50K
33,Self-emp-not-inc,288902,Some-college,3,Never-married,Prof-specialty,Husband,Asian-Pac-Islander,Male,97585,2852,9,France,<=50K
70,Self-emp-not-inc,768169,Preschool,14,Married-civ-spouse,Sales,Not-in-family,Black,Male,38519,2508,61,Puerto-Rico,>50K
43,Self-emp-not-inc,633557,12th,2,Separated,Armed-Forces,Wife,White,Female,78822,2528,49,Trinadad&Tobago,>50K
86,Local-gov,1141614,5th-6th,15,Separated,Transport-moving,Husband,Other,Female,1374,4196,9,United-States,>50K
83,Without-pay,1030011,Assoc-voc,5,Separated,Protective-serv,Not-in-family,White,Male,50921,478,36,Cambodia,>50K
21,Private,186483,10th,3,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,89002,3188,57,Mexico,<=50K
33,Private,290110,Some-college,1,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,41090,1169,70,Columbia,<=50K
28,Private,705842,HS-grad,8,Married-AF-spouse,Farming-fishing,Not-in-family,White,Male,53848,1878,71,France,<=50K
84,Without-pay,510301,Prof-school,9,Separated,Priv-house-serv,Not-in-family,White,Male,98121,3875,94,Puerto-Rico,>50K
71,Private,584483,7th-8th,1,Married-civ-spouse,Protective-serv,Unmarried,Other,Male,48876,3764,12,England,>50K
77,State-gov,665179,HS-grad,13,Never-married,Armed-Forces,Not-in-family,White,Female,53194,3466,93,Puerto-Rico,>50K
83,Self-emp-not-inc,1244469,Assoc-voc,15,Never-married,Craft-repair,Husband,Other,Female,82295,4011,33,Nicaragua,>50K
76,Without-pay,1091029,Preschool,9,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,12103,1557,3,United-States,>50K
25,Private,464750,Bachelors,8,Never-married,Prof-specialty,Other-relative,White,Female,74554,1745,19,Jamaica,<=50K
31,State-gov,1412982,5th-6th,10,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Female,56043,695,79,Honduras,<=50K
32,Private,1312291,Doctorate,3,Married-civ-spouse,Craft-repair,Wife,White,Male,90461,745,95,Columbia,<=50K
39,Private,1107913,HS-grad,7,Never-married,Prof-specialty,Husband,Other,Male,3245,3697,93,Ecuador,<=50K
55,Private,963168,Bachelors,14,Never-married,Adm-clerical,Husband,White,Female,96204,2852,63,Nicaragua,<=50K
36,Private,431836,Assoc-acdm,11,Married-civ-spouse,Transport-moving,Wife,White,Male,75129,737,65,Dominican-Republic,<=50K
29,Self-emp-inc,1206589,Bachelors,11,Married-AF-spouse,Other-service,Husband,Asian-Pac-Islander,Female,65944,1449,40,India,>50K
50,Private,800370,Preschool,3,Married-AF-spouse,Prof-specialty,Husband,Other,Female,57084,3903,95,Portugal,<=50K
51,Self-emp-not-inc,1133658,Preschool,13,Widowed,Exec-managerial,Other-relative,Asian-Pac-Islander,Male,79445,1206,78,Scotland,<=50K
63,State-gov,154398,1st-4th,14,Separated,Other-service,Own-child,White,Female,97244,792,71,Columbia,>50K
25,Self-emp-not-inc,443947,HS-grad,1,Never-married,Craft-repair,Not-in-family,White,Male,86642,3916,77,Greece,<=50K
74,Self-emp-not-inc,89675,1st-4th,13,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,54912,2498,82,England,<=50K
60,Self-emp-inc,44939,1st-4th,2,Divorced,Sales,Not-in-family,White,Female,11047,2867,45,Scotland,>50K
87,Without-pay,395682,Assoc-voc,11,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Female,3580,3979,4,Cuba,>50K
31,Local-gov,598968,Some-college,13,Married-civ-spouse,Priv-house-serv,Husband,White,Male,55819,951,70,Thailand,<=50K
84,Local-gov,1188008,Bachelors,15,Widowed,Sales,Husband,Other,Female,1883,4031,24,United-States,>50K
39,Private,84960,Some-college,8,Married-civ-spouse,Other-service,Own-child,Asian-Pac-Islander,Male,79180,4088,39,United-States,<=50K
64,Private,433421,1st-4th,11,Married-civ-spouse,Craft-repair,Unmarried,Asian-Pac-Islander,Female,51199,488,5,Scotland,<=50K
64,Self-emp-not-inc,635781,7th-8th,13,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,65237,945,97,Honduras,>50K
77,State-gov,441467,11th,14,Never-married,Craft-repair,Wife,White,Female,91924,1065,87,Greece,>50K
89,State-gov,1486886,Prof-school,11,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Female,58771,2078,96,France,>50K
21,Private,777388,Some-college,11,Divorced,Protective-serv,Wife,White,Male,95531,559,17,England,<=50K
44,Private,901084,HS-grad,8,Married-civ-spouse,Prof-specialty,Husband,Black,Female,29985,4253,84,United-States,<=50K
31,Without-pay,200158,HS-grad,13,Never-married,Prof-specialty,Husband,Asian-Pac-Islander,Female,41384,4256,71,United-States,<=50K
