age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
25,Private,1087374,Masters,6,Married-spouse-absent,Transport-moving,Husband,White,Male,12034,57,24,Outlying-US(Guam-USVI-etc),<=50K
39,Private,678994,Doctorate,1,Never-married,Priv-house-serv,Wife,White,Male,18206,947,10,Japan,>50K
40,Self-emp-inc,1472027,Assoc-acdm,7,Never-married,Sales,Own-child,White,Male,75018,3971,43,Mexico,>50K
68,Private,316274,12th,14,Divorced,Transport-moving,Wife,White,Male,3554,729,34,Ecuador,<=50K
43,Private,1351309,Bachelors,8,Married-civ-spouse,Transport-moving,Wife,White,Female,36960,3044,23,Jamaica,>50K
62,Private,961561,10th,3,Separated,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,97982,4157,51,South,>50K
32,Local-gov,968065,Masters,10,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,42659,1454,17,Haiti,<=50K
41,State-gov,802685,Prof-school,14,Widowed,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,25588,1569,14,Philippines,<=50K
44,State-gov,82680,HS-grad,2,Separated,Exec-managerial,Husband,White,Female,10917,950,79,India,<=50K
34,State-gov,1406567,1st-4th,1,Never-married,Other-service,Husband,Asian-Pac-Islander,Female,99588,4246,37,Iran,>50K
88,Private,1462859,5th-6th,2,Widowed,Transport-moving,Husband,White,Female,96971,3657,70,Iran,>50K
37,Self-emp-not-inc,1247200,HS-grad,10,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,33140,1426,70,Puerto-Rico,<=50K
68,Self-emp-not-inc,178127,7th-8th,5,Never-married,Other-service,Wife,White,Male,27471,2125,42,Laos,<=50K
82,Private,1138059,Prof-school,15,Divorced,Sales,Unmarried,Amer-Indian-Eskimo,Female,98685,2105,27,Greece,>50K
21,Private,506556,1st-4th,11,Married-civ-spouse,Other-service,Own-child,White,Male,33194,2294,42,Canada,<=50K
29,Private,209613,Assoc-voc,11,Separated,Transport-moving,Own-child,White,Male,9720,2921,30,Outlying-US(Guam-USVI-etc),<=50K
73,Private,1256995,Some-college,15,Married-spouse-absent,Prof-specialty,Not-in-family,Black,Male,43998,223,56,China,<=50K
84,Without-pay,467177,Some-college,6,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,96209,2535,97,United-States,>50K
19,Private,1168275,Assoc-acdm,2,Married-civ-spouse,Protective-serv,Unmarried,White,Female,78858,2786,30,Poland,<=50K
51,Federal-gov,1390589,Assoc-voc,10,Married-civ-spouse,Priv-house-serv,Own-child,White,Male,43022,3551,27,Taiwan,<=50K
68,Federal-gov,1295827,Assoc-voc,7,Married-civ-spouse,Armed-Forces,Not-in-family,Black,Male,86061,1701,54,Taiwan,<=50K
17,State-gov,795841,Assoc-voc,6,Married-civ-spouse,Other-service,Not-in-family,White,Male,35971,2500,88,Yugoslavia,<=50K
84,Without-pay,827957,12th,2,Never-married,Tech-support,Unmarried,White,Female,67039,3917,35,Peru,<=50K
30,Private,886211,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,19775,689,57,Peru,<=50K
43,Private,1483577,5th-6th,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,35549,4088,31,Cambodia,>50K
72,Federal-gov,513310,Bachelors,11,Married-civ-spouse,Sales,Own-child,Black,Female,86586,1894,84,Yugoslavia,>50K
77,Local-gov,1408456,HS-grad,7,Married-civ-spouse,Sales,Husband,Black,Female,98401,4056,86,El-Salvador,>50K
22,Without-pay,1293451,Assoc-voc,14,Married-civ-spouse,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,98902,4353,58,Cambodia,>50K
35,Private,79612,1st-4th,13,Married-AF-spouse,Exec-managerial,Not-in-family,Black,Female,82291,3355,52,United-States,>50K
81,Local-gov,587414,Masters,2,Married-civ-spouse,Sales,Wife,Black,Male,94501,4310,30,Ireland,>50K
71,Self-emp-not-inc,1314697,11th,1,Married-civ-spouse,Machine-op-inspct,Not-in-family,Other,Female,73702,4324,98,Mexico,>50K
66,Self-emp-not-inc,1461575,HS-grad,11,Never-married,Transport-moving,Unmarried,White,Male,15408,668,39,China,<=50K
36,Private,954463,1st-4th,13,Married-AF-spouse,Prof-specialty,Wife,White,Male,63698,1868,6,France,>50K
49,Without-pay,666875,HS-grad,15,Never-married,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,34288,3899,4,Cuba,>50K
38,Private,813706,HS-grad,15,Married-spouse-absent,Farming-fishing,Not-in-family,Black,Male,47918,1272,28,Cuba,>50K
44,Self-emp-inc,1473428,9th,4,Married-civ-spouse,Other-service,Husband,White,Female,38328,1519,37,Puerto-Rico,>50K
19,Self-emp-inc,747351,1st-4th,8,Widowed,Other-service,Husband,White,Male,16662,1468,6,Poland,<=50K
27,Local-gov,641397,Preschool,3,Never-married,Craft-repair,Not-in-family,White,Male,87856,3653,46,Iran,<=50K
88,Private,1000016,1st-4th,7,Divorced,Adm-clerical,Other-relative,Other,Female,99389,3722,81,United-States,>50K
45,Self-emp-inc,1178092,Preschool,13,Widowed,Sales,Own-child,White,Male,64159,3814,75,China,<=50K
45,Self-emp-inc,1063540,Prof-school,5,Married-civ-spouse,Armed-Forces,Not-in-family,Other,Female,62789,3001,64,Iran,>50K
60,Private,406882,Bachelors,7,Married-AF-spouse,Priv-house-serv,Not-in-family,Black,Female,34713,431,28,Greece,<=50K
41,Private,214317,Bachelors,2,Married-civ-spouse,Tech-support,Not-in-family,Other,Female,30360,2260,93,Mexico,>50K
27,Private,815713,11th,13,Widowed,Craft-repair,Husband,Black,Female,30357,1157,23,Yugoslavia,<=50K
68,Private,903316,Assoc-voc,8,Divorced,Craft-repair,Own-child,White,Male,71880,1610,15,China,<=50K
50,Private,281403,HS-grad,14,Married-spouse-absent,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,47826,24,34,Haiti,<=50K
33,Local-gov,1255754,HS-grad,2,Never-married,Tech-support,Husband,White,Male,87123,2774,12,China,>50K
45,Private,1165168,HS-grad,15,Married-AF-spouse,Farming-fishing,Other-relative,Asian-Pac-Islander,Female,92416,3949,92,United-States,>50K
20,Private,340152,HS-grad,10,Married-AF-spouse,Other-service,Husband,White,Female,61962,1430,39,Cuba,>50K
23,Self-emp-not-inc,458056,HS-grad,6,Divorced,Exec-managerial,Not-in-family,White,Female,42929,630,92,Puerto-Rico,<=50K
65,Private,265916,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,22242,632,58,Peru,<=50K
68,Private,294678,7th-8th,3,Never-married,Other-service,Husband,Black,Male,44009,2240,10,Cambodia,<=50K
58,Federal-gov,933116,12th,3,Divorced,Protective-serv,Other-relative,Black,Female,96845,3313,88,Japan,>50K
79,Self-emp-not-inc,1351633,Bachelors,14,Married-civ-spouse,Adm-clerical,Unmarried,Black,Male,29667,715,93,Nicaragua,<=50K
89,Private,1386098,Some-college,5,Married-AF-spouse,Sales,Unmarried,Other,Male,78530,4338,21,Hungary,>50K
53,Private,699706,Preschool,3,Separated,Machine-op-inspct,Unmarried,White,Male,83392,1090,23,Canada,<=50K
50,Self-emp-not-inc,96880,7th-8th,6,Never-married,Craft-repair,Husband,Amer-Indian-Eskimo,Male,12981,4207,59,England,<=50K
69,Private,1483995,5th-6th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,97823,3210,59,South,>50K
74,State-gov,1488607,Assoc-voc,11,Married-civ-spouse,Sales,Not-in-family,Amer-Indian-Eskimo,Female,99214,4309,93,Yugoslavia,>50K
39,Private,165143,HS-grad,3,Married-spouse-absent,Sales,Husband,Black,Female,95323,1757,50,United-States,>50K
29,Private,770094,11th,5,Never-married,Other-service,Not-in-family,White,Male,65391,2815,75,Jamaica,<=50K
21,Self-emp-not-inc,181847,HS-grad,5,Married-AF-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,71933,2225,88,United-States,>50K
33,Local-gov,1233183,12th,12,Separated,Tech-support,Other-relative,White,Female,88907,4075,24,Haiti,>50K
34,Local-gov,1089122,12th,1,Widowed,Exec-managerial,Not-in-family,White,Male,67026,1823,68,Japan,<=50K
21,Self-emp-not-inc,1232537,Assoc-acdm,10,Married-civ-spouse,Craft-repair,Own-child,White,Male,74799,2801,41,Puerto-Rico,<=50K
71,Private,804171,HS-grad,6,Widowed,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,93432,4196,30,El-Salvador,>50K
68,Private,317525,Assoc-acdm,14,Married-civ-spouse,Priv-house-serv,Unmarried,White,Male,5052,2102,30,Dominican-Republic,<=50K
40,Self-emp-not-inc,1203532,5th-6th,4,Never-married,Craft-repair,Unmarried,White,Female,71191,1412,50,Poland,<=50K
36,Private,1215402,11th,6,Married-civ-spouse,Other-service,Wife,White,Female,33184,2702,43,China,>50K
85,Private,884618,Bachelors,15,Married-AF-spouse,Adm-clerical,Wife,Black,Male,19899,481,25,Taiwan,<=50K
24,Self-emp-not-inc,302346,HS-grad,5,Divorced,Adm-clerical,Own-child,White,Female,28695,117,94,Hong,<=50K
29,Private,875396,HS-grad,10,Married-spouse-absent,Sales,Husband,Black,Female,78396,3961,75,United-States,>50K
75,Private,1453556,HS-grad,14,Divorced,Farming-fishing,Husband,Other,Female,75622,286,7,El-Salvador,>50K
78,State-gov,184391,10th,8,Married-spouse-absent,Exec-managerial,Husband,Black,Male,69017,3118,66,Guatemala,>50K
87,Private,1042224,Bachelors,5,Married-civ-spouse,Adm-clerical,Wife,White,Female,22518,2479,44,El-Salvador,<=50K
86,State-gov,980605,Masters,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,35997,727,88,Thailand,<=50K
71,Self-emp-not-inc,1425075,1st-4th,13,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Female,69872,2197,93,Iran,>50K
44,Private,1427828,10th,8,Separated,Transport-moving,Not-in-family,White,Male,43293,1471,51,Thailand,>50K
28,Federal-gov,110985,Some-college,1,Widowed,Craft-repair,Husband,Black,Female,43810,645,82,United-States,<=50K
80,Local-gov,1377320,Bachelors,6,Married-civ-spouse,Exec-managerial,Own-child,White,Female,19795,3431,91,Puerto-Rico,<=50K
86,Private,1321190,1st-4th,4,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Female,81121,768,13,Dominican-Republic,<=50K
67,Federal-gov,1260920,Bachelors,7,Married-civ-spouse,Sales,Not-in-family,Black,Female,83216,3792,57,United-States,>50K
