age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
77,Private,593035,Preschool,1,Widowed,Priv-house-serv,Wife,Amer-Indian-Eskimo,Male,12854,322,92,Poland,<=50K
17,Self-emp-not-inc,157257,HS-grad,15,Divorced,Farming-fishing,Not-in-family,White,Male,34425,3814,1,Canada,<=50K
30,Local-gov,563407,HS-grad,7,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,54260,683,34,Cuba,>50K
71,Local-gov,436164,Assoc-acdm,5,Married-civ-spouse,Machine-op-inspct,Wife,Other,Female,51521,2230,5,Iran,>50K
73,Federal-gov,1435669,HS-grad,2,Never-married,Priv-house-serv,Unmarried,Amer-Indian-Eskimo,Male,56793,938,76,Yugoslavia,<=50K
24,State-gov,767679,Prof-school,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,66892,3265,39,United-States,>50K
78,Without-pay,1166951,Bachelors,15,Married-civ-spouse,Craft-repair,Own-child,White,Male,1842,3129,1,Germany,>50K
60,State-gov,1409352,Assoc-voc,9,Married-civ-spouse,Protective-serv,Unmarried,White,Female,73035,4226,87,Portugal,<=50K
89,Private,1354408,10th,4,Married-AF-spouse,Other-service,Husband,White,Male,97876,1523,81,United-States,>50K
81,Local-gov,269776,10th,2,Separated,Other-service,Husband,White,Male,22226,1483,13,India,<=50K
20,Self-emp-not-inc,763020,11th,2,Divorced,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,25636,1606,95,Outlying-US(Guam-USVI-etc),<=50K
87,Federal-gov,429859,HS-grad,1,Never-married,Exec-managerial,Other-relative,Black,Male,29761,3135,15,Jamaica,<=50K
32,Without-pay,264715,9th,7,Married-civ-spouse,Other-service,Own-child,Other,Female,35623,2990,73,Honduras,<=50K
33,Local-gov,281498,Assoc-acdm,9,Married-spouse-absent,Other-service,Own-child,Other,Female,15398,1721,28,Taiwan,<=50K
31,State-gov,681921,Assoc-voc,7,Married-civ-spouse,Protective-serv,Husband,White,Female,98084,1944,14,Ecuador,>50K
35,Private,898703,Doctorate,5,Widowed,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,19737,4202,82,China,<=50K
19,State-gov,639414,Doctorate,11,Divorced,Adm-clerical,Not-in-family,White,Female,8912,498,83,United-States,>50K
71,Without-pay,461949,Some-college,5,Never-married,Machine-op-inspct,Wife,Black,Male,87169,3082,59,Hong,<=50K
67,Local-gov,301410,Prof-school,1,Married-spouse-absent,Adm-clerical,Other-relative,Black,Female,19953,714,92,Poland,>50K
45,Self-emp-not-inc,831102,Preschool,6,Separated,Sales,Not-in-family,Amer-Indian-Eskimo,Male,20570,4195,29,India,>50K
81,Local-gov,942735,5th-6th,15,Never-married,Exec-managerial,Husband,White,Male,37157,271,74,Honduras,>50K
65,Private,55076,Preschool,15,Divorced,Exec-managerial,Other-relative,Asian-Pac-Islander,Male,27878,2867,45,El-Salvador,>50K
46,State-gov,40114,5th-6th,8,Never-married,Sales,Own-child,White,Female,63452,823,26,China,<=50K
79,Private,648893,Prof-school,3,Married-AF-spouse,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Male,1135,2382,67,Jamaica,<=50K
82,Local-gov,883666,Preschool,15,Married-spouse-absent,Priv-house-serv,Wife,Black,Female,60218,1263,46,Thailand,<=50K
58,Federal-gov,611495,Masters,5,Widowed,Armed-Forces,Unmarried,Asian-Pac-Islander,Male,88306,2507,69,Poland,>50K
58,Self-emp-not-inc,1358334,Assoc-voc,1,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Female,37707,26,79,Cambodia,<=50K
88,Private,1245787,9th,1,Widowed,Protective-serv,Other-relative,Amer-Indian-Eskimo,Female,65962,863,94,United-States,>50K
84,Private,759821,9th,4,Married-spouse-absent,Sales,Not-in-family,Black,Female,50559,1238,95,Guatemala,<=50K
62,Local-gov,1317070,1st-4th,6,Married-civ-spouse,Protective-serv,Husband,Other,Male,55703,1960,50,Greece,>50K
17,Without-pay,431941,12th,15,Divorced,Adm-clerical,Not-in-family,White,Female,69438,1572,1,Greece,>50K
87,Private,1080953,Preschool,1,Separated,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Male,2306,1034,92,Italy,<=50K
75,Self-emp-inc,774423,HS-grad,10,Divorced,Priv-house-serv,Unmarried,White,Male,94793,109,5,Peru,>50K
23,State-gov,1244264,Bachelors,6,Married-spouse-absent,Craft-repair,Not-in-family,Black,Female,40527,2823,53,United-States,<=50K
24,Self-emp-not-inc,1040323,11th,14,Divorced,Farming-fishing,Own-child,White,Female,2206,151,28,Scotland,>50K
87,Private,1391749,Preschool,11,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,83590,3858,88,England,>50K
18,Private,1058816,9th,13,Separated,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Male,45816,2904,79,Cuba,<=50K
75,Private,1065132,Assoc-voc,2,Never-married,Transport-moving,Own-child,Other,Male,83010,1771,97,Philippines,<=50K
67,Self-emp-not-inc,1119436,HS-grad,12,Married-civ-spouse,Priv-house-serv,Own-child,Other,Male,58657,4206,29,Peru,>50K
66,Local-gov,1275416,9th,10,Married-civ-spouse,Other-service,Husband,White,Male,89322,4079,21,India,>50K
60,Private,815513,7th-8th,3,Separated,Transport-moving,Unmarried,White,Male,93739,3114,21,Yugoslavia,<=50K
78,Private,43037,Doctorate,8,Divorced,Transport-moving,Wife,Asian-Pac-Islander,Male,17042,3751,94,Ireland,>50K
47,Self-emp-inc,1324619,5th-6th,7,Never-married,Prof-specialty,Unmarried,White,Female,50467,1909,69,Jamaica,<=50K
49,Private,622522,7th-8th,6,Widowed,Priv-house-serv,Unmarried,Other,Female,949,426,84,United-States,<=50K
64,Federal-gov,255024,Masters,13,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Female,30914,911,54,Japan,<=50K
81,Self-emp-inc,1018928,Bachelors,1,Never-married,Priv-house-serv,Other-relative,White,Female,44360,189,72,United-States,>50K
68,Self-emp-not-inc,116783,Some-college,3,Married-civ-spouse,Craft-repair,Own-child,White,Female,13657,708,3,Laos,>50K
86,Without-pay,153202,Bachelors,10,Married-civ-spouse,Sales,Husband,White,Male,89417,1218,8,Laos,>50K
29,Private,1442653,Assoc-voc,2,Married-spouse-absent,Other-service,Unmarried,Amer-Indian-Eskimo,Male,44320,2495,94,Vietnam,<=50K
27,State-gov,390418,HS-grad,11,Divorced,Priv-house-serv,Other-relative,White,Male,49498,2624,27,Poland,>50K
42,Private,1038823,1st-4th,1,Never-married,Sales,Unmarried,Black,Female,73609,2430,94,Outlying-US(Guam-USVI-etc),<=50K
30,Local-gov,882950,Doctorate,7,Divorced,Priv-house-serv,Unmarried,White,Male,20114,1528,91,Guatemala,>50K
69,Private,125068,10th,11,Married-spouse-absent,Exec-managerial,Own-child,Other,Male,58933,1495,35,Honduras,<=50K
18,Local-gov,1224090,10th,13,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,18408,455,1,Haiti,>50K
40,Self-emp-not-inc,74780,5th-6th,11,Married-civ-spouse,Sales,Own-child,Amer-Indian-Eskimo,Female,87638,2897,81,Puerto-Rico,>50K
69,Local-gov,145592,11th,9,Married-AF-spouse,Exec-managerial,Not-in-family,Black,Female,10558,1043,56,Thailand,>50K
88,Local-gov,81171,Prof-school,2,Married-spouse-absent,Priv-house-serv,Wife,White,Male,64365,3026,79,United-States,<=50K
81,Private,101286,1st-4th,13,Separated,Craft-repair,Husband,Black,Male,76872,1012,17,Dominican-Republic,<=50K
17,State-gov,231247,Bachelors,8,Married-civ-spouse,Armed-Forces,Not-in-family,White,Female,91981,2977,34,Honduras,<=50K
47,Local-gov,45048,5th-6th,4,Divorced,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Female,7238,4032,21,El-Salvador,<=50K
17,State-gov,418324,12th,15,Separated,Adm-clerical,Not-in-family,Black,Female,28734,2926,31,Ireland,>50K
77,Self-emp-not-inc,545586,1st-4th,2,Separated,Sales,Unmarried,Other,Male,32441,2500,78,Jamaica,<=50K
56,Federal-gov,464399,HS-grad,10,Married-civ-spouse,Priv-house-serv,Not-in-family,White,Female,10853,4048,5,Italy,>50K
49,Without-pay,807445,11th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,28177,3876,61,Jamaica,<=50K
69,Without-pay,938235,1st-4th,1,Married-AF-spouse,Machine-op-inspct,Own-child,Other,Female,13638,179,56,Taiwan,>50K
79,Federal-gov,68662,7th-8th,2,Separated,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,23053,2869,88,Italy,>50K
21,Federal-gov,1410456,Bachelors,8,Married-spouse-absent,Farming-fishing,Own-child,White,Female,5919,1863,72,Italy,<=50K
73,Private,826844,9th,7,Married-AF-spouse,Craft-repair,Husband,Other,Male,97610,3006,91,Cambodia,>50K
61,Local-gov,1217743,5th-6th,11,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,31513,1355,12,Greece,>50K
64,Private,1279319,5th-6th,3,Widowed,Other-service,Own-child,Amer-Indian-Eskimo,Female,4468,1295,87,Nicaragua,<=50K
76,Private,670471,5th-6th,2,Separated,Exec-managerial,Other-relative,Black,Female,30490,1940,97,France,<=50K
29,Federal-gov,877324,Assoc-voc,13,Married-civ-spouse,Protective-serv,Wife,White,Female,93646,116,82,Trinadad&Tobago,>50K
60,Private,458313,Doctorate,12,Widowed,Transport-moving,Own-child,White,Male,7206,2310,38,Cuba,>50K
51,Private,1212978,5th-6th,15,Divorced,Tech-support,Not-in-family,White,Female,71732,3950,1,Jamaica,<=50K
70,Private,781193,Some-college,1,Married-spouse-absent,Sales,Husband,Black,Male,92249,3224,82,France,>50K
26,State-gov,1178313,HS-grad,15,Married-civ-spouse,Craft-repair,Husband,White,Male,59910,2273,22,Vietnam,>50K
64,Local-gov,492899,1st-4th,2,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,54752,1891,83,Germany,>50K
39,Federal-gov,908904,Some-college,11,Married-civ-spouse,Transport-moving,Not-in-family,White,Female,42109,2678,12,Yugoslavia,<=50K
74,State-gov,904540,Preschool,2,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,59648,305,85,Dominican-Republic,<=50K
29,Self-emp-not-inc,1160506,Preschool,2,Married-AF-spouse,Adm-clerical,Other-relative,Black,Male,41288,2791,89,Poland,>50K
17,Local-gov,179436,Preschool,3,Separated,Adm-clerical,Unmarried,White,Female,91384,3651,80,Hungary,>50K
69,Local-gov,82802,5th-6th,15,Married-spouse-absent,Craft-repair,Not-in-family,Black,Female,3911,3758,27,France,<=50K
76,Private,793067,7th-8th,7,Married-civ-spouse,Adm-clerical,Wife,Black,Female,46206,2044,79,France,>50K
20,Self-emp-inc,492204,Preschool,4,Married-AF-spouse,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,79932,2253,33,Outlying-US(Guam-USVI-etc),>50K
25,Private,717715,7th-8th,3,Divorced,Priv-house-serv,Own-child,Black,Male,65604,3654,44,Hungary,<=50K
25,Self-emp-not-inc,1439021,5th-6th,15,Married-spouse-absent,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,29669,456,53,Cambodia,<=50K
85,State-gov,119411,5th-6th,9,Married-spouse-absent,Transport-moving,Not-in-family,Asian-Pac-Islander,Female,3864,3785,56,Scotland,<=50K
20,Without-pay,1286421,Doctorate,1,Never-married,Priv-house-serv,Own-child,Amer-Indian-Eskimo,Female,52204,3936,97,Nicaragua,<=50K
40,Local-gov,1089375,Preschool,8,Separated,Exec-managerial,Other-relative,Other,Male,48646,2481,75,Thailand,<=50K
18,State-gov,37479,Masters,8,Never-married,Craft-repair,Not-in-family,Black,Female,27932,1647,39,Nicaragua,>50K
62,Private,104297,7th-8th,15,Divorced,Handlers-cleaners,Own-child,White,Female,72474,963,63,Poland,<=50K
77,Without-pay,767048,12th,15,Married-civ-spouse,Farming-fishing,Not-in-family,White,Female,89887,2978,24,Peru,>50K
22,Private,1404585,Preschool,15,Divorced,Transport-moving,Husband,White,Female,58484,3437,75,United-States,<=50K
18,Local-gov,562333,1st-4th,11,Divorced,Priv-house-serv,Husband,White,Female,4311,4164,30,China,>50K
43,Self-emp-inc,520766,Some-college,10,Married-civ-spouse,Armed-Forces,Not-in-family,Asian-Pac-Islander,Female,35589,4278,38,Trinadad&Tobago,>50K
80,State-gov,247968,12th,13,Married-AF-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,76481,3758,45,Philippines,>50K
20,Local-gov,1255490,Masters,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,22062,4031,36,Vietnam,<=50K
36,Private,1367645,11th,5,Married-spouse-absent,Sales,Unmarried,White,Male,23907,2181,81,England,<=50K
83,Self-emp-inc,116600,Prof-school,9,Never-married,Transport-moving,Own-child,Black,Female,64937,352,75,Puerto-Rico,>50K
20,Private,805732,Some-college,8,Married-civ-spouse,Tech-support,Not-in-family,Other,Male,4439,4271,76,Laos,<=50K
