age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
89,Local-gov,1175527,10th,1,Married-spouse-absent,Sales,Not-in-family,Asian-Pac-Islander,Female,66393,3864,24,United-States,>50K
85,Self-emp-inc,1439419,12th,1,Divorced,Tech-support,Other-relative,White,Female,97262,2709,93,China,>50K
38,Self-emp-not-inc,678629,Bachelors,4,Married-civ-spouse,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,76277,1005,14,Iran,<=50K
53,Private,482095,Bachelors,11,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Female,23708,4100,15,United-States,<=50K
33,Private,440054,HS-grad,11,Married-civ-spouse,Exec-managerial,Husband,Black,Male,17716,1046,26,United-States,<=50K
31,Private,406451,Some-college,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,34899,1106,11,Nicaragua,<=50K
36,Local-gov,398151,Assoc-voc,12,Married-civ-spouse,Prof-specialty,Husband,Black,Female,22588,2229,18,United-States,>50K
29,Federal-gov,371962,HS-grad,9,Divorced,Exec-managerial,Husband,Asian-Pac-Islander,Male,55143,2981,15,Cambodia,<=50K
48,Local-gov,940207,Assoc-voc,6,Married-AF-spouse,Protective-serv,Unmarried,Asian-Pac-Islander,Female,48643,2162,90,Cuba,>50K
42,Private,873448,HS-grad,3,Never-married,Adm-clerical,Husband,Black,Female,25331,3571,30,Vietnam,<=50K
29,Private,430134,HS-grad,10,Never-married,Exec-managerial,Husband,White,Female,29272,1206,38,Canada,<=50K
67,Private,1104899,Bachelors,3,Married-spouse-absent,Adm-clerical,Other-relative,White,Female,74531,3002,60,Jamaica,>50K
23,Private,319020,Some-college,10,Married-civ-spouse,Other-service,Unmarried,White,Male,66123,720,40,Taiwan,<=50K
31,Self-emp-not-inc,619692,HS-grad,13,Married-civ-spouse,Priv-house-serv,Not-in-family,White,Male,13916,556,60,Trinadad&Tobago,>50K
68,Without-pay,974218,HS-grad,1,Separated,Exec-managerial,Unmarried,White,Male,68276,4201,81,Ecuador,<=50K
51,Private,295084,Some-college,14,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,17695,888,25,Ireland,<=50K
88,Federal-gov,1439691,11th,9,Never-married,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,74303,4355,64,United-States,>50K
86,State-gov,1391405,Bachelors,1,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,51965,3331,65,Italy,>50K
83,Self-emp-not-inc,1020746,HS-grad,1,Divorced,Prof-specialty,Own-child,White,Male,99269,4133,64,Thailand,<=50K
66,Local-gov,1002428,HS-grad,3,Separated,Tech-support,Not-in-family,White,Female,63294,2211,91,Canada,>50K
88,Without-pay,1481964,Assoc-acdm,2,Separated,Tech-support,Unmarried,White,Female,98813,4119,97,Jamaica,>50K
44,Self-emp-not-inc,605868,Bachelors,6,Married-civ-spouse,Other-service,Own-child,White,Male,83088,2289,25,Iran,<=50K
77,Private,1248473,11th,2,Widowed,Prof-specialty,Own-child,White,Male,99526,3364,86,Laos,<=50K
78,Without-pay,1332043,Bachelors,1,Married-AF-spouse,Prof-specialty,Not-in-family,White,Male,99834,3104,82,Peru,<=50K
40,State-gov,672499,Bachelors,14,Never-married,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,14673,1103,31,United-States,>50K
34,Private,396270,Some-college,6,Divorced,Exec-managerial,Own-child,White,Female,43805,2256,33,Scotland,<=50K
