age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
68,Local-gov,334066,Prof-school,9,Never-married,Machine-op-inspct,Husband,Other,Male,13303,951,78,Mexico,<=50K
71,Private,1258277,7th-8th,13,Married-AF-spouse,Handlers-cleaners,Wife,Asian-Pac-Islander,Male,41781,3304,83,Dominican-Republic,<=50K
89,Without-pay,590825,Some-college,2,Married-spouse-absent,Sales,Other-relative,Black,Female,10200,3304,17,Mexico,<=50K
54,Self-emp-not-inc,143463,Preschool,14,Separated,Sales,Other-relative,Asian-Pac-Islander,Male,42022,1201,50,France,>50K
79,State-gov,991349,1st-4th,5,Married-spouse-absent,Prof-specialty,Wife,White,Female,9173,2570,43,Honduras,<=50K
25,Federal-gov,1376538,10th,7,Married-civ-spouse,Sales,Husband,White,Female,14941,3692,16,England,<=50K
59,Without-pay,865109,5th-6th,14,Divorced,Prof-specialty,Not-in-family,White,Female,4517,442,31,Cuba,>50K
58,Private,930577,11th,10,Married-spouse-absent,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,88618,3919,95,Vietnam,>50K
41,State-gov,1150329,HS-grad,8,Married-AF-spouse,Prof-specialty,Husband,Other,Male,55091,644,39,Taiwan,>50K
26,Federal-gov,598474,11th,2,Widowed,Sales,Other-relative,White,Female,25708,3427,86,Iran,>50K
72,Self-emp-inc,1024640,HS-grad,1,Married-spouse-absent,Sales,Not-in-family,Other,Male,4243,1873,70,Outlying-US(Guam-USVI-etc),<=50K
86,State-gov,622678,Masters,9,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,80531,2652,36,Vietnam,>50K
36,Private,533641,Some-college,2,Separated,Farming-fishing,Own-child,Other,Male,54598,3761,84,Jamaica,<=50K
82,Self-emp-not-inc,1207831,5th-6th,13,Married-civ-spouse,Craft-repair,Not-in-family,Other,Male,27660,2607,9,Vietnam,>50K
57,Federal-gov,868533,Bachelors,3,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,38150,3785,19,South,>50K
54,Local-gov,1287963,9th,2,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,50858,221,70,Yugoslavia,>50K
81,Private,1144930,Preschool,2,Separated,Exec-managerial,Other-relative,Black,Male,22817,1578,61,Poland,<=50K
20,State-gov,946843,Bachelors,8,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,36297,1224,21,China,>50K
66,Self-emp-not-inc,956386,Some-college,7,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,34409,999,62,Canada,<=50K
26,State-gov,904781,5th-6th,7,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,88848,4185,21,Greece,<=50K
63,Self-emp-inc,1196842,1st-4th,1,Married-spouse-absent,Machine-op-inspct,Husband,White,Female,13794,635,67,Vietnam,>50K
54,Self-emp-not-inc,1132298,11th,7,Separated,Exec-managerial,Other-relative,White,Female,35254,3154,67,Columbia,<=50K
39,Federal-gov,479030,7th-8th,14,Separated,Sales,Wife,White,Male,22340,608,44,Laos,>50K
54,Local-gov,396292,11th,9,Separated,Handlers-cleaners,Not-in-family,White,Male,76197,2788,45,Greece,<=50K
46,Private,1202233,1st-4th,1,Divorced,Other-service,Unmarried,Other,Male,66325,262,66,Yugoslavia,<=50K
46,Local-gov,652963,Preschool,11,Separated,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,67063,2338,31,Iran,>50K
83,Federal-gov,67648,Bachelors,14,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,29416,2181,14,India,<=50K
48,State-gov,805879,7th-8th,3,Separated,Armed-Forces,Unmarried,Black,Male,35798,2569,34,Guatemala,>50K
