age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
71,Self-emp-not-inc,1398934,7th-8th,2,Never-married,Machine-op-inspct,Husband,Other,Female,47661,1447,41,Italy,>50K
69,Federal-gov,891487,11th,14,Separated,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,57807,1171,18,Honduras,>50K
59,Local-gov,836417,12th,15,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Female,79510,3326,34,Ireland,<=50K
36,Federal-gov,455591,Masters,4,Widowed,Other-service,Wife,Black,Female,87011,3923,70,Canada,>50K
21,Self-emp-not-inc,1152988,Preschool,8,Never-married,Transport-moving,Husband,White,Female,86113,3759,71,France,<=50K
46,Private,301296,Doctorate,4,Divorced,Exec-managerial,Wife,Asian-Pac-Islander,Male,69209,3971,34,Canada,>50K
60,Local-gov,856889,7th-8th,15,Married-AF-spouse,Transport-moving,Husband,Other,Female,46181,2211,66,Outlying-US(Guam-USVI-etc),<=50K
73,Self-emp-inc,262528,10th,7,Never-married,Other-service,Other-relative,White,Female,25167,2091,45,Honduras,>50K
18,Private,902360,12th,6,Married-spouse-absent,Farming-fishing,Unmarried,Asian-Pac-Islander,Female,87828,3624,77,Haiti,>50K
22,Self-emp-inc,1156219,7th-8th,2,Married-civ-spouse,Other-service,Own-child,White,Male,55634,2636,37,Haiti,<=50K
36,Private,428164,Some-college,6,Married-AF-spouse,Adm-clerical,Own-child,Asian-Pac-Islander,Male,6841,3105,2,Jamaica,<=50K
75,Private,462891,HS-grad,14,Never-married,Protective-serv,Unmarried,White,Male,77806,1077,89,Poland,>50K
31,Without-pay,153949,7th-8th,9,Separated,Armed-Forces,Not-in-family,White,Male,89869,1245,24,Canada,>50K
28,Without-pay,1453274,Prof-school,2,Divorced,Machine-op-inspct,Own-child,White,Female,42133,2536,59,Scotland,>50K
36,Self-emp-not-inc,477288,HS-grad,4,Never-married,Machine-op-inspct,Own-child,White,Female,80725,1325,92,Outlying-US(Guam-USVI-etc),>50K
68,Self-emp-inc,1238824,11th,5,Widowed,Farming-fishing,Unmarried,White,Male,13480,2551,37,Japan,>50K
49,Federal-gov,675324,1st-4th,14,Married-civ-spouse,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,45373,750,58,Outlying-US(Guam-USVI-etc),>50K
29,Federal-gov,203199,Assoc-acdm,7,Married-AF-spouse,Protective-serv,Other-relative,Black,Male,62829,2232,85,Columbia,>50K
38,Private,554045,Doctorate,14,Married-spouse-absent,Sales,Not-in-family,Other,Male,34585,2686,88,Honduras,>50K
80,Federal-gov,932462,HS-grad,2,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Male,74101,4311,44,Nicaragua,>50K
28,Local-gov,719036,12th,6,Married-civ-spouse,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,17050,393,6,United-States,<=50K
52,Local-gov,404136,Assoc-acdm,3,Married-AF-spouse,Armed-Forces,Other-relative,Other,Female,26809,725,78,Vietnam,>50K
28,State-gov,284505,10th,9,Married-AF-spouse,Prof-specialty,Own-child,Black,Female,59004,2992,19,Honduras,>50K
