age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
83,Private,118986,7th-8th,14,Divorced,Exec-managerial,Own-child,White,Female,48574,3538,97,United-States,<=50K
79,Self-emp-not-inc,992488,Preschool,5,Never-married,Prof-specialty,Wife,Black,Female,73671,3886,74,Mexico,<=50K
47,Private,215029,5th-6th,6,Married-civ-spouse,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,6446,3416,33,Jamaica,>50K
19,State-gov,72598,Some-college,4,Married-civ-spouse,Adm-clerical,Not-in-family,Black,Male,31790,2996,16,Iran,>50K
46,Local-gov,925939,10th,8,Divorced,Adm-clerical,Husband,White,Male,12715,49,73,Guatemala,>50K
32,Self-emp-not-inc,961838,11th,13,Separated,Prof-specialty,Not-in-family,White,Male,39061,1371,17,Peru,<=50K
83,State-gov,216701,HS-grad,13,Never-married,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,35043,2167,74,Ireland,>50K
45,Self-emp-not-inc,1296253,Bachelors,1,Divorced,Armed-Forces,Not-in-family,White,Female,33421,2369,21,Hungary,<=50K
57,State-gov,459501,HS-grad,3,Never-married,Protective-serv,Wife,Black,Female,19756,767,80,Dominican-Republic,<=50K
41,Private,413092,5th-6th,11,Married-spouse-absent,Handlers-cleaners,Unmarried,Other,Male,27342,3615,46,Iran,<=50K
64,Self-emp-inc,268946,10th,13,Divorced,Exec-managerial,Unmarried,White,Male,26373,67,39,Iran,>50K
25,Private,579968,9th,6,Married-spouse-absent,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,36090,2221,88,Guatemala,>50K
19,Private,855910,12th,2,Married-civ-spouse,Tech-support,Husband,Amer-Indian-Eskimo,Male,18586,4154,57,Iran,<=50K
24,Private,1027322,Doctorate,5,Married-AF-spouse,Handlers-cleaners,Own-child,White,Female,23879,2431,91,Ireland,>50K
19,Private,194783,11th,1,Married-spouse-absent,Adm-clerical,Unmarried,Other,Male,60537,2323,39,Thailand,>50K
86,Private,1231891,10th,8,Married-spouse-absent,Prof-specialty,Husband,Black,Female,75210,1043,96,United-States,<=50K
27,State-gov,789389,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,82293,4103,27,France,>50K
69,Federal-gov,1029401,Bachelors,3,Divorced,Transport-moving,Unmarried,White,Female,78575,1544,87,United-States,>50K
45,Private,578890,Bachelors,8,Never-married,Prof-specialty,Unmarried,White,Male,37686,984,37,United-States,<=50K
43,Without-pay,104444,11th,4,Divorced,Exec-managerial,Other-relative,White,Female,85716,3107,56,Thailand,>50K
48,Self-emp-inc,255633,Some-college,6,Married-AF-spouse,Transport-moving,Own-child,Asian-Pac-Islander,Male,40173,1559,31,Dominican-Republic,<=50K
35,Self-emp-not-inc,700795,HS-grad,11,Married-civ-spouse,Protective-serv,Husband,White,Female,9551,2244,10,Columbia,>50K
59,Self-emp-not-inc,1351981,5th-6th,14,Divorced,Sales,Not-in-family,White,Male,14750,4212,16,Outlying-US(Guam-USVI-etc),<=50K
58,State-gov,1487869,HS-grad,15,Married-civ-spouse,Protective-serv,Husband,White,Female,97363,366,10,Cuba,>50K
31,Private,1283986,10th,4,Never-married,Exec-managerial,Husband,White,Male,4018,1786,59,Jamaica,<=50K
18,Without-pay,1489679,HS-grad,13,Married-civ-spouse,Armed-Forces,Husband,White,Female,97493,4337,14,Greece,>50K
33,Self-emp-not-inc,370863,5th-6th,1,Divorced,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,48765,2457,95,Peru,<=50K
68,Local-gov,874426,10th,3,Divorced,Other-service,Not-in-family,White,Male,32270,2836,21,Iran,<=50K
38,Self-emp-not-inc,1176354,HS-grad,12,Married-civ-spouse,Armed-Forces,Husband,White,Female,59687,3951,36,Jamaica,>50K
82,Private,178290,12th,7,Divorced,Sales,Unmarried,Asian-Pac-Islander,Male,27430,1537,69,United-States,<=50K
30,State-gov,457311,12th,5,Never-married,Transport-moving,Own-child,Amer-Indian-Eskimo,Male,96823,3582,70,Nicaragua,>50K
53,Self-emp-not-inc,1457154,10th,12,Married-spouse-absent,Tech-support,Husband,White,Female,17236,1400,43,Portugal,<=50K
79,Private,1115172,Some-college,3,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,85775,4239,83,Outlying-US(Guam-USVI-etc),<=50K
22,Local-gov,322750,12th,3,Divorced,Adm-clerical,Not-in-family,White,Male,14404,3778,36,Thailand,>50K
62,Private,431768,Prof-school,14,Separated,Other-service,Unmarried,White,Male,66053,1895,64,United-States,<=50K
28,State-gov,437394,Assoc-voc,3,Never-married,Handlers-cleaners,Own-child,Black,Male,48729,343,61,Iran,>50K
83,Private,226845,Assoc-voc,1,Widowed,Other-service,Own-child,Other,Male,29128,2321,98,United-States,<=50K
77,Private,233026,Doctorate,14,Divorced,Prof-specialty,Other-relative,White,Female,87975,1591,98,United-States,<=50K
17,Local-gov,1475596,Bachelors,15,Divorced,Adm-clerical,Not-in-family,White,Female,95565,1532,41,Thailand,>50K
46,Self-emp-not-inc,1404050,Some-college,9,Never-married,Farming-fishing,Other-relative,Black,Female,86890,4322,83,Dominican-Republic,<=50K
75,Private,1198455,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Female,54934,555,38,Laos,>50K
20,Private,83933,11th,2,Divorced,Handlers-cleaners,Wife,Asian-Pac-Islander,Male,57383,3457,95,Portugal,<=50K
67,State-gov,1371580,HS-grad,5,Married-civ-spouse,Priv-house-serv,Not-in-family,White,Female,99222,4263,21,Trinadad&Tobago,>50K
38,Private,264614,Masters,4,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,62661,2275,38,China,>50K
82,Private,266106,7th-8th,4,Separated,Other-service,Wife,Black,Female,27688,967,63,Dominican-Republic,<=50K
69,Local-gov,1467092,HS-grad,11,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,94076,4176,57,South,>50K
57,State-gov,1459153,Some-college,15,Married-civ-spouse,Craft-repair,Husband,White,Female,99073,2356,20,Ireland,>50K
