age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
73,Self-emp-inc,339524,Bachelors,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,46332,616,64,Ecuador,>50K
46,Self-emp-not-inc,300657,Bachelors,8,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,53899,1211,17,Vietnam,>50K
69,Private,952825,Bachelors,12,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,Female,10694,594,94,Peru,>50K
27,Private,1224208,7th-8th,11,Divorced,Other-service,Husband,Other,Male,76505,2675,68,South,<=50K
40,State-gov,823871,Masters,14,Married-civ-spouse,Adm-clerical,Own-child,Other,Male,26885,1983,29,India,<=50K
28,Private,739482,Bachelors,13,Separated,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,24460,374,36,Hungary,<=50K
26,Self-emp-not-inc,366690,Masters,6,Married-civ-spouse,Tech-support,Unmarried,White,Male,54107,3777,53,Greece,>50K
61,State-gov,1195028,Masters,2,Married-AF-spouse,Farming-fishing,Not-in-family,Other,Male,86556,4016,7,Hungary,<=50K
44,Private,197697,HS-grad,6,Married-civ-spouse,Protective-serv,Husband,White,Male,33683,566,23,Japan,<=50K
22,Private,1210944,Some-college,4,Divorced,Adm-clerical,Own-child,Other,Female,72633,1825,18,Scotland,<=50K
89,Self-emp-inc,1485401,7th-8th,1,Married-AF-spouse,Priv-house-serv,Not-in-family,White,Female,99923,4355,1,United-States,>50K
87,Federal-gov,1403457,7th-8th,2,Separated,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,85246,2696,36,India,<=50K
75,Local-gov,189506,HS-grad,1,Never-married,Prof-specialty,Unmarried,White,Male,9045,3987,96,India,>50K
88,Federal-gov,1428553,7th-8th,9,Married-AF-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,88103,3307,28,Japan,<=50K
89,Federal-gov,1485398,12th,9,Separated,Protective-serv,Husband,Other,Female,97594,3987,12,United-States,>50K
55,Private,278272,HS-grad,14,Married-civ-spouse,Prof-specialty,Own-child,White,Male,25113,695,94,Outlying-US(Guam-USVI-etc),<=50K
49,Private,475511,HS-grad,13,Never-married,Prof-specialty,Unmarried,White,Female,33381,1854,96,Guatemala,<=50K
40,Without-pay,185870,HS-grad,4,Married-civ-spouse,Prof-specialty,Own-child,White,Female,59829,845,92,Trinadad&Tobago,>50K
