age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
65,Federal-gov,1040942,7th-8th,10,Never-married,Prof-specialty,Own-child,Other,Male,11868,1919,54,South,>50K
27,Self-emp-not-inc,58049,Preschool,3,Married-civ-spouse,Priv-house-serv,Wife,White,Male,56390,979,89,Cuba,>50K
33,State-gov,1058480,Assoc-voc,7,Widowed,Priv-house-serv,Other-relative,Black,Female,27701,147,56,Scotland,<=50K
78,Local-gov,110575,Doctorate,5,Separated,Craft-repair,Husband,Other,Male,92095,3962,88,Jamaica,<=50K
73,Local-gov,164688,Doctorate,11,Separated,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Male,94937,3330,94,Greece,<=50K
24,Private,579633,10th,10,Divorced,Transport-moving,Other-relative,White,Female,36659,937,57,Peru,<=50K
81,Private,1448651,10th,14,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Female,7832,2764,93,India,<=50K
23,Federal-gov,317692,Doctorate,15,Married-AF-spouse,Priv-house-serv,Wife,Asian-Pac-Islander,Female,98572,4086,65,El-Salvador,>50K
31,Federal-gov,657546,12th,8,Never-married,Armed-Forces,Unmarried,Asian-Pac-Islander,Female,14430,2855,80,Dominican-Republic,>50K
26,Self-emp-not-inc,824439,Prof-school,11,Married-civ-spouse,Sales,Unmarried,Black,Male,42959,3090,40,Dominican-Republic,>50K
19,Private,492098,9th,4,Married-spouse-absent,Other-service,Husband,White,Female,95393,749,89,Jamaica,>50K
69,State-gov,754068,HS-grad,8,Separated,Transport-moving,Wife,Black,Female,79346,1932,19,Ireland,<=50K
75,State-gov,1375866,Bachelors,13,Married-civ-spouse,Farming-fishing,Wife,Black,Male,51622,2797,87,United-States,>50K
27,State-gov,981175,10th,10,Married-civ-spouse,Other-service,Husband,White,Male,3477,1460,38,Thailand,>50K
20,State-gov,1073308,11th,1,Never-married,Sales,Husband,Other,Female,98503,4347,6,Mexico,>50K
30,Local-gov,1302124,HS-grad,6,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Female,80813,4197,39,India,>50K
31,Private,1166517,HS-grad,5,Widowed,Transport-moving,Own-child,White,Female,79028,3092,5,Outlying-US(Guam-USVI-etc),>50K
52,State-gov,838458,12th,2,Married-spouse-absent,Other-service,Husband,White,Male,92005,3880,31,Thailand,>50K
45,Self-emp-not-inc,559828,Prof-school,7,Never-married,Transport-moving,Wife,White,Male,76721,2204,41,Guatemala,>50K
49,Private,673262,10th,9,Married-civ-spouse,Protective-serv,Unmarried,Amer-Indian-Eskimo,Male,36858,1125,39,Outlying-US(Guam-USVI-etc),<=50K
32,Private,1454734,10th,8,Never-married,Tech-support,Unmarried,White,Female,36747,1489,67,El-Salvador,>50K
61,State-gov,1385541,1st-4th,15,Divorced,Craft-repair,Not-in-family,Black,Male,33263,574,87,Ireland,>50K
75,Without-pay,1391547,Masters,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,29390,4330,14,Dominican-Republic,>50K
24,Without-pay,547208,Assoc-voc,6,Widowed,Transport-moving,Not-in-family,Black,Male,47110,1156,5,Japan,<=50K
37,Private,1131414,Some-college,6,Married-AF-spouse,Craft-repair,Husband,White,Male,20364,2458,37,Italy,<=50K
61,Local-gov,293191,1st-4th,1,Married-AF-spouse,Armed-Forces,Other-relative,Other,Male,97981,3966,12,Jamaica,>50K
31,Private,131864,10th,3,Widowed,Priv-house-serv,Unmarried,White,Male,95663,2934,80,Philippines,<=50K
80,Private,103688,Doctorate,1,Never-married,Exec-managerial,Husband,White,Female,54659,237,54,Hungary,<=50K
29,Private,35785,HS-grad,11,Widowed,Handlers-cleaners,Unmarried,White,Female,38451,402,65,Honduras,>50K
59,Self-emp-not-inc,1262424,Preschool,15,Married-civ-spouse,Handlers-cleaners,Other-relative,Black,Male,79828,534,60,Canada,<=50K
85,Without-pay,622505,Prof-school,13,Never-married,Adm-clerical,Own-child,Other,Male,55619,3333,61,Laos,<=50K
62,Federal-gov,1479607,Prof-school,1,Married-AF-spouse,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,88336,841,87,Hong,>50K
80,Private,805988,1st-4th,11,Married-civ-spouse,Adm-clerical,Husband,Other,Male,21449,882,53,France,<=50K
