age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
77,State-gov,1188633,11th,7,Divorced,Handlers-cleaners,Not-in-family,Black,Female,98923,2355,97,Canada,>50K
74,Self-emp-inc,435112,Some-college,9,Divorced,Protective-serv,Not-in-family,White,Male,41690,2817,50,Iran,<=50K
60,Federal-gov,750843,11th,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,10668,496,95,Vietnam,<=50K
89,Private,1490059,1st-4th,1,Widowed,Tech-support,Husband,Other,Female,99898,4355,94,Taiwan,>50K
74,Local-gov,1098371,11th,11,Never-married,Exec-managerial,Not-in-family,White,Male,88159,252,45,Honduras,<=50K
63,Private,336932,9th,12,Never-married,Adm-clerical,Not-in-family,White,Male,60447,1655,22,United-States,<=50K
67,Private,190478,11th,10,Married-civ-spouse,Sales,Other-relative,Black,Male,26940,941,51,Portugal,<=50K
60,Private,724830,HS-grad,7,Married-civ-spouse,Prof-specialty,Own-child,White,Female,72851,3575,45,Poland,<=50K
27,Without-pay,923996,11th,14,Divorced,Prof-specialty,Husband,Other,Female,95974,502,20,Jamaica,>50K
41,Private,425971,Masters,11,Married-AF-spouse,Craft-repair,Own-child,White,Male,17443,1576,7,United-States,<=50K
88,Private,1133812,7th-8th,2,Never-married,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,83890,4315,74,Vietnam,<=50K
53,Self-emp-inc,478017,Doctorate,15,Divorced,Farming-fishing,Not-in-family,White,Male,7508,1522,77,Scotland,<=50K
89,State-gov,771402,Some-college,11,Married-spouse-absent,Transport-moving,Unmarried,Black,Female,85521,1359,97,Dominican-Republic,>50K
31,Self-emp-inc,229552,Some-college,15,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,34371,661,54,Puerto-Rico,<=50K
60,Private,1366901,Preschool,1,Widowed,Priv-house-serv,Husband,Asian-Pac-Islander,Female,98039,3309,67,Germany,>50K
58,Private,547475,Masters,6,Widowed,Handlers-cleaners,Own-child,White,Male,96811,3501,35,Scotland,<=50K
85,Private,708112,Preschool,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,58735,1437,26,Hungary,<=50K
64,State-gov,248416,HS-grad,14,Married-civ-spouse,Armed-Forces,Own-child,Asian-Pac-Islander,Female,46437,668,76,Nicaragua,>50K
82,State-gov,404228,Assoc-acdm,11,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,86875,300,73,United-States,>50K
