age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
87,Self-emp-not-inc,18399,Some-college,14,Married-civ-spouse,Prof-specialty,Own-child,White,Female,83755,2688,14,Ecuador,>50K
17,Federal-gov,1318227,11th,7,Widowed,Priv-house-serv,Unmarried,Black,Female,30690,550,18,United-States,>50K
78,Federal-gov,198887,7th-8th,3,Widowed,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,22024,609,85,France,<=50K
25,Self-emp-not-inc,1051010,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,Black,Female,28819,901,75,Philippines,<=50K
40,Private,1005298,HS-grad,6,Married-civ-spouse,Sales,Own-child,White,Female,55346,1240,95,Scotland,>50K
26,Private,1370789,12th,14,Separated,Tech-support,Husband,Black,Male,78824,1073,86,Canada,<=50K
66,Without-pay,1302285,7th-8th,3,Married-AF-spouse,Prof-specialty,Wife,Black,Female,25707,969,86,Nicaragua,<=50K
89,Local-gov,146956,7th-8th,3,Married-civ-spouse,Priv-house-serv,Wife,White,Female,95369,4271,97,Guatemala,>50K
75,Self-emp-not-inc,1221946,Doctorate,13,Separated,Farming-fishing,Husband,Other,Female,18504,2591,98,Greece,>50K
64,Private,1347922,Bachelors,11,Married-spouse-absent,Farming-fishing,Unmarried,Asian-Pac-Islander,Female,83467,620,47,South,<=50K
56,State-gov,864419,7th-8th,11,Divorced,Transport-moving,Not-in-family,White,Male,96256,3251,55,India,>50K
78,Private,459824,HS-grad,8,Married-civ-spouse,Sales,Wife,White,Female,73329,2699,97,Scotland,>50K
77,Private,1467775,Prof-school,10,Married-AF-spouse,Farming-fishing,Wife,Amer-Indian-Eskimo,Female,90531,3771,98,Nicaragua,>50K
22,Self-emp-not-inc,641968,1st-4th,7,Married-AF-spouse,Craft-repair,Not-in-family,White,Male,34252,3513,35,Dominican-Republic,>50K
83,Self-emp-not-inc,1205068,7th-8th,14,Never-married,Farming-fishing,Wife,Asian-Pac-Islander,Female,93617,1600,95,Outlying-US(Guam-USVI-etc),>50K
21,Private,1385759,Assoc-acdm,13,Divorced,Transport-moving,Husband,Other,Male,60154,1684,78,Hong,<=50K
51,Federal-gov,1447353,Some-college,3,Widowed,Adm-clerical,Unmarried,White,Male,96618,4231,24,Japan,<=50K
83,Without-pay,1269395,Bachelors,11,Married-civ-spouse,Craft-repair,Own-child,White,Male,75088,371,4,Outlying-US(Guam-USVI-etc),<=50K
54,State-gov,949785,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,67954,3101,84,France,<=50K
42,State-gov,288184,HS-grad,7,Married-civ-spouse,Craft-repair,Unmarried,White,Female,32335,3701,13,Poland,>50K
78,Federal-gov,1417164,Some-college,2,Never-married,Adm-clerical,Unmarried,Other,Male,67717,4236,6,Scotland,>50K
72,State-gov,249074,7th-8th,15,Married-civ-spouse,Armed-Forces,Own-child,Asian-Pac-Islander,Female,58742,2021,79,Trinadad&Tobago,>50K
80,Private,329348,HS-grad,15,Married-spouse-absent,Armed-Forces,Not-in-family,Other,Male,93351,3347,70,Mexico,>50K
38,Without-pay,1367249,Prof-school,4,Never-married,Sales,Husband,White,Male,61457,3152,67,Honduras,>50K
63,Local-gov,442227,Doctorate,1,Never-married,Handlers-cleaners,Unmarried,White,Female,6393,4251,78,Thailand,>50K
62,Without-pay,255337,Prof-school,5,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Male,90262,3485,22,Peru,>50K
77,Local-gov,49621,Bachelors,11,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,55193,2053,8,Trinadad&Tobago,>50K
79,State-gov,156342,7th-8th,14,Separated,Armed-Forces,Unmarried,Black,Male,57447,1703,70,Yugoslavia,<=50K
23,Self-emp-inc,500464,Assoc-voc,12,Widowed,Adm-clerical,Own-child,White,Male,23271,2877,11,Nicaragua,>50K
47,Without-pay,333719,Some-college,2,Married-AF-spouse,Prof-specialty,Wife,Black,Female,53721,1188,22,Jamaica,<=50K
22,Private,978257,Preschool,11,Divorced,Craft-repair,Not-in-family,Black,Female,12924,3033,6,Iran,<=50K
79,State-gov,1449659,7th-8th,5,Divorced,Other-service,Husband,Black,Female,1347,1712,85,Italy,>50K
24,Self-emp-not-inc,1390663,Assoc-acdm,7,Married-civ-spouse,Prof-specialty,Own-child,White,Female,25149,3658,53,Philippines,<=50K
61,Self-emp-inc,521784,HS-grad,3,Widowed,Craft-repair,Other-relative,Black,Male,70232,80,26,Trinadad&Tobago,>50K
54,State-gov,84182,Prof-school,12,Married-civ-spouse,Tech-support,Not-in-family,Asian-Pac-Islander,Female,36216,320,74,Greece,>50K
33,Federal-gov,267998,Preschool,14,Married-AF-spouse,Armed-Forces,Not-in-family,Black,Male,52144,766,1,El-Salvador,>50K
26,State-gov,311638,Preschool,6,Separated,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,83331,2880,17,Hungary,<=50K
64,Without-pay,1154749,Masters,8,Never-married,Priv-house-serv,Husband,White,Male,7895,154,73,Japan,<=50K
20,State-gov,691235,5th-6th,1,Never-married,Handlers-cleaners,Unmarried,White,Male,38961,3254,78,United-States,<=50K
25,Local-gov,145866,5th-6th,12,Never-married,Tech-support,Not-in-family,Black,Female,3914,3069,72,England,>50K
79,State-gov,1420800,Some-college,1,Married-spouse-absent,Priv-house-serv,Husband,White,Female,99399,4262,34,Canada,>50K
30,Without-pay,459515,9th,12,Married-AF-spouse,Other-service,Husband,Other,Female,17752,1041,44,Germany,<=50K
33,Private,1240943,12th,10,Divorced,Exec-managerial,Husband,Other,Female,6098,364,94,England,<=50K
42,State-gov,83020,Assoc-voc,15,Married-spouse-absent,Sales,Other-relative,White,Male,74778,4150,83,South,>50K
83,Self-emp-not-inc,663804,5th-6th,1,Never-married,Handlers-cleaners,Unmarried,White,Male,46052,2823,44,Hong,>50K
67,Private,1338630,HS-grad,9,Married-AF-spouse,Priv-house-serv,Wife,Black,Male,64403,522,84,Nicaragua,<=50K
62,Private,1313778,Assoc-voc,15,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,Female,74413,1539,87,Taiwan,<=50K
65,Self-emp-inc,641975,Masters,10,Widowed,Priv-house-serv,Wife,White,Male,85365,3075,48,Nicaragua,>50K
29,Self-emp-not-inc,1179024,Bachelors,3,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,15168,1006,44,Thailand,>50K
86,Without-pay,996762,Some-college,4,Divorced,Farming-fishing,Own-child,White,Female,45661,1307,36,Ecuador,>50K
62,Private,1432469,Bachelors,8,Divorced,Handlers-cleaners,Husband,Other,Female,18568,1718,77,El-Salvador,<=50K
85,State-gov,1208295,5th-6th,3,Separated,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,22909,1169,10,Ireland,>50K
48,Self-emp-not-inc,955297,HS-grad,6,Married-civ-spouse,Prof-specialty,Own-child,Other,Male,36438,1873,19,Mexico,<=50K
83,Self-emp-inc,1421279,12th,6,Married-spouse-absent,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,55429,1424,93,India,>50K
27,Private,834541,11th,5,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,68383,1346,72,South,<=50K
48,Self-emp-inc,522307,Assoc-voc,6,Married-AF-spouse,Craft-repair,Wife,Asian-Pac-Islander,Female,59872,318,22,Philippines,>50K
25,Private,1208575,5th-6th,13,Never-married,Transport-moving,Husband,White,Male,29337,2855,19,India,<=50K
77,Private,1226061,HS-grad,14,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Female,47708,2005,91,Laos,<=50K
