age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
89,Local-gov,1490236,9th,1,Separated,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Female,99991,4355,19,United-States,>50K
82,Local-gov,1272562,Masters,9,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Female,42918,2636,95,Canada,>50K
50,Private,939578,5th-6th,10,Separated,Sales,Not-in-family,Amer-Indian-Eskimo,Female,56704,2269,60,Poland,<=50K
57,Private,748328,Bachelors,10,Married-AF-spouse,Craft-repair,Not-in-family,Black,Female,45082,2109,34,Yugoslavia,>50K
34,Private,391756,HS-grad,13,Never-married,Exec-managerial,Husband,White,Male,25787,1367,59,Italy,<=50K
86,Without-pay,1413924,Some-college,3,Divorced,Craft-repair,Other-relative,White,Female,82870,2695,25,Columbia,>50K
62,Self-emp-not-inc,143351,Some-college,15,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,27670,1459,58,India,>50K
75,Federal-gov,249227,HS-grad,6,Married-civ-spouse,Craft-repair,Wife,White,Female,20960,739,96,Cambodia,>50K
73,Local-gov,1452504,1st-4th,2,Divorced,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Female,95734,4126,21,United-States,<=50K
27,Private,245431,HS-grad,6,Never-married,Craft-repair,Unmarried,White,Male,20656,809,76,Guatemala,<=50K
35,Private,378155,HS-grad,11,Married-civ-spouse,Prof-specialty,Husband,Other,Male,42236,691,73,Dominican-Republic,<=50K
85,Local-gov,1425548,5th-6th,1,Separated,Farming-fishing,Not-in-family,Other,Female,92874,4043,17,United-States,<=50K
89,Self-emp-not-inc,1379193,12th,2,Married-spouse-absent,Farming-fishing,Unmarried,White,Male,88436,4297,1,United-States,>50K
45,Private,916920,HS-grad,13,Never-married,Craft-repair,Unmarried,White,Male,19798,2978,89,Philippines,>50K
29,Private,382005,HS-grad,13,Married-civ-spouse,Tech-support,Husband,White,Female,21465,1281,58,Mexico,<=50K
64,Federal-gov,1164778,9th,3,Married-spouse-absent,Adm-clerical,Not-in-family,Other,Female,55189,2658,77,Ecuador,<=50K
75,State-gov,646171,Some-college,10,Married-civ-spouse,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,44847,1771,86,Philippines,>50K
37,Private,390336,Bachelors,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,30098,416,85,Italy,<=50K
89,Local-gov,1490372,9th,1,Separated,Armed-Forces,Husband,Asian-Pac-Islander,Female,99984,4355,6,United-States,>50K
83,Without-pay,1408322,Bachelors,13,Divorced,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Female,85103,4029,74,Puerto-Rico,>50K
68,Self-emp-not-inc,854690,7th-8th,1,Married-civ-spouse,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,87187,1612,69,India,<=50K
73,Private,369177,HS-grad,15,Never-married,Prof-specialty,Unmarried,White,Male,20889,1110,90,France,>50K
44,Private,193893,Bachelors,12,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,18384,753,48,Cambodia,<=50K
33,Private,241801,Bachelors,12,Married-civ-spouse,Prof-specialty,Husband,White,Female,8930,538,96,China,<=50K
89,Local-gov,1485651,11th,2,Married-AF-spouse,Armed-Forces,Husband,Asian-Pac-Islander,Female,99563,4291,26,United-States,>50K
46,Private,1252393,1st-4th,9,Never-married,Armed-Forces,Not-in-family,Other,Female,65292,3227,81,United-States,<=50K
37,Local-gov,651118,5th-6th,14,Never-married,Handlers-cleaners,Own-child,White,Male,48192,2078,35,Hong,>50K
46,Private,590842,HS-grad,14,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Male,23026,416,51,Greece,<=50K
32,Private,536476,HS-grad,11,Never-married,Handlers-cleaners,Other-relative,White,Male,16364,518,88,China,<=50K
30,Private,150178,Bachelors,12,Married-civ-spouse,Craft-repair,Wife,White,Male,14087,1028,32,Philippines,>50K
50,Self-emp-not-inc,248047,HS-grad,14,Married-civ-spouse,Prof-specialty,Own-child,White,Female,30037,399,92,Germany,>50K
71,Self-emp-not-inc,924917,Masters,6,Divorced,Protective-serv,Unmarried,Asian-Pac-Islander,Male,52844,2695,42,Honduras,>50K
38,Private,1226608,9th,14,Never-married,Other-service,Husband,Black,Female,43035,2753,96,Vietnam,<=50K
78,Self-emp-inc,1104824,Bachelors,8,Divorced,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Female,91015,3643,24,China,<=50K
31,Private,284879,HS-grad,13,Married-civ-spouse,Craft-repair,Other-relative,White,Male,22101,943,76,Mexico,<=50K
89,Self-emp-not-inc,1433165,Prof-school,2,Married-spouse-absent,Tech-support,Husband,Other,Female,92479,4022,64,United-States,<=50K
27,Private,602473,Some-college,14,Married-civ-spouse,Craft-repair,Unmarried,White,Male,42783,984,59,England,<=50K
53,Private,338482,Some-college,10,Married-civ-spouse,Craft-repair,Unmarried,White,Male,45687,1579,85,Guatemala,>50K
20,Local-gov,670432,Some-college,14,Never-married,Handlers-cleaners,Husband,Black,Female,13003,2058,78,Peru,<=50K
61,Self-emp-not-inc,1031533,HS-grad,9,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,35347,1169,95,Outlying-US(Guam-USVI-etc),<=50K
42,Private,780627,11th,8,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,56173,1463,71,Italy,>50K
88,Self-emp-not-inc,1431350,10th,3,Married-AF-spouse,Transport-moving,Not-in-family,Black,Female,99609,4314,4,United-States,>50K
43,Private,494696,HS-grad,15,Married-civ-spouse,Farming-fishing,Unmarried,White,Female,58264,1050,84,France,<=50K
52,Federal-gov,393217,Masters,13,Separated,Craft-repair,Unmarried,White,Male,82503,2931,6,Philippines,>50K
56,Private,977574,Some-college,4,Never-married,Machine-op-inspct,Husband,White,Male,45487,2361,55,Canada,<=50K
67,Self-emp-not-inc,652173,Bachelors,4,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Female,55528,1404,92,Cambodia,<=50K
86,Self-emp-inc,657179,HS-grad,15,Never-married,Sales,Unmarried,White,Male,45578,2884,44,Hungary,>50K
59,Self-emp-not-inc,416958,Bachelors,7,Separated,Prof-specialty,Not-in-family,White,Male,39814,2011,86,Jamaica,>50K
52,Private,226460,HS-grad,15,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,14161,1104,71,Greece,>50K
