age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
82,Self-emp-inc,1432552,Some-college,5,Separated,Adm-clerical,Not-in-family,Other,Male,91445,3093,71,United-States,>50K
46,Private,680289,Masters,3,Married-civ-spouse,Exec-managerial,Husband,White,Female,23669,729,39,Puerto-Rico,<=50K
65,State-gov,1230998,Bachelors,3,Married-civ-spouse,Craft-repair,Wife,Amer-Indian-Eskimo,Female,95135,4297,98,United-States,>50K
25,Private,1442415,9th,8,Married-civ-spouse,Sales,Unmarried,White,Female,31929,3813,28,Cambodia,>50K
53,Without-pay,770569,Assoc-voc,2,Married-civ-spouse,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Female,57697,4190,77,Hungary,>50K
32,Self-emp-not-inc,1004410,HS-grad,4,Married-AF-spouse,Protective-serv,Own-child,White,Female,54446,1659,26,Hong,<=50K
54,Private,633537,Masters,3,Never-married,Farming-fishing,Unmarried,White,Male,20366,2829,46,Trinadad&Tobago,>50K
61,Private,618156,12th,7,Never-married,Transport-moving,Unmarried,White,Male,34133,1817,6,Hong,<=50K
78,Self-emp-inc,1465289,Some-college,2,Married-civ-spouse,Armed-Forces,Wife,Amer-Indian-Eskimo,Male,79432,4152,25,Laos,>50K
70,Federal-gov,1480047,Doctorate,5,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Female,90850,3688,95,Yugoslavia,>50K
88,Local-gov,1490143,HS-grad,11,Divorced,Machine-op-inspct,Wife,Other,Female,99656,4332,96,El-Salvador,>50K
77,State-gov,1421115,HS-grad,10,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,98133,4193,85,United-States,>50K
45,Private,808439,5th-6th,5,Married-civ-spouse,Prof-specialty,Husband,White,Female,39207,395,17,Yugoslavia,<=50K
32,Private,945242,1st-4th,2,Never-married,Other-service,Husband,White,Male,8081,1657,56,Cambodia,<=50K
67,State-gov,1322137,Some-college,2,Married-spouse-absent,Sales,Not-in-family,Other,Female,96184,3986,74,Iran,>50K
89,Local-gov,460268,Some-college,6,Separated,Adm-clerical,Not-in-family,Other,Female,97087,1999,54,United-States,>50K
51,Self-emp-inc,1435859,Bachelors,10,Married-civ-spouse,Exec-managerial,Other-relative,White,Female,10845,2664,90,Scotland,>50K
77,Self-emp-inc,967257,Bachelors,13,Married-civ-spouse,Adm-clerical,Unmarried,Other,Female,30585,1281,52,England,>50K
29,Self-emp-not-inc,424296,10th,2,Never-married,Craft-repair,Husband,White,Male,22123,762,91,Jamaica,<=50K
22,Private,95741,Preschool,2,Never-married,Prof-specialty,Unmarried,White,Male,16920,1882,51,Laos,<=50K
35,Private,161530,HS-grad,5,Married-AF-spouse,Exec-managerial,Not-in-family,White,Male,22755,1229,60,Thailand,<=50K
77,Private,1067268,10th,1,Never-married,Exec-managerial,Husband,White,Male,22650,612,84,South,<=50K
89,Local-gov,397187,HS-grad,13,Widowed,Farming-fishing,Wife,Other,Female,81398,2202,94,United-States,>50K
89,Local-gov,1470705,HS-grad,15,Divorced,Sales,Unmarried,Other,Female,99278,4208,85,Trinadad&Tobago,>50K
74,Private,460609,Prof-school,1,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Male,90054,3101,19,Dominican-Republic,<=50K
63,Self-emp-not-inc,1106962,Bachelors,15,Never-married,Exec-managerial,Other-relative,Black,Male,41043,3637,84,Honduras,>50K
21,State-gov,1245180,Assoc-voc,9,Married-civ-spouse,Tech-support,Not-in-family,Asian-Pac-Islander,Male,98235,4153,42,Poland,>50K
57,Private,610330,Some-college,5,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,46898,842,53,Jamaica,<=50K
44,Private,1490158,5th-6th,1,Never-married,Protective-serv,Husband,White,Female,99658,4343,73,Hungary,>50K
81,Self-emp-inc,1298444,Prof-school,6,Married-civ-spouse,Prof-specialty,Not-in-family,Other,Male,15859,1280,7,Guatemala,<=50K
29,Private,459435,7th-8th,15,Married-civ-spouse,Tech-support,Not-in-family,White,Male,19098,2400,22,China,<=50K
65,Private,952376,Some-college,14,Married-AF-spouse,Transport-moving,Not-in-family,Black,Male,33015,817,37,Ecuador,>50K
76,Without-pay,921301,HS-grad,15,Married-civ-spouse,Armed-Forces,Wife,Asian-Pac-Islander,Female,66254,3614,18,El-Salvador,>50K
41,State-gov,1478749,Some-college,15,Married-civ-spouse,Sales,Not-in-family,Asian-Pac-Islander,Female,99455,4289,95,South,>50K
87,State-gov,1325233,HS-grad,12,Married-AF-spouse,Exec-managerial,Not-in-family,Other,Female,93712,4024,98,United-States,>50K
86,Private,1190755,Assoc-voc,2,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Male,63979,2003,37,Trinadad&Tobago,>50K
83,Self-emp-not-inc,401548,Some-college,2,Divorced,Exec-managerial,Not-in-family,Black,Female,98417,4312,98,United-States,>50K
26,Federal-gov,124605,Some-college,4,Married-AF-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,27516,166,47,Thailand,<=50K
89,Self-emp-inc,1490063,Some-college,15,Divorced,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,97637,4240,98,United-States,>50K
88,Local-gov,1438936,Masters,8,Married-AF-spouse,Adm-clerical,Unmarried,Other,Male,85969,4006,90,Japan,>50K
82,Local-gov,1018304,12th,14,Never-married,Transport-moving,Husband,Black,Male,16853,285,26,Laos,<=50K
89,Federal-gov,1431666,Some-college,14,Separated,Sales,Not-in-family,Other,Female,99986,4174,98,United-States,>50K
86,Self-emp-inc,1178218,Bachelors,12,Divorced,Sales,Not-in-family,Black,Male,19507,1225,58,Cambodia,<=50K
89,Private,1403234,12th,7,Never-married,Sales,Husband,Other,Female,68214,3973,48,Hungary,>50K
89,Federal-gov,1422173,HS-grad,5,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,99536,4314,98,United-States,>50K
54,Private,512049,Assoc-acdm,7,Married-civ-spouse,Adm-clerical,Own-child,White,Male,5624,537,9,Canada,<=50K
48,Federal-gov,841634,Preschool,11,Never-married,Prof-specialty,Unmarried,White,Male,12120,702,45,Philippines,<=50K
80,Self-emp-inc,744925,Assoc-acdm,14,Married-civ-spouse,Farming-fishing,Own-child,White,Male,9435,1593,8,Canada,<=50K
87,Federal-gov,858518,HS-grad,10,Separated,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,76529,1285,23,United-States,<=50K
78,Self-emp-inc,903983,Doctorate,1,Married-civ-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Male,30952,4259,88,Nicaragua,>50K
35,Self-emp-inc,919013,HS-grad,9,Never-married,Priv-house-serv,Wife,White,Male,37333,2923,75,Ecuador,<=50K
53,Self-emp-inc,401624,Some-college,4,Widowed,Adm-clerical,Husband,White,Male,17305,515,60,Jamaica,<=50K
88,Private,1399537,Masters,5,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Female,46251,2769,30,Ireland,>50K
74,Private,626938,HS-grad,6,Widowed,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Female,80253,1356,17,El-Salvador,<=50K
61,Private,172791,Doctorate,10,Never-married,Prof-specialty,Husband,White,Male,55392,399,7,Hungary,<=50K
58,Local-gov,652797,10th,8,Married-AF-spouse,Exec-managerial,Wife,White,Male,80885,2780,86,India,<=50K
42,Local-gov,457723,Some-college,15,Married-AF-spouse,Transport-moving,Other-relative,Black,Male,36799,554,54,Jamaica,<=50K
71,Private,692865,Bachelors,3,Separated,Craft-repair,Not-in-family,Other,Female,32358,988,89,Ecuador,<=50K
22,Private,1415596,5th-6th,3,Never-married,Other-service,Unmarried,White,Female,35754,1716,65,China,>50K
68,Private,186872,Bachelors,11,Widowed,Other-service,Not-in-family,Black,Male,39574,529,5,Peru,<=50K
64,Without-pay,1320211,Preschool,15,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Male,15960,3148,79,Yugoslavia,<=50K
87,Local-gov,905826,HS-grad,8,Widowed,Adm-clerical,Wife,Black,Female,95766,2656,86,United-States,>50K
78,State-gov,917053,HS-grad,4,Separated,Machine-op-inspct,Wife,White,Female,92201,3849,54,Dominican-Republic,>50K
87,Without-pay,890251,Bachelors,3,Married-civ-spouse,Adm-clerical,Other-relative,Black,Female,94790,3205,95,South,<=50K
47,Self-emp-not-inc,961397,HS-grad,9,Divorced,Handlers-cleaners,Husband,Other,Male,65869,4151,96,Japan,<=50K
20,Self-emp-inc,1402423,HS-grad,3,Married-spouse-absent,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,67586,1417,72,United-States,<=50K
82,Private,1201220,10th,9,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,7382,3207,21,Laos,>50K
58,Private,649177,Assoc-voc,5,Never-married,Priv-house-serv,Husband,White,Male,16161,1168,24,Laos,<=50K
71,Private,372867,Preschool,14,Widowed,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Male,77798,2395,22,Canada,<=50K
50,Self-emp-not-inc,1025227,9th,1,Married-civ-spouse,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,56171,3130,98,United-States,<=50K
23,Self-emp-not-inc,147879,Assoc-acdm,10,Never-married,Farming-fishing,Own-child,White,Male,11883,1345,28,Thailand,<=50K
62,Local-gov,685840,12th,1,Never-married,Handlers-cleaners,Husband,White,Male,87773,2952,36,France,<=50K
74,Self-emp-inc,1240853,Some-college,15,Divorced,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,39844,241,58,El-Salvador,<=50K
57,Without-pay,1179608,7th-8th,12,Married-civ-spouse,Sales,Other-relative,Other,Male,87570,2982,94,Ireland,<=50K
22,Local-gov,1469901,1st-4th,12,Married-civ-spouse,Armed-Forces,Not-in-family,Black,Female,78692,2520,90,Hungary,>50K
60,Private,916435,Preschool,10,Married-civ-spouse,Priv-house-serv,Unmarried,White,Male,11934,1354,24,China,<=50K
32,Private,1031510,Doctorate,10,Married-AF-spouse,Transport-moving,Husband,White,Male,28770,1467,70,Scotland,<=50K
83,Federal-gov,1413429,Doctorate,10,Married-civ-spouse,Farming-fishing,Wife,Black,Male,74982,2271,25,Ireland,>50K
38,Private,566672,10th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,14808,1462,9,Thailand,<=50K
60,Local-gov,693694,5th-6th,3,Never-married,Sales,Husband,White,Female,31030,3932,12,Mexico,<=50K
60,Self-emp-inc,1097922,Masters,7,Married-civ-spouse,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,27237,3818,66,Guatemala,<=50K
58,Private,1124366,Some-college,5,Divorced,Farming-fishing,Husband,White,Male,25639,322,12,Japan,<=50K
89,Federal-gov,846490,Bachelors,14,Married-AF-spouse,Prof-specialty,Own-child,Other,Male,49236,2943,53,United-States,<=50K
