age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
40,Private,845978,Assoc-acdm,4,Never-married,Machine-op-inspct,Wife,White,Female,25222,1563,66,Italy,<=50K
33,Without-pay,790353,7th-8th,8,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Female,28948,1439,89,Haiti,<=50K
67,Private,189435,Bachelors,1,Never-married,Craft-repair,Husband,Black,Male,12066,2042,18,Philippines,<=50K
22,Private,1246936,HS-grad,4,Married-civ-spouse,Adm-clerical,Own-child,Amer-Indian-Eskimo,Male,67636,2628,76,Laos,<=50K
49,Private,1364935,Some-college,5,Divorced,Protective-serv,Unmarried,White,Male,82291,1279,80,Thailand,<=50K
82,Local-gov,724308,Doctorate,7,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,58149,4058,44,United-States,>50K
79,Without-pay,1263676,HS-grad,1,Married-AF-spouse,Exec-managerial,Own-child,White,Female,39123,4280,74,Mexico,>50K
35,Private,702513,Some-college,8,Never-married,Machine-op-inspct,Husband,White,Male,23059,181,68,El-Salvador,<=50K
47,Private,994344,Doctorate,10,Never-married,Protective-serv,Wife,White,Male,87375,792,37,Columbia,<=50K
31,Self-emp-not-inc,1417051,Masters,4,Separated,Farming-fishing,Unmarried,White,Female,99699,147,84,Iran,<=50K
23,Private,800579,Bachelors,4,Married-civ-spouse,Exec-managerial,Other-relative,Black,Male,28125,1189,16,Ecuador,<=50K
23,Private,974436,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Female,76049,1301,12,Trinadad&Tobago,<=50K
46,Private,117716,Bachelors,3,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,93133,4331,7,United-States,<=50K
86,Self-emp-inc,1226837,11th,2,Married-AF-spouse,Transport-moving,Not-in-family,Other,Female,80016,4080,46,Canada,>50K
56,Local-gov,1047455,12th,4,Divorced,Craft-repair,Husband,Asian-Pac-Islander,Male,71031,1271,51,Canada,<=50K
29,Private,970754,Some-college,1,Married-civ-spouse,Protective-serv,Own-child,White,Male,95307,3015,46,El-Salvador,<=50K
37,Private,429022,Some-college,3,Never-married,Exec-managerial,Other-relative,White,Female,27365,2062,63,Italy,<=50K
23,Private,459606,HS-grad,2,Never-married,Machine-op-inspct,Own-child,White,Male,48390,2668,36,Taiwan,<=50K
83,Self-emp-inc,1484987,5th-6th,1,Divorced,Tech-support,Own-child,White,Male,98116,2225,92,Ecuador,>50K
89,Federal-gov,502903,7th-8th,10,Married-spouse-absent,Sales,Husband,Asian-Pac-Islander,Female,18641,4126,55,United-States,>50K
89,Without-pay,1490316,Doctorate,1,Widowed,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,87344,4091,95,Nicaragua,>50K
38,Private,275353,Bachelors,3,Married-civ-spouse,Craft-repair,Unmarried,White,Male,64547,2921,19,Laos,<=50K
89,Without-pay,1487830,Doctorate,1,Married-AF-spouse,Exec-managerial,Wife,White,Female,98655,4284,94,Mexico,>50K
39,Self-emp-not-inc,560385,Bachelors,1,Married-civ-spouse,Adm-clerical,Husband,Other,Male,92363,4092,20,United-States,<=50K
72,Private,853792,5th-6th,12,Married-civ-spouse,Sales,Own-child,Black,Male,43490,3093,9,United-States,>50K
88,Self-emp-inc,1479955,5th-6th,15,Never-married,Prof-specialty,Husband,Other,Female,23472,4345,55,United-States,>50K
71,Self-emp-not-inc,1060575,7th-8th,5,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,54969,436,91,Vietnam,>50K
83,Local-gov,1163890,Masters,3,Married-civ-spouse,Craft-repair,Unmarried,Other,Female,94959,357,54,United-States,>50K
55,Private,534499,Doctorate,2,Married-civ-spouse,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Male,9653,1297,55,Nicaragua,<=50K
36,Private,440119,Some-college,3,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,98965,2428,87,Greece,<=50K
24,Private,538883,Bachelors,8,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,93440,1392,35,United-States,<=50K
27,Private,190449,Some-college,4,Never-married,Other-service,Husband,White,Male,96488,2458,64,Guatemala,<=50K
45,Local-gov,446683,HS-grad,12,Married-AF-spouse,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,72977,1066,87,France,>50K
64,Private,1359967,Some-college,3,Married-AF-spouse,Transport-moving,Husband,Black,Female,32763,4295,69,Philippines,<=50K
34,Private,386460,11th,3,Married-civ-spouse,Transport-moving,Wife,Asian-Pac-Islander,Male,64523,3239,3,United-States,<=50K
36,Private,1330928,Doctorate,1,Divorced,Adm-clerical,Wife,White,Female,96824,2081,84,Jamaica,<=50K
72,State-gov,1408639,HS-grad,2,Never-married,Handlers-cleaners,Not-in-family,White,Female,48440,2986,97,Jamaica,>50K
89,Private,1333616,Doctorate,1,Widowed,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,60989,4333,26,Hungary,>50K
47,Private,436623,Bachelors,3,Never-married,Craft-repair,Wife,White,Male,48206,2442,4,Poland,<=50K
27,Self-emp-not-inc,951039,7th-8th,13,Divorced,Machine-op-inspct,Husband,White,Male,44652,776,93,Greece,>50K
30,Private,1272788,5th-6th,1,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,74517,1800,9,Scotland,<=50K
30,Self-emp-not-inc,1447461,5th-6th,5,Divorced,Protective-serv,Wife,White,Male,98786,1502,71,Columbia,<=50K
53,Private,987517,Masters,2,Married-civ-spouse,Protective-serv,Other-relative,White,Male,85770,635,51,Portugal,<=50K
77,Federal-gov,752824,11th,1,Married-civ-spouse,Prof-specialty,Other-relative,Black,Female,16597,1655,5,United-States,>50K
61,State-gov,423999,HS-grad,1,Never-married,Exec-managerial,Husband,Asian-Pac-Islander,Male,3912,4126,48,Honduras,>50K
89,Without-pay,1214401,7th-8th,15,Separated,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,64203,322,23,Yugoslavia,>50K
