age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
43,Self-emp-not-inc,1119058,1st-4th,2,Married-AF-spouse,Sales,Husband,Asian-Pac-Islander,Female,31580,1327,44,Honduras,<=50K
54,Private,1039129,Preschool,6,Separated,Other-service,Unmarried,Other,Female,26839,1395,77,Iran,<=50K
44,Self-emp-not-inc,898537,Doctorate,4,Married-civ-spouse,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,48487,1787,16,South,<=50K
54,Self-emp-inc,813199,11th,6,Married-AF-spouse,Other-service,Husband,Asian-Pac-Islander,Male,55906,1802,53,Honduras,<=50K
61,Self-emp-not-inc,816970,11th,7,Married-AF-spouse,Other-service,Unmarried,Asian-Pac-Islander,Female,31864,1245,78,Mexico,>50K
75,Local-gov,1258037,Assoc-voc,3,Married-AF-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,36716,891,63,Guatemala,>50K
50,Self-emp-not-inc,913115,11th,4,Separated,Sales,Husband,Asian-Pac-Islander,Male,50995,1784,67,Honduras,<=50K
66,Local-gov,760719,11th,4,Separated,Transport-moving,Husband,Asian-Pac-Islander,Female,59596,1257,57,Iran,>50K
59,Self-emp-not-inc,742818,Some-college,7,Married-spouse-absent,Priv-house-serv,Unmarried,White,Female,31954,1486,57,Scotland,>50K
47,Without-pay,1174169,Preschool,5,Separated,Other-service,Unmarried,White,Female,41857,925,57,Honduras,>50K
37,Self-emp-not-inc,1079753,Preschool,3,Married-AF-spouse,Other-service,Husband,Amer-Indian-Eskimo,Female,58918,1529,83,El-Salvador,>50K
61,Self-emp-not-inc,925025,9th,4,Married-civ-spouse,Other-service,Husband,White,Female,45717,1838,62,Scotland,>50K
55,Self-emp-not-inc,1258672,Some-college,6,Married-spouse-absent,Other-service,Husband,Amer-Indian-Eskimo,Male,35669,1122,63,United-States,<=50K
73,Local-gov,974725,Prof-school,4,Married-AF-spouse,Sales,Not-in-family,Other,Female,22309,1067,65,Iran,<=50K
54,Self-emp-not-inc,890855,10th,6,Separated,Other-service,Husband,Asian-Pac-Islander,Female,36505,809,51,Yugoslavia,>50K
56,Self-emp-inc,962439,Assoc-voc,3,Married-AF-spouse,Other-service,Wife,Amer-Indian-Eskimo,Female,26555,819,80,Vietnam,<=50K
49,Local-gov,930287,Some-college,8,Separated,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,42465,2559,69,Hong,>50K
37,Private,1081080,11th,8,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Male,26474,1823,72,Iran,<=50K
47,Self-emp-not-inc,1089930,11th,7,Separated,Machine-op-inspct,Unmarried,White,Female,36018,1676,62,Peru,>50K
40,Self-emp-not-inc,862089,Preschool,5,Separated,Other-service,Wife,Amer-Indian-Eskimo,Male,46195,1044,85,Peru,>50K
