age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
50,Private,107688,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,Black,Male,3311,3002,48,United-States,>50K
45,Private,347927,Bachelors,11,Never-married,Sales,Not-in-family,Black,Female,5395,452,32,United-States,<=50K
33,Self-emp-inc,30852,Assoc-voc,3,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,6837,244,44,Mexico,<=50K
50,Private,132507,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,Black,Male,4252,2998,46,United-States,>50K
65,Federal-gov,122186,Masters,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,2869,363,54,United-States,>50K
57,Private,270942,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,3732,241,33,United-States,<=50K
39,Federal-gov,33410,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,4400,246,28,Mexico,<=50K
44,Private,236818,HS-grad,10,Divorced,Sales,Unmarried,White,Male,4445,187,37,United-States,<=50K
64,Private,105199,Masters,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,87071,299,51,United-States,>50K
18,Private,188473,Bachelors,12,Never-married,Sales,Not-in-family,Other,Female,5839,191,29,United-States,<=50K
54,Private,126689,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,4031,1807,48,United-States,>50K
47,Private,140348,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,3380,3003,43,United-States,<=50K
56,Private,288470,HS-grad,11,Divorced,Sales,Not-in-family,White,Female,4957,149,34,United-States,<=50K
32,Self-emp-not-inc,673591,Assoc-voc,15,Married-civ-spouse,Exec-managerial,Husband,White,Female,4508,162,14,France,<=50K
57,Private,80008,Doctorate,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99886,195,59,United-States,>50K
55,Private,115320,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,76313,233,50,United-States,>50K
45,Private,186333,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,3653,3002,45,United-States,<=50K
58,Private,74224,Doctorate,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,99902,209,57,United-States,>50K
58,Private,79446,Doctorate,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,99849,224,57,United-States,>50K
58,Private,287737,HS-grad,11,Divorced,Sales,Not-in-family,White,Female,3782,193,26,United-States,<=50K
17,Private,164142,Bachelors,10,Never-married,Other-service,Not-in-family,Other,Female,5739,157,29,United-States,<=50K
45,Private,137286,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,Black,Male,4142,3003,45,United-States,<=50K
40,Self-emp-inc,196636,Some-college,8,Married-spouse-absent,Exec-managerial,Own-child,White,Female,7753,164,35,United-States,<=50K
