age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
27,Self-emp-inc,120097,Some-college,8,Married-spouse-absent,Tech-support,Own-child,White,Male,10009,333,41,Puerto-Rico,<=50K
43,Private,155622,HS-grad,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,99646,214,47,United-States,>50K
39,Private,157711,HS-grad,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,98466,135,51,United-States,>50K
43,State-gov,100690,Some-college,7,Separated,Craft-repair,Not-in-family,Black,Male,7967,321,29,United-States,<=50K
47,Private,94945,Some-college,9,Widowed,Craft-repair,Not-in-family,White,Male,5772,597,37,United-States,<=50K
33,Private,103348,HS-grad,10,Married-civ-spouse,Sales,Husband,White,Male,1930,2995,47,United-States,>50K
83,Self-emp-not-inc,749105,Bachelors,15,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5780,158,1,Italy,<=50K
82,Self-emp-not-inc,748994,Bachelors,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,4872,448,2,Italy,<=50K
37,Private,92836,Doctorate,13,Married-spouse-absent,Prof-specialty,Husband,White,Male,99888,277,51,United-States,>50K
41,Private,92198,HS-grad,8,Widowed,Craft-repair,Not-in-family,White,Male,4270,2990,41,United-States,<=50K
42,Private,164553,HS-grad,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,95757,168,49,United-States,>50K
43,Private,54163,Some-college,9,Divorced,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,3875,397,39,India,<=50K
41,Private,83382,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Male,5176,3001,45,United-States,<=50K
53,Self-emp-inc,108041,Some-college,8,Married-civ-spouse,Protective-serv,Husband,White,Male,9073,1306,39,Puerto-Rico,<=50K
33,Local-gov,68475,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,8724,580,36,Puerto-Rico,<=50K
56,State-gov,138845,Some-college,6,Divorced,Adm-clerical,Not-in-family,Black,Female,7301,309,28,United-States,<=50K
32,Private,151623,HS-grad,10,Married-civ-spouse,Sales,Husband,White,Male,3660,756,49,United-States,>50K
40,Private,84551,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3689,3003,46,United-States,<=50K
47,Private,79925,Some-college,8,Widowed,Craft-repair,Not-in-family,White,Male,5967,630,38,United-States,<=50K
43,Private,154820,HS-grad,10,Married-civ-spouse,Sales,Husband,White,Male,4833,250,49,United-States,>50K
50,Private,158744,HS-grad,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,88284,453,46,United-States,>50K
48,Private,172633,HS-grad,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,98689,182,44,United-States,>50K
48,Private,188851,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,98401,281,43,United-States,>50K
40,Private,96551,Doctorate,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,99762,238,51,United-States,>50K
33,Private,162795,HS-grad,10,Married-civ-spouse,Sales,Husband,White,Male,24530,177,50,United-States,>50K
26,Self-emp-inc,126627,Some-college,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,8057,466,39,Puerto-Rico,<=50K
35,Private,193370,HS-grad,10,Married-civ-spouse,Sales,Husband,White,Male,10254,122,50,United-States,>50K
26,Private,245791,11th,6,Never-married,Adm-clerical,Unmarried,Black,Female,2667,219,33,United-States,<=50K
17,Private,156678,Assoc-acdm,10,Never-married,Other-service,Own-child,Other,Female,6194,355,37,Cuba,<=50K
50,State-gov,197730,Some-college,6,Separated,Tech-support,Not-in-family,Black,Female,7069,211,29,United-States,<=50K
60,Self-emp-not-inc,239160,Bachelors,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,6056,408,27,Mexico,<=50K
41,Private,80217,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Male,4605,2610,39,United-States,<=50K
38,Private,147894,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,85003,201,48,United-States,>50K
30,Private,162410,HS-grad,10,Married-civ-spouse,Sales,Husband,White,Male,3989,1664,49,United-States,>50K
43,Private,83448,Some-college,9,Divorced,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,5013,266,37,India,<=50K
34,Private,140026,HS-grad,10,Married-civ-spouse,Sales,Husband,White,Male,3765,1105,48,United-States,>50K
44,Self-emp-inc,111636,Some-college,8,Married-spouse-absent,Craft-repair,Own-child,White,Male,10083,366,37,United-States,<=50K
52,Self-emp-inc,108160,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,7716,2904,38,United-States,<=50K
32,Self-emp-inc,99982,Some-college,10,Married-civ-spouse,Protective-serv,Own-child,White,Male,11302,606,40,Puerto-Rico,<=50K
30,Private,183744,HS-grad,10,Married-civ-spouse,Sales,Husband,White,Male,5568,496,51,United-States,>50K
17,Private,171100,Assoc-acdm,10,Never-married,Other-service,Unmarried,Other,Female,5811,346,36,United-States,<=50K
83,Self-emp-not-inc,749105,Bachelors,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,3716,322,1,Italy,<=50K
47,Private,158372,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,84965,332,45,United-States,>50K
38,Private,94701,Doctorate,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,99847,247,50,United-States,>50K
45,Private,162002,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,54785,166,49,United-States,>50K
35,Self-emp-inc,82695,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,10868,544,39,Puerto-Rico,<=50K
19,Private,133829,12th,9,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Female,6853,356,32,Philippines,<=50K
48,Private,143642,HS-grad,10,Married-civ-spouse,Sales,Husband,White,Male,4785,1591,42,United-States,>50K
83,Self-emp-not-inc,749085,Bachelors,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,4664,512,1,Italy,<=50K
38,Federal-gov,68758,Some-college,8,Married-civ-spouse,Machine-op-inspct,Not-in-family,Black,Male,7879,365,45,Mexico,<=50K
47,Private,174622,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,92313,176,47,United-States,>50K
39,Private,122285,Doctorate,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,99709,186,51,United-States,>50K
56,State-gov,70570,10th,7,Widowed,Craft-repair,Not-in-family,Black,Female,9230,305,25,United-States,<=50K
38,Private,144275,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,82756,241,51,United-States,>50K
46,Private,178755,HS-grad,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,99505,159,45,United-States,>50K
38,Private,80387,Doctorate,13,Married-spouse-absent,Prof-specialty,Husband,White,Male,99945,320,51,United-States,>50K
55,State-gov,162968,Some-college,6,Separated,Adm-clerical,Not-in-family,Black,Female,7850,261,26,United-States,<=50K
83,Self-emp-not-inc,749104,Bachelors,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,5550,341,1,Italy,<=50K
45,Private,175205,HS-grad,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,98701,152,46,United-States,>50K
53,Private,192154,Masters,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,11076,574,44,United-States,>50K
41,Federal-gov,73300,Some-college,8,Married-civ-spouse,Machine-op-inspct,Not-in-family,Black,Male,8170,351,39,Mexico,<=50K
43,State-gov,86656,Some-college,8,Widowed,Craft-repair,Not-in-family,White,Male,6699,291,34,United-States,<=50K
45,Private,162865,HS-grad,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,99706,191,45,United-States,>50K
38,Local-gov,223593,Masters,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,5535,538,41,Jamaica,<=50K
40,Local-gov,162621,Bachelors,15,Married-civ-spouse,Farming-fishing,Husband,White,Male,5700,455,30,Haiti,<=50K
41,Private,181503,HS-grad,10,Married-civ-spouse,Sales,Husband,White,Male,6403,148,49,United-States,>50K
77,Self-emp-not-inc,749014,Bachelors,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,4373,349,3,Italy,<=50K
42,Private,170857,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,33269,161,48,United-States,>50K
24,Local-gov,70006,Masters,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,6587,655,42,Puerto-Rico,<=50K
36,Private,202481,11th,8,Widowed,Adm-clerical,Not-in-family,Black,Female,4285,198,28,United-States,<=50K
39,Private,95838,Doctorate,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,99866,267,52,United-States,>50K
44,State-gov,166149,Some-college,6,Separated,Tech-support,Not-in-family,Black,Female,10766,260,32,United-States,<=50K
