age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
27,Private,184078,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,5500,0,40,United-States,<=50K
17,Private,271122,12th,8,Never-married,Other-service,Own-child,White,Female,4000,0,16,United-States,<=50K
31,Local-gov,85057,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,5000,0,40,United-States,>50K
28,Private,398918,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,4500,0,40,United-States,<=50K
43,Private,214781,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7000,0,40,United-States,>50K
31,Private,142038,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,4500,0,45,United-States,<=50K
39,Private,111499,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,6500,0,40,United-States,<=50K
66,Private,102423,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,5500,0,30,United-States,<=50K
23,Private,177526,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,6500,0,40,United-States,<=50K
26,Private,112847,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,4500,0,40,United-States,<=50K
49,Self-emp-not-inc,181307,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,7500,0,65,United-States,>50K
35,Private,216473,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,4500,0,40,United-States,<=50K
56,Private,204816,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,5000,0,40,United-States,>50K
54,Local-gov,286342,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,7000,0,32,United-States,>50K
23,Private,197613,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,5000,0,40,United-States,<=50K
54,Local-gov,68015,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7000,0,45,United-States,>50K
30,Private,165115,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,5500,0,30,United-States,<=50K
23,Private,162282,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,5000,0,25,United-States,<=50K
20,State-gov,334113,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,5000,0,40,United-States,<=50K
37,Private,219546,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,5500,0,44,United-States,>50K
