age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
17,Self-emp-not-inc,749105,HS-grad,12,Never-married,Other-service,Not-in-family,White,Male,4434,353,98,United-States,<=50K
32,Private,114310,Some-college,9,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,3752,309,34,France,>50K
55,Private,89381,Prof-school,11,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,5536,273,33,France,>50K
32,State-gov,167834,HS-grad,10,Never-married,Prof-specialty,Unmarried,White,Male,4464,252,30,United-States,<=50K
40,Private,146054,Some-college,8,Married-civ-spouse,Craft-repair,Husband,White,Male,3725,979,40,United-States,<=50K
24,Private,176045,11th,2,Divorced,Machine-op-inspct,Not-in-family,White,Female,1671,184,30,Mexico,<=50K
54,Self-emp-inc,135865,Masters,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,7925,3003,37,United-States,>50K
17,Private,107165,7th-8th,1,Separated,Machine-op-inspct,Not-in-family,White,Female,531,161,38,Mexico,<=50K
40,Private,123260,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,4184,202,43,Poland,<=50K
44,Private,109276,Some-college,10,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,4860,297,32,France,<=50K
38,Self-emp-not-inc,59431,HS-grad,8,Never-married,Other-service,Not-in-family,White,Male,2695,259,41,United-States,<=50K
17,Federal-gov,749105,HS-grad,13,Never-married,Other-service,Not-in-family,White,Male,5199,267,98,United-States,<=50K
49,Private,202832,Assoc-acdm,12,Divorced,Machine-op-inspct,Not-in-family,White,Female,6117,265,34,Canada,<=50K
34,State-gov,129828,HS-grad,10,Never-married,Prof-specialty,Unmarried,White,Male,3910,253,29,United-States,<=50K
46,Private,169399,Assoc-acdm,10,Married-civ-spouse,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,5599,344,31,Haiti,<=50K
58,Self-emp-inc,146250,Bachelors,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7441,2991,37,United-States,>50K
27,Local-gov,276107,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7670,184,50,United-States,>50K
32,Private,168335,Assoc-acdm,7,Divorced,Machine-op-inspct,Not-in-family,White,Female,5130,197,38,Mexico,<=50K
41,Private,163982,Some-college,8,Married-civ-spouse,Craft-repair,Husband,White,Male,4052,2120,41,United-States,<=50K
46,Private,87866,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,4945,476,31,Poland,<=50K
