age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
32,Private,125793,Some-college,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,5830,78,36,Germany,<=50K
28,Private,218668,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4324,87,43,United-States,>50K
23,Private,179234,11th,9,Never-married,Other-service,Own-child,Black,Female,5116,85,31,United-States,<=50K
57,Private,28909,Prof-school,10,Divorced,Adm-clerical,Not-in-family,White,Male,5171,281,26,United-States,<=50K
50,Private,240949,HS-grad,7,Divorced,Craft-repair,Not-in-family,White,Male,4564,49,45,United-States,<=50K
35,Private,137670,Bachelors,13,Never-married,Machine-op-inspct,Own-child,White,Male,6416,64,35,United-States,<=50K
23,Private,191412,11th,9,Never-married,Other-service,Own-child,Black,Female,5012,105,32,United-States,<=50K
73,Private,19215,10th,10,Separated,Adm-clerical,Unmarried,White,Female,3527,152,14,United-States,<=50K
26,Private,198634,Some-college,12,Never-married,Tech-support,Own-child,Black,Female,6035,50,21,United-States,<=50K
23,Private,168646,11th,9,Never-married,Other-service,Own-child,Black,Female,5050,91,36,United-States,<=50K
24,Private,262568,Some-college,9,Never-married,Other-service,Own-child,Black,Female,5166,255,28,United-States,<=50K
28,Private,333466,9th,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,5412,3004,41,United-States,>50K
41,State-gov,122695,7th-8th,3,Widowed,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,1915,40,25,India,<=50K
37,Private,195337,Some-college,11,Divorced,Adm-clerical,Not-in-family,White,Female,5460,1394,29,United-States,<=50K
27,Private,132758,Some-college,11,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,5645,166,29,Philippines,<=50K
32,State-gov,129677,Some-college,8,Widowed,Exec-managerial,Husband,White,Male,4397,46,40,Cuba,<=50K
57,Local-gov,278535,HS-grad,11,Married-civ-spouse,Protective-serv,Husband,White,Male,6129,96,56,United-States,>50K
50,Private,402947,Assoc-acdm,10,Divorced,Sales,Not-in-family,White,Male,5864,104,39,United-States,<=50K
26,Private,190050,Some-college,12,Never-married,Tech-support,Own-child,Black,Female,6169,37,23,United-States,<=50K
45,Private,220250,HS-grad,7,Married-civ-spouse,Craft-repair,Husband,White,Male,4308,84,47,United-States,>50K
54,Private,389826,HS-grad,10,Divorced,Sales,Not-in-family,White,Male,5737,52,44,United-States,<=50K
32,Private,220215,HS-grad,7,Married-civ-spouse,Craft-repair,Husband,White,Male,4144,115,45,United-States,>50K
52,Private,245255,HS-grad,7,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,4729,78,48,United-States,<=50K
32,Self-emp-not-inc,183521,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4738,64,52,United-States,>50K
47,Private,63576,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,5375,704,28,United-States,<=50K
51,Self-emp-inc,252632,Masters,13,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,6754,155,48,United-States,>50K
27,Private,194593,Some-college,9,Never-married,Adm-clerical,Own-child,Black,Female,4591,1363,30,United-States,<=50K
46,Self-emp-not-inc,206674,Assoc-voc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,6633,76,48,United-States,<=50K
41,Private,201429,HS-grad,7,Married-civ-spouse,Craft-repair,Husband,White,Male,4057,128,48,United-States,<=50K
26,Private,229430,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,4748,74,45,United-States,>50K
24,Private,129845,11th,7,Never-married,Other-service,Unmarried,Black,Female,4326,172,46,United-States,<=50K
70,Private,19233,10th,9,Separated,Adm-clerical,Unmarried,White,Female,4052,135,18,United-States,<=50K
50,Self-emp-not-inc,177917,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5293,130,58,United-States,>50K
26,Private,126488,11th,8,Never-married,Other-service,Unmarried,Black,Female,4167,492,37,United-States,<=50K
55,Local-gov,209997,HS-grad,10,Married-civ-spouse,Transport-moving,Husband,White,Male,5739,122,60,United-States,>50K
46,Private,32339,Some-college,9,Divorced,Adm-clerical,Unmarried,White,Female,4775,521,25,United-States,<=50K
27,Private,69170,11th,6,Never-married,Other-service,Other-relative,Other,Female,4252,108,49,United-States,<=50K
58,Private,19268,10th,9,Separated,Other-service,Unmarried,White,Female,3517,122,23,United-States,<=50K
31,Private,216231,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,4268,662,42,United-States,>50K
24,Private,155959,11th,8,Never-married,Other-service,Own-child,Black,Female,4573,206,39,United-States,<=50K
30,Private,341423,Bachelors,12,Never-married,Tech-support,Not-in-family,White,Female,6421,111,26,United-States,<=50K
28,Private,152949,Some-college,13,Never-married,Tech-support,Own-child,White,Female,6347,49,25,United-States,<=50K
56,Local-gov,265426,Assoc-voc,12,Married-civ-spouse,Protective-serv,Husband,White,Male,6507,107,61,United-States,>50K
36,Private,117012,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,4128,35,41,United-States,<=50K
40,Private,20620,10th,8,Never-married,Other-service,Unmarried,White,Female,3608,91,29,United-States,<=50K
57,Self-emp-not-inc,217740,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,5577,116,58,United-States,>50K
32,State-gov,124332,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,4772,54,39,Mexico,<=50K
33,Private,215885,HS-grad,7,Married-civ-spouse,Craft-repair,Husband,White,Male,3827,29,42,United-States,<=50K
24,Private,266783,Some-college,9,Never-married,Other-service,Own-child,Black,Female,4930,756,29,United-States,<=50K
27,Private,290096,9th,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,5264,3002,43,United-States,>50K
30,Local-gov,187315,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5121,44,53,United-States,>50K
46,Local-gov,203294,Assoc-voc,10,Married-civ-spouse,Transport-moving,Husband,White,Male,5628,135,61,United-States,>50K
28,Private,193574,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4554,75,47,United-States,>50K
67,Private,19254,10th,9,Separated,Adm-clerical,Unmarried,White,Female,3986,180,17,United-States,<=50K
28,Private,308347,Bachelors,12,Never-married,Tech-support,Not-in-family,White,Female,6392,77,25,United-States,<=50K
26,Private,257633,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,4839,527,44,United-States,>50K
34,Local-gov,194975,Assoc-voc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5280,77,57,United-States,>50K
23,Private,122251,11th,7,Never-married,Other-service,Own-child,Black,Female,4338,135,46,United-States,<=50K
58,Private,21948,Prof-school,10,Divorced,Adm-clerical,Not-in-family,White,Female,4786,255,23,United-States,<=50K
33,Private,33519,11th,8,Never-married,Other-service,Unmarried,White,Female,3857,284,31,United-States,<=50K
33,Private,134292,Some-college,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,5380,64,44,Mexico,<=50K
74,Private,19220,10th,9,Separated,Adm-clerical,Unmarried,White,Female,3955,218,15,United-States,<=50K
53,Private,259818,HS-grad,8,Divorced,Handlers-cleaners,Not-in-family,White,Male,4988,56,42,United-States,<=50K
38,Private,146442,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,6244,64,45,United-States,<=50K
31,State-gov,119301,Some-college,8,Widowed,Exec-managerial,Husband,Asian-Pac-Islander,Male,4223,47,33,India,<=50K
51,Private,124791,Prof-school,10,Divorced,Adm-clerical,Not-in-family,White,Male,5378,227,32,United-States,<=50K
35,Private,344839,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,6499,47,34,United-States,<=50K
45,Self-emp-not-inc,173235,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4995,137,57,United-States,>50K
37,State-gov,141497,Some-college,3,Widowed,Adm-clerical,Unmarried,Black,Female,2350,43,25,India,<=50K
33,Private,128211,Some-college,12,Never-married,Machine-op-inspct,Own-child,White,Male,6043,69,36,United-States,<=50K
29,Private,120228,Some-college,12,Never-married,Machine-op-inspct,Own-child,White,Female,6069,39,27,United-States,<=50K
33,State-gov,129315,Some-college,9,Widowed,Machine-op-inspct,Husband,White,Male,4928,53,43,Mexico,<=50K
37,Self-emp-not-inc,188094,Bachelors,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,6088,62,47,United-States,<=50K
26,Private,312513,HS-grad,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,4979,2861,42,United-States,>50K
35,Self-emp-not-inc,153353,Bachelors,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,5638,52,45,Cuba,<=50K
32,State-gov,131289,Some-college,8,Widowed,Priv-house-serv,Husband,White,Male,4352,44,41,Cuba,<=50K
23,Private,194015,Some-college,9,Never-married,Other-service,Own-child,Black,Female,5297,94,27,United-States,<=50K
23,Private,132771,11th,8,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Male,4675,43,51,United-States,<=50K
27,Private,321330,9th,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,5247,3003,41,United-States,>50K
30,Private,132438,Some-college,13,Never-married,Machine-op-inspct,Own-child,White,Female,6182,42,26,United-States,<=50K
50,Private,331877,Masters,12,Never-married,Sales,Not-in-family,White,Male,6528,36,44,United-States,>50K
37,Private,152628,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,6279,72,41,United-States,<=50K
34,Private,210632,Some-college,11,Never-married,Adm-clerical,Not-in-family,White,Female,5350,1615,29,United-States,<=50K
59,Private,23664,Doctorate,9,Divorced,Adm-clerical,Not-in-family,White,Male,4620,120,25,United-States,<=50K
24,Private,172628,Some-college,11,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,5596,81,29,United-States,<=50K
44,Private,397834,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,6552,128,40,United-States,<=50K
35,Private,28975,11th,8,Never-married,Other-service,Unmarried,White,Female,3762,211,32,United-States,<=50K
29,Private,139765,Some-college,12,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,5848,76,32,United-States,<=50K
40,Private,203363,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,6498,94,45,United-States,<=50K
42,Private,26531,Some-college,9,Never-married,Adm-clerical,Unmarried,White,Female,4379,464,26,United-States,<=50K
28,Private,152066,Some-college,12,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,5774,80,29,United-States,<=50K
34,Private,123768,Bachelors,13,Never-married,Machine-op-inspct,Own-child,White,Male,6208,64,36,United-States,<=50K
32,State-gov,124723,Some-college,6,Widowed,Exec-managerial,Husband,Asian-Pac-Islander,Male,3762,44,31,India,<=50K
41,Private,186191,Masters,13,Never-married,Farming-fishing,Wife,White,Male,6794,93,37,United-States,<=50K
47,Private,248262,HS-grad,7,Divorced,Handlers-cleaners,Not-in-family,White,Male,4505,53,42,United-States,<=50K
40,Private,347969,Bachelors,12,Divorced,Adm-clerical,Not-in-family,White,Female,5862,945,31,United-States,<=50K
43,Self-emp-not-inc,173469,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5198,111,59,United-States,>50K
30,Private,189889,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,4595,99,49,United-States,>50K
40,Private,146037,HS-grad,8,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,4055,40,41,United-States,<=50K
58,Federal-gov,295244,HS-grad,10,Married-civ-spouse,Sales,Not-in-family,White,Male,5826,76,51,United-States,>50K
55,Private,29988,Doctorate,9,Divorced,Adm-clerical,Not-in-family,White,Male,4896,158,27,United-States,<=50K
29,State-gov,111096,Some-college,11,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,5342,91,30,Philippines,<=50K
47,Federal-gov,240184,Masters,13,Never-married,Farming-fishing,Not-in-family,White,Male,6872,161,43,United-States,<=50K
47,Federal-gov,226252,Masters,13,Never-married,Farming-fishing,Not-in-family,White,Male,6892,91,42,United-States,>50K
55,Local-gov,274147,Masters,13,Married-civ-spouse,Protective-serv,Husband,White,Male,6700,118,53,United-States,>50K
26,Private,279611,HS-grad,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,4927,2115,43,United-States,>50K
50,Private,290042,HS-grad,8,Divorced,Handlers-cleaners,Not-in-family,White,Male,5081,107,39,United-States,<=50K
26,Private,311727,9th,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,5127,2997,42,United-States,>50K
64,Private,19302,10th,9,Separated,Adm-clerical,Unmarried,White,Female,4010,139,19,United-States,<=50K
43,Self-emp-not-inc,186728,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5255,107,60,United-States,>50K
53,Private,386003,HS-grad,10,Divorced,Sales,Not-in-family,White,Male,6122,53,44,United-States,>50K
48,Self-emp-not-inc,175927,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5036,97,55,United-States,>50K
56,Private,260568,HS-grad,8,Divorced,Sales,Not-in-family,White,Male,5355,67,48,United-States,>50K
32,Private,422930,Bachelors,12,Never-married,Tech-support,Not-in-family,White,Female,6343,109,30,United-States,<=50K
31,State-gov,122484,Some-college,7,Widowed,Exec-managerial,Husband,White,Male,4152,45,37,Cuba,<=50K
26,Private,235856,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,4904,272,45,United-States,>50K
23,Private,138264,11th,8,Never-married,Other-service,Own-child,Black,Female,4767,72,43,United-States,<=50K
34,Private,139709,Bachelors,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,5864,66,44,Germany,<=50K
29,Private,134131,Some-college,13,Never-married,Machine-op-inspct,Own-child,White,Female,6268,48,26,United-States,<=50K
41,Private,199938,Masters,13,Never-married,Farming-fishing,Wife,White,Male,6788,108,37,United-States,<=50K
27,Private,98044,11th,7,Never-married,Other-service,Other-relative,Other,Male,4641,53,44,United-States,<=50K
36,Private,254951,Masters,13,Never-married,Tech-support,Not-in-family,White,Female,6779,54,35,United-States,<=50K
32,Private,120691,Bachelors,13,Never-married,Machine-op-inspct,Own-child,White,Female,6350,46,30,United-States,<=50K
26,Private,286649,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,4738,1856,42,United-States,>50K
28,Self-emp-not-inc,124773,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,5238,106,30,India,<=50K
49,Federal-gov,295599,Masters,12,Never-married,Farming-fishing,Not-in-family,White,Male,6713,60,45,United-States,>50K
28,Private,366392,9th,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,5485,3004,41,United-States,>50K
36,Private,107875,Some-college,9,Never-married,Adm-clerical,Not-in-family,White,Female,5037,1211,28,United-States,<=50K
32,State-gov,123594,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,4994,69,41,Mexico,<=50K
