age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
31,Local-gov,20578,Some-college,11,Separated,Handlers-cleaners,Not-in-family,White,Female,5220,122,40,United-States,<=50K
54,Self-emp-inc,144296,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,4250,53,39,United-States,<=50K
25,Private,20913,9th,8,Never-married,Priv-house-serv,Other-relative,White,Female,3944,242,46,United-States,<=50K
24,Private,19671,9th,6,Never-married,Sales,Other-relative,White,Female,3539,228,52,United-States,<=50K
26,Private,162217,Some-college,11,Never-married,Adm-clerical,Not-in-family,White,Female,5099,2138,32,United-States,<=50K
30,Private,96635,Some-college,12,Never-married,Adm-clerical,Not-in-family,White,Female,5691,339,35,United-States,<=50K
23,Private,275989,11th,7,Never-married,Protective-serv,Own-child,Black,Male,4040,154,21,United-States,<=50K
25,Private,250472,11th,8,Never-married,Other-service,Unmarried,Black,Male,4514,61,19,United-States,<=50K
40,Private,213185,Some-college,10,Divorced,Exec-managerial,Husband,White,Male,5390,59,48,Cuba,>50K
43,Private,161884,12th,8,Married-civ-spouse,Transport-moving,Husband,Black,Male,4036,61,55,Mexico,>50K
30,Private,116831,Some-college,12,Never-married,Adm-clerical,Not-in-family,White,Female,5854,709,35,United-States,<=50K
29,Private,280143,Some-college,10,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,5196,105,27,India,>50K
41,Private,171202,Some-college,9,Married-civ-spouse,Transport-moving,Husband,White,Male,4664,62,54,Mexico,>50K
39,Private,188452,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,4391,95,38,United-States,<=50K
24,Private,324175,11th,10,Never-married,Sales,Own-child,Other,Male,5053,131,30,United-States,<=50K
46,Private,246949,HS-grad,8,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,4346,27,34,United-States,<=50K
35,Private,345264,12th,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,4992,71,34,India,>50K
57,Federal-gov,224031,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,5038,22,39,United-States,<=50K
49,Private,175357,HS-grad,8,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,4179,43,35,United-States,<=50K
29,Private,316922,Bachelors,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,5609,280,41,United-States,>50K
49,Self-emp-not-inc,166805,Bachelors,12,Divorced,Farming-fishing,Unmarried,White,Male,6582,40,46,United-States,<=50K
29,Private,292758,Bachelors,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,5695,150,43,United-States,>50K
30,Private,312325,Bachelors,12,Never-married,Adm-clerical,Not-in-family,White,Female,5673,539,30,United-States,<=50K
32,Private,204325,HS-grad,10,Never-married,Tech-support,Not-in-family,White,Female,5578,85,21,United-States,<=50K
44,Private,155265,12th,7,Never-married,Transport-moving,Not-in-family,Black,Male,3528,61,55,Outlying-US(Guam-USVI-etc),<=50K
31,Private,277842,HS-grad,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5339,69,41,United-States,>50K
30,Private,58852,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,White,Male,4875,61,36,United-States,<=50K
34,Private,239671,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,5308,64,40,Philippines,>50K
47,Private,291995,Bachelors,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,6491,63,52,Cuba,>50K
65,Local-gov,242630,Doctorate,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,6233,189,52,United-States,<=50K
56,Self-emp-inc,171212,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Female,4546,36,38,United-States,<=50K
25,Private,193218,11th,8,Never-married,Adm-clerical,Own-child,Black,Female,3899,1348,29,United-States,<=50K
28,Private,327468,Bachelors,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,5870,2537,41,United-States,<=50K
64,Self-emp-not-inc,244743,Doctorate,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,6277,141,52,United-States,<=50K
33,Private,162533,Some-college,9,Divorced,Other-service,Unmarried,White,Male,5174,43,25,United-States,<=50K
30,Local-gov,20532,Some-college,11,Separated,Adm-clerical,Not-in-family,White,Female,5269,148,41,United-States,<=50K
64,Self-emp-not-inc,212892,HS-grad,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5565,114,46,United-States,<=50K
37,Private,227151,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,5248,64,44,Philippines,>50K
37,Private,237647,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,5320,63,43,Philippines,>50K
23,Private,302425,11th,9,Never-married,Sales,Own-child,Black,Male,4605,113,25,United-States,<=50K
45,Private,128816,Masters,11,Divorced,Other-service,Unmarried,White,Male,6320,45,38,United-States,<=50K
25,Private,86976,9th,9,Never-married,Adm-clerical,Own-child,White,Female,4147,1547,35,United-States,<=50K
50,Private,278962,Bachelors,13,Widowed,Farming-fishing,Husband,White,Male,6842,56,53,United-States,>50K
40,Private,149795,Some-college,10,Divorced,Other-service,Unmarried,White,Male,5830,31,36,United-States,<=50K
25,Private,368357,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,6647,3003,44,United-States,>50K
28,Private,300190,Assoc-acdm,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,5403,86,33,Poland,<=50K
30,Private,298575,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,5416,296,38,United-States,<=50K
61,Self-emp-not-inc,165719,Masters,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,6891,110,50,United-States,<=50K
38,Private,245680,Bachelors,11,Divorced,Adm-clerical,Not-in-family,White,Female,5459,37,32,United-States,<=50K
37,Private,214118,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,5245,67,39,United-States,>50K
68,Self-emp-not-inc,241302,Masters,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,6501,187,52,United-States,<=50K
26,Private,19433,9th,8,Separated,Priv-house-serv,Other-relative,White,Female,4308,232,46,United-States,<=50K
25,Private,30702,Some-college,9,Never-married,Adm-clerical,Other-relative,White,Female,4379,819,38,United-States,<=50K
