age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
58,Private,140775,HS-grad,8,Married-civ-spouse,Sales,Husband,White,Male,4385,134,49,United-States,<=50K
25,Private,278458,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,5598,53,23,United-States,<=50K
56,Federal-gov,133450,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Male,4929,87,39,United-States,<=50K
26,Private,114404,HS-grad,10,Separated,Adm-clerical,Not-in-family,Black,Female,5709,135,29,Puerto-Rico,<=50K
40,Private,147577,Masters,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,6910,1980,48,United-States,>50K
37,Private,124097,Assoc-voc,13,Never-married,Exec-managerial,Not-in-family,White,Male,6712,1731,48,United-States,<=50K
52,Private,183939,12th,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,4349,1925,49,United-States,<=50K
36,Local-gov,169900,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7073,1963,44,United-States,>50K
52,Federal-gov,234497,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,5247,1455,36,United-States,<=50K
58,Private,161233,HS-grad,8,Married-civ-spouse,Sales,Husband,White,Male,4692,72,45,United-States,<=50K
44,Private,195066,Masters,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,5779,2063,47,United-States,>50K
27,Private,127827,HS-grad,10,Never-married,Prof-specialty,Not-in-family,White,Female,5237,102,51,Mexico,<=50K
31,Private,131656,Assoc-voc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,6872,983,53,United-States,>50K
50,State-gov,196924,Masters,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,5968,1073,44,United-States,>50K
45,Private,199567,HS-grad,8,Divorced,Other-service,Unmarried,White,Female,4000,18,36,United-States,<=50K
59,Self-emp-inc,108812,12th,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,4031,628,47,United-States,<=50K
36,Self-emp-not-inc,145811,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7415,1990,52,United-States,>50K
42,Private,109320,Bachelors,12,Never-married,Sales,Not-in-family,White,Male,6398,1947,44,United-States,<=50K
40,Private,142997,Masters,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,6917,2069,47,United-States,>50K
19,Local-gov,117606,Assoc-voc,11,Never-married,Protective-serv,Own-child,White,Male,5745,65,37,United-States,<=50K
33,Private,147733,Assoc-voc,13,Never-married,Exec-managerial,Husband,White,Male,6867,1359,49,United-States,>50K
31,Private,189386,HS-grad,9,Never-married,Other-service,Unmarried,White,Male,4630,15,35,United-States,<=50K
17,Local-gov,13492,10th,5,Married-civ-spouse,Other-service,Other-relative,White,Male,6122,4356,10,Italy,<=50K
