age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
48,Self-emp-inc,782497,Assoc-acdm,9,Married-AF-spouse,Priv-house-serv,Own-child,Black,Female,71344,1824,50,Canada,<=50K
40,Self-emp-not-inc,701703,Assoc-acdm,10,Married-AF-spouse,Machine-op-inspct,Wife,Other,Female,67844,1288,49,Cuba,>50K
64,Private,754364,Assoc-acdm,10,Married-AF-spouse,Machine-op-inspct,Own-child,Black,Female,70431,745,55,India,>50K
54,Private,848870,Assoc-acdm,11,Never-married,Machine-op-inspct,Own-child,Black,Female,54623,855,62,Cambodia,>50K
42,State-gov,853161,Preschool,5,Widowed,Adm-clerical,Own-child,Black,Female,76127,1437,59,Hungary,>50K
46,Private,984405,Assoc-acdm,6,Married-AF-spouse,Priv-house-serv,Own-child,Black,Female,72047,1791,32,Laos,>50K
54,Self-emp-inc,578656,Assoc-acdm,10,Married-AF-spouse,Priv-house-serv,Wife,Black,Female,77949,1391,62,Hungary,>50K
46,Private,645398,Assoc-acdm,8,Married-AF-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,84685,1047,71,Canada,>50K
44,Federal-gov,810981,Assoc-acdm,10,Never-married,Machine-op-inspct,Own-child,Black,Male,76983,2248,41,South,>50K
38,Private,1048650,Assoc-acdm,9,Married-AF-spouse,Machine-op-inspct,Own-child,Black,Female,67431,1436,61,Laos,>50K
47,Private,503389,Preschool,10,Never-married,Machine-op-inspct,Own-child,Black,Female,73610,672,55,India,>50K
55,Private,742891,Preschool,8,Married-AF-spouse,Priv-house-serv,Own-child,Black,Female,77398,1813,24,India,>50K
37,Federal-gov,748221,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,81738,2349,64,Haiti,>50K
56,Self-emp-inc,776350,Assoc-acdm,9,Married-civ-spouse,Priv-house-serv,Own-child,Black,Male,77150,983,47,Hungary,>50K
57,Federal-gov,695484,Assoc-acdm,7,Married-AF-spouse,Machine-op-inspct,Wife,Black,Male,78674,1669,52,Hungary,>50K
40,Federal-gov,858550,Assoc-acdm,8,Never-married,Adm-clerical,Own-child,Black,Female,55532,2044,50,Greece,<=50K
63,Self-emp-inc,914889,Assoc-acdm,7,Never-married,Priv-house-serv,Wife,Black,Female,69056,1562,43,India,>50K
41,Self-emp-inc,724477,Assoc-acdm,9,Married-AF-spouse,Machine-op-inspct,Wife,Black,Female,59305,1732,48,Canada,<=50K
53,State-gov,844958,HS-grad,9,Widowed,Machine-op-inspct,Wife,Black,Female,72204,1658,55,India,>50K
44,Private,806059,Assoc-acdm,9,Married-AF-spouse,Machine-op-inspct,Own-child,Black,Male,81400,1181,38,Trinadad&Tobago,>50K
50,Self-emp-inc,693110,Assoc-acdm,10,Married-AF-spouse,Adm-clerical,Own-child,Black,Male,75667,1462,43,Trinadad&Tobago,>50K
56,Without-pay,809033,Preschool,9,Married-AF-spouse,Priv-house-serv,Own-child,Black,Female,78039,1439,47,Trinadad&Tobago,>50K
44,Self-emp-inc,878322,Assoc-acdm,7,Never-married,Priv-house-serv,Own-child,Black,Female,78519,1278,16,Trinadad&Tobago,>50K
59,Private,530160,Assoc-acdm,11,Never-married,Priv-house-serv,Own-child,Other,Female,81557,1433,65,Hungary,>50K
54,Federal-gov,890428,Assoc-acdm,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,76906,1255,51,Haiti,>50K
39,Private,868749,Assoc-acdm,8,Married-AF-spouse,Machine-op-inspct,Wife,Black,Female,85346,1605,47,Hungary,>50K
58,Self-emp-inc,322435,Assoc-acdm,9,Married-AF-spouse,Priv-house-serv,Wife,Black,Male,70559,1099,71,Canada,>50K
44,State-gov,947084,Assoc-acdm,11,Never-married,Armed-Forces,Wife,Black,Female,65169,2063,70,Cuba,>50K
53,Federal-gov,695144,Assoc-voc,8,Never-married,Machine-op-inspct,Own-child,Black,Female,72208,1551,57,Hungary,>50K
57,Private,747428,Assoc-acdm,9,Married-AF-spouse,Machine-op-inspct,Wife,Black,Male,78841,1374,50,Canada,>50K
51,Private,571658,Assoc-acdm,6,Married-AF-spouse,Armed-Forces,Wife,Black,Female,82998,727,55,Canada,>50K
59,Self-emp-inc,757843,Assoc-voc,7,Never-married,Priv-house-serv,Wife,Black,Female,59334,629,46,China,>50K
43,Federal-gov,756558,Assoc-acdm,7,Married-AF-spouse,Priv-house-serv,Wife,Black,Female,79882,1394,41,Ecuador,>50K
50,Self-emp-inc,359884,Assoc-voc,9,Married-AF-spouse,Priv-house-serv,Wife,Black,Female,76475,1994,48,Canada,>50K
52,Private,941614,Assoc-voc,12,Married-AF-spouse,Machine-op-inspct,Own-child,Other,Female,73351,1525,58,Haiti,>50K
39,Federal-gov,646036,Assoc-voc,8,Never-married,Priv-house-serv,Own-child,Black,Female,64926,1965,53,Laos,>50K
60,Self-emp-inc,790150,Assoc-acdm,9,Never-married,Priv-house-serv,Wife,Black,Female,66410,1098,57,Hungary,>50K
48,Self-emp-inc,1098911,Preschool,7,Married-AF-spouse,Priv-house-serv,Own-child,Black,Female,71001,2130,68,Hong,>50K
52,Private,906943,Assoc-acdm,7,Married-AF-spouse,Machine-op-inspct,Wife,Black,Female,76212,1558,70,United-States,>50K
56,Self-emp-inc,979540,Assoc-acdm,10,Married-AF-spouse,Priv-house-serv,Own-child,Black,Female,78905,1547,47,United-States,>50K
55,Private,793464,Assoc-acdm,8,Married-AF-spouse,Priv-house-serv,Wife,Black,Female,76046,943,72,Canada,>50K
