age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
59,Self-emp-inc,674920,Assoc-voc,13,Separated,Exec-managerial,Own-child,Asian-Pac-Islander,Male,98324,2934,38,Puerto-Rico,>50K
62,State-gov,669489,10th,13,Widowed,Exec-managerial,Own-child,Other,Female,96482,2872,20,Puerto-Rico,>50K
28,Private,227592,Assoc-acdm,5,Divorced,Transport-moving,Not-in-family,White,Male,17179,752,46,United-States,<=50K
63,Self-emp-not-inc,403862,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,72630,2199,48,Columbia,>50K
69,Self-emp-inc,726823,10th,12,Widowed,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,98705,2966,28,Iran,<=50K
47,Private,208388,Bachelors,11,Married-civ-spouse,Other-service,Not-in-family,White,Male,16049,588,70,United-States,<=50K
41,Local-gov,138547,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,22873,561,41,Philippines,<=50K
26,Self-emp-not-inc,211293,Assoc-acdm,6,Divorced,Machine-op-inspct,Not-in-family,Black,Male,45924,1076,11,El-Salvador,<=50K
52,Private,159537,HS-grad,11,Married-civ-spouse,Transport-moving,Husband,White,Male,16370,876,81,United-States,>50K
59,Self-emp-not-inc,285280,Masters,11,Never-married,Prof-specialty,Own-child,Black,Male,72555,2000,61,Ireland,>50K
57,Self-emp-not-inc,126741,Assoc-acdm,11,Never-married,Sales,Husband,Black,Female,23688,435,57,Honduras,<=50K
72,Self-emp-not-inc,95878,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,16918,825,88,Honduras,>50K
43,Private,192491,Some-college,12,Divorced,Craft-repair,Husband,White,Male,17009,519,69,United-States,<=50K
26,Local-gov,570286,10th,13,Married-spouse-absent,Machine-op-inspct,Unmarried,Black,Female,53304,1176,3,Vietnam,<=50K
68,Self-emp-inc,738296,12th,14,Married-spouse-absent,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,98977,2988,26,Puerto-Rico,>50K
56,Private,158668,HS-grad,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,17284,640,73,United-States,<=50K
44,Self-emp-not-inc,513019,Assoc-acdm,13,Separated,Sales,Own-child,Amer-Indian-Eskimo,Male,87652,2608,44,Yugoslavia,<=50K
57,Federal-gov,700086,1st-4th,12,Widowed,Exec-managerial,Own-child,Asian-Pac-Islander,Male,96354,2886,22,China,>50K
27,Private,301272,Some-college,12,Never-married,Other-service,Unmarried,White,Female,15410,434,34,United-States,<=50K
17,Private,247812,Assoc-acdm,1,Divorced,Craft-repair,Not-in-family,White,Male,16606,607,2,United-States,<=50K
65,Private,160656,Bachelors,12,Never-married,Machine-op-inspct,Husband,White,Male,13155,471,86,Mexico,<=50K
65,Self-emp-not-inc,383345,Doctorate,12,Divorced,Exec-managerial,Own-child,Other,Male,91681,2584,49,Dominican-Republic,>50K
19,Private,215829,Assoc-acdm,1,Never-married,Craft-repair,Not-in-family,White,Male,15056,640,14,United-States,<=50K
65,Private,140980,Bachelors,12,Never-married,Sales,Husband,White,Female,18185,502,79,Mexico,<=50K
42,Private,238933,HS-grad,11,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,18318,750,74,United-States,<=50K
74,Self-emp-inc,744121,12th,13,Widowed,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,99315,2988,34,Puerto-Rico,>50K
76,Private,197928,HS-grad,13,Married-civ-spouse,Transport-moving,Husband,White,Male,16061,874,95,United-States,>50K
69,Self-emp-not-inc,157319,Bachelors,11,Married-civ-spouse,Other-service,Husband,White,Male,15428,645,90,Canada,>50K
40,Private,275245,Bachelors,12,Never-married,Other-service,Unmarried,White,Female,18009,463,34,Mexico,<=50K
56,Self-emp-inc,663166,11th,13,Separated,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,93727,2793,18,Puerto-Rico,<=50K
43,Private,254471,Bachelors,13,Never-married,Machine-op-inspct,Unmarried,Black,Female,18088,532,47,South,<=50K
17,Private,547023,Some-college,1,Divorced,Machine-op-inspct,Unmarried,Black,Female,18068,503,1,El-Salvador,<=50K
33,Private,267976,Assoc-acdm,7,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,16886,669,49,United-States,<=50K
77,Self-emp-not-inc,116531,HS-grad,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,17598,876,95,Honduras,>50K
18,Private,242574,Assoc-acdm,1,Divorced,Craft-repair,Not-in-family,White,Male,19588,619,9,United-States,<=50K
42,Self-emp-not-inc,148649,Assoc-acdm,12,Never-married,Prof-specialty,Husband,Black,Male,45110,1151,44,El-Salvador,<=50K
79,Self-emp-inc,748998,12th,13,Married-spouse-absent,Exec-managerial,Own-child,Asian-Pac-Islander,Female,99971,3003,25,Puerto-Rico,>50K
52,Local-gov,373936,11th,12,Separated,Other-service,Own-child,Black,Female,86117,2226,40,England,<=50K
72,Local-gov,172018,Doctorate,11,Never-married,Exec-managerial,Own-child,Black,Female,62491,1595,68,Honduras,<=50K
32,Private,235810,Assoc-acdm,9,Divorced,Craft-repair,Not-in-family,White,Male,16523,559,37,United-States,<=50K
66,Private,195304,HS-grad,13,Married-civ-spouse,Craft-repair,Husband,White,Male,14221,784,91,United-States,>50K
39,Local-gov,323588,Bachelors,12,Never-married,Sales,Unmarried,Black,Female,45293,995,30,China,<=50K
68,Self-emp-inc,692564,Assoc-voc,14,Separated,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,97408,2948,62,Puerto-Rico,>50K
26,Private,187999,Assoc-acdm,1,Divorced,Adm-clerical,Not-in-family,White,Male,18686,593,18,United-States,<=50K
17,Private,385771,Some-college,1,Divorced,Machine-op-inspct,Unmarried,Black,Female,18115,502,1,Vietnam,<=50K
48,Self-emp-not-inc,214820,Masters,13,Married-AF-spouse,Sales,Own-child,Black,Male,66830,1797,61,India,>50K
78,Self-emp-not-inc,133326,Masters,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,18583,647,94,Honduras,>50K
75,Self-emp-inc,742166,12th,12,Married-spouse-absent,Farming-fishing,Own-child,Asian-Pac-Islander,Male,99625,2995,42,Puerto-Rico,>50K
24,Self-emp-not-inc,221888,Bachelors,5,Never-married,Machine-op-inspct,Unmarried,Black,Female,33193,716,7,South,<=50K
78,Self-emp-inc,748845,Assoc-voc,14,Separated,Exec-managerial,Own-child,Asian-Pac-Islander,Male,99943,3003,16,Puerto-Rico,>50K
77,Private,163116,HS-grad,13,Married-civ-spouse,Transport-moving,Husband,White,Male,14972,727,94,United-States,>50K
67,Self-emp-inc,742551,12th,13,Widowed,Exec-managerial,Own-child,Asian-Pac-Islander,Male,99228,2983,20,Puerto-Rico,>50K
50,Self-emp-not-inc,153459,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,22076,694,83,Columbia,>50K
56,Self-emp-not-inc,180611,Masters,12,Never-married,Sales,Husband,Black,Male,40605,845,71,Jamaica,<=50K
79,Self-emp-not-inc,130376,HS-grad,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,18411,675,94,Honduras,>50K
59,Private,236116,HS-grad,12,Married-civ-spouse,Transport-moving,Husband,White,Male,17943,865,83,United-States,>50K
17,Private,272993,Some-college,1,Divorced,Craft-repair,Not-in-family,White,Male,19324,600,1,United-States,<=50K
63,Local-gov,197790,Bachelors,13,Never-married,Other-service,Unmarried,Black,Female,20327,419,65,Vietnam,<=50K
21,Private,245920,Bachelors,5,Never-married,Adm-clerical,Unmarried,White,Female,16757,522,19,South,<=50K
30,Private,256113,Some-college,12,Never-married,Sales,Unmarried,Black,Female,12534,331,26,Mexico,<=50K
74,Private,172350,HS-grad,13,Married-civ-spouse,Transport-moving,Husband,White,Male,14937,592,91,United-States,>50K
68,Without-pay,724619,10th,13,Married-spouse-absent,Protective-serv,Own-child,Asian-Pac-Islander,Female,98372,2948,25,Iran,>50K
23,Private,196320,Assoc-acdm,1,Divorced,Transport-moving,Not-in-family,White,Male,20768,870,31,United-States,<=50K
22,Private,223875,Some-college,5,Divorced,Craft-repair,Not-in-family,White,Female,16327,497,27,United-States,<=50K
75,Private,188527,HS-grad,13,Married-civ-spouse,Craft-repair,Husband,White,Male,14256,631,93,United-States,>50K
57,Self-emp-not-inc,145966,5th-6th,11,Never-married,Prof-specialty,Own-child,Black,Male,55338,1395,51,El-Salvador,<=50K
65,Private,161601,Bachelors,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,15144,654,89,United-States,>50K
73,Self-emp-inc,741226,12th,13,Widowed,Exec-managerial,Own-child,Asian-Pac-Islander,Female,99415,2987,14,Puerto-Rico,>50K
17,Private,216449,Assoc-acdm,1,Divorced,Craft-repair,Not-in-family,White,Male,19768,640,6,United-States,<=50K
38,Self-emp-not-inc,328499,Bachelors,6,Divorced,Adm-clerical,Not-in-family,Black,Female,39918,1050,9,Cuba,<=50K
36,Private,238760,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,18435,819,58,United-States,<=50K
66,Self-emp-not-inc,107730,Masters,9,Married-civ-spouse,Prof-specialty,Husband,Black,Male,47675,1385,77,Honduras,>50K
70,Self-emp-not-inc,135761,HS-grad,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,14144,809,93,United-States,>50K
69,Self-emp-not-inc,105835,Masters,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,42129,1265,84,Honduras,>50K
53,Private,240933,Some-college,13,Never-married,Adm-clerical,Unmarried,White,Female,15141,409,73,United-States,<=50K
49,Private,204200,HS-grad,8,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,16852,667,65,United-States,<=50K
64,Self-emp-not-inc,123230,Assoc-acdm,11,Never-married,Sales,Husband,Black,Male,45073,1115,60,Jamaica,>50K
61,Self-emp-not-inc,134725,HS-grad,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,14399,934,91,United-States,>50K
23,Local-gov,705497,10th,11,Widowed,Machine-op-inspct,Unmarried,Black,Female,73953,1939,1,Mexico,<=50K
17,Private,258070,Bachelors,1,Divorced,Adm-clerical,Not-in-family,Black,Male,17551,679,4,South,<=50K
66,Private,143369,HS-grad,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,13973,822,87,United-States,>50K
60,Local-gov,170100,Bachelors,12,Never-married,Sales,Own-child,Black,Female,36996,761,53,Mexico,<=50K
18,Local-gov,707054,Some-college,1,Widowed,Machine-op-inspct,Other-relative,Black,Female,79379,1885,1,Scotland,<=50K
68,Self-emp-not-inc,119430,Masters,9,Married-civ-spouse,Prof-specialty,Husband,Black,Male,36855,1116,87,Honduras,>50K
59,Private,226131,HS-grad,12,Married-civ-spouse,Transport-moving,Husband,White,Male,15426,789,92,United-States,>50K
57,Self-emp-not-inc,351239,Masters,9,Divorced,Prof-specialty,Own-child,Black,Male,81581,2295,44,China,>50K
61,Local-gov,234350,Bachelors,12,Married-civ-spouse,Other-service,Own-child,Black,Female,36177,930,52,Vietnam,<=50K
37,Private,266951,Some-college,13,Never-married,Machine-op-inspct,Unmarried,Black,Female,16361,381,17,Cuba,<=50K
70,Private,170140,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,16389,856,95,United-States,>50K
63,Self-emp-not-inc,190141,Masters,11,Never-married,Other-service,Own-child,Black,Female,46745,987,73,Honduras,<=50K
60,Self-emp-inc,632398,11th,12,Widowed,Protective-serv,Own-child,Asian-Pac-Islander,Male,94106,2856,33,Yugoslavia,>50K
17,Private,319741,Some-college,1,Divorced,Adm-clerical,Not-in-family,White,Male,20286,608,1,El-Salvador,<=50K
17,Private,274426,Some-college,1,Divorced,Machine-op-inspct,Not-in-family,White,Male,19576,532,1,United-States,<=50K
38,Private,207823,Some-college,14,Never-married,Craft-repair,Unmarried,White,Female,14594,433,54,Mexico,<=50K
75,Self-emp-not-inc,106825,Masters,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,37477,1577,90,Honduras,>50K
51,Local-gov,742526,12th,13,Widowed,Exec-managerial,Wife,Asian-Pac-Islander,Female,98627,2932,5,Iran,>50K
60,Self-emp-inc,696014,10th,12,Widowed,Exec-managerial,Own-child,Asian-Pac-Islander,Male,97147,2894,10,Puerto-Rico,>50K
36,Private,243003,Assoc-acdm,9,Divorced,Adm-clerical,Not-in-family,White,Male,22358,529,37,Mexico,<=50K
46,Private,202182,Bachelors,12,Married-civ-spouse,Other-service,Not-in-family,White,Male,19009,502,72,South,<=50K
62,Private,138769,HS-grad,11,Married-civ-spouse,Transport-moving,Husband,White,Male,17463,985,84,United-States,>50K
62,Local-gov,165055,11th,12,Never-married,Handlers-cleaners,Own-child,Black,Female,69172,1893,38,Laos,<=50K
64,Private,188719,HS-grad,12,Married-civ-spouse,Other-service,Husband,White,Male,17417,531,85,United-States,>50K
33,Self-emp-inc,608182,7th-8th,8,Separated,Adm-clerical,Not-in-family,Black,Male,84786,2223,5,El-Salvador,<=50K
40,Self-emp-not-inc,147773,Bachelors,13,Never-married,Other-service,Unmarried,Black,Female,21093,336,43,Vietnam,<=50K
44,Private,209978,Some-college,11,Married-civ-spouse,Craft-repair,Husband,White,Male,14234,536,67,United-States,<=50K
