age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
39,Local-gov,448996,Assoc-voc,10,Divorced,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Female,56539,1957,10,Guatemala,<=50K
17,Without-pay,748231,10th,1,Separated,Tech-support,Wife,Other,Female,99924,2998,1,Ireland,>50K
46,Local-gov,221592,HS-grad,14,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,26213,540,86,United-States,<=50K
32,Self-emp-not-inc,148758,Bachelors,14,Never-married,Sales,Husband,White,Male,25744,611,81,United-States,<=50K
49,Local-gov,238279,Assoc-voc,14,Divorced,Sales,Not-in-family,White,Male,39087,1282,74,Jamaica,<=50K
36,Local-gov,163974,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,28427,1051,72,Puerto-Rico,<=50K
69,Private,107393,Some-college,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,11419,593,47,India,<=50K
35,Local-gov,533856,Masters,11,Divorced,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,78561,2644,44,Dominican-Republic,>50K
38,Federal-gov,720649,9th,1,Married-spouse-absent,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Female,94463,2925,5,Hong,>50K
20,State-gov,709661,11th,4,Divorced,Tech-support,Unmarried,Asian-Pac-Islander,Female,98979,2962,14,Mexico,>50K
65,Private,150615,Some-college,11,Never-married,Exec-managerial,Husband,White,Male,16877,456,55,South,<=50K
44,Local-gov,359392,Masters,10,Divorced,Sales,Husband,Asian-Pac-Islander,Male,59793,1830,50,South,<=50K
58,Federal-gov,573512,Assoc-voc,11,Married-spouse-absent,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,72313,2262,54,Mexico,<=50K
74,Self-emp-not-inc,244051,Bachelors,14,Never-married,Sales,Husband,White,Male,18618,753,87,United-States,<=50K
69,Local-gov,172497,Bachelors,15,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,19078,561,79,United-States,<=50K
31,Self-emp-inc,747731,7th-8th,1,Separated,Tech-support,Other-relative,Other,Female,99946,3003,1,Ireland,>50K
17,Without-pay,746339,11th,1,Separated,Other-service,Own-child,Other,Female,99556,2967,4,Cuba,>50K
75,Private,178591,Some-college,12,Divorced,Prof-specialty,Husband,White,Male,16193,623,66,United-States,<=50K
31,Private,246528,11th,6,Divorced,Exec-managerial,Not-in-family,Black,Male,43416,1195,38,Jamaica,>50K
57,Private,268651,HS-grad,3,Married-civ-spouse,Adm-clerical,Husband,White,Male,20891,573,60,United-States,<=50K
66,Self-emp-not-inc,151086,HS-grad,14,Married-civ-spouse,Sales,Not-in-family,White,Male,16387,558,77,United-States,<=50K
49,Self-emp-inc,740877,10th,8,Married-AF-spouse,Protective-serv,Wife,Other,Female,98913,2984,3,Trinadad&Tobago,>50K
43,Private,149235,Some-college,11,Never-married,Craft-repair,Husband,White,Male,21006,777,78,South,<=50K
65,Private,123823,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15176,477,82,India,<=50K
71,Local-gov,116670,HS-grad,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,19611,476,77,United-States,<=50K
51,Private,364524,Bachelors,9,Never-married,Exec-managerial,Not-in-family,White,Male,20325,775,54,South,<=50K
20,Private,453595,HS-grad,3,Never-married,Other-service,Other-relative,Amer-Indian-Eskimo,Female,39281,763,29,El-Salvador,>50K
54,Self-emp-not-inc,173733,Assoc-acdm,13,Never-married,Sales,Not-in-family,White,Male,34477,1046,68,United-States,<=50K
72,Private,199290,Bachelors,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,19890,531,96,United-States,<=50K
37,Local-gov,715003,Assoc-voc,14,Divorced,Machine-op-inspct,Not-in-family,Other,Female,89633,2803,61,Trinadad&Tobago,<=50K
23,Local-gov,615038,10th,5,Divorced,Machine-op-inspct,Not-in-family,Other,Female,76417,2443,30,Mexico,<=50K
17,Private,551857,11th,2,Married-spouse-absent,Other-service,Own-child,Other,Female,85534,2595,14,Puerto-Rico,>50K
59,Private,274869,HS-grad,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,21388,809,85,United-States,<=50K
57,Self-emp-not-inc,176888,Bachelors,8,Married-civ-spouse,Prof-specialty,Husband,White,Male,21353,716,60,United-States,<=50K
43,Self-emp-not-inc,456414,Assoc-voc,11,Divorced,Exec-managerial,Own-child,Asian-Pac-Islander,Male,61454,1965,39,El-Salvador,>50K
58,Private,150909,Bachelors,6,Divorced,Adm-clerical,Husband,White,Male,27213,795,50,Puerto-Rico,>50K
46,Private,176784,Some-college,5,Married-civ-spouse,Adm-clerical,Husband,Black,Male,14644,726,19,South,<=50K
40,Private,113790,HS-grad,13,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,19474,517,84,South,<=50K
43,Private,269023,Some-college,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,21418,613,84,South,<=50K
64,Local-gov,161618,Bachelors,14,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,21566,733,90,South,<=50K
62,Local-gov,408923,Masters,7,Separated,Machine-op-inspct,Not-in-family,Black,Female,69136,2505,25,El-Salvador,>50K
44,Private,249316,HS-grad,13,Married-civ-spouse,Other-service,Husband,Black,Male,17507,629,59,South,<=50K
55,Federal-gov,303707,Assoc-voc,3,Separated,Craft-repair,Not-in-family,Black,Female,50010,1703,27,Mexico,<=50K
58,Private,305642,Some-college,6,Divorced,Exec-managerial,Husband,White,Male,22372,734,69,United-States,<=50K
22,State-gov,741175,Masters,4,Widowed,Handlers-cleaners,Other-relative,Other,Female,99661,2989,2,Mexico,>50K
36,Without-pay,670777,11th,3,Separated,Priv-house-serv,Own-child,Black,Female,76794,2600,16,China,>50K
19,Private,281492,Some-college,2,Married-civ-spouse,Other-service,Own-child,Asian-Pac-Islander,Female,36232,754,64,South,>50K
51,Self-emp-inc,718894,Assoc-voc,14,Married-spouse-absent,Transport-moving,Not-in-family,Asian-Pac-Islander,Female,97143,2834,36,Canada,<=50K
51,Private,166326,Some-college,13,Divorced,Other-service,Husband,White,Male,31099,710,87,South,<=50K
24,Self-emp-inc,748686,1st-4th,1,Widowed,Tech-support,Wife,Black,Female,99987,3003,1,Columbia,>50K
58,Self-emp-not-inc,214129,Bachelors,10,Never-married,Prof-specialty,Husband,White,Male,24260,708,69,United-States,<=50K
44,Local-gov,180071,Assoc-voc,12,Divorced,Sales,Not-in-family,White,Male,40690,1026,69,India,<=50K
25,Private,736970,7th-8th,2,Married-AF-spouse,Priv-house-serv,Own-child,Black,Female,90989,2801,10,Laos,>50K
45,Private,101137,HS-grad,6,Never-married,Craft-repair,Husband,White,Male,17944,649,85,South,<=50K
69,Private,194973,Some-college,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,17546,429,55,South,<=50K
49,Local-gov,188303,Masters,15,Divorced,Sales,Not-in-family,White,Male,33940,812,81,United-States,<=50K
50,Local-gov,147023,Assoc-voc,8,Married-civ-spouse,Sales,Not-in-family,White,Male,27811,968,61,South,<=50K
35,Private,371653,Some-college,3,Never-married,Exec-managerial,Husband,Black,Male,17490,707,40,Jamaica,>50K
41,Private,217288,Some-college,8,Never-married,Machine-op-inspct,Not-in-family,White,Male,16645,561,68,Puerto-Rico,<=50K
18,Private,718668,Doctorate,1,Separated,Other-service,Own-child,Black,Female,96483,2758,22,China,>50K
21,Private,637838,Masters,1,Married-spouse-absent,Machine-op-inspct,Own-child,Asian-Pac-Islander,Female,61910,1719,24,South,>50K
27,Self-emp-not-inc,243123,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Male,39892,1106,59,United-States,<=50K
24,State-gov,366952,Assoc-voc,11,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Female,82988,2203,70,Laos,<=50K
76,Private,193557,Bachelors,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,20278,565,84,United-States,<=50K
52,Private,202675,HS-grad,11,Never-married,Sales,Not-in-family,White,Male,20120,455,74,United-States,<=50K
35,Private,175525,HS-grad,2,Never-married,Exec-managerial,Not-in-family,White,Male,12009,410,63,Puerto-Rico,<=50K
52,Self-emp-not-inc,152151,Some-college,12,Never-married,Sales,Not-in-family,White,Male,23156,495,76,United-States,<=50K
58,Private,216632,Some-college,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,18065,437,59,India,<=50K
81,Private,96850,Some-college,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,17555,598,79,United-States,<=50K
69,Private,114132,Some-college,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,18562,594,89,United-States,<=50K
62,Private,231618,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,16172,733,78,United-States,<=50K
34,Federal-gov,159470,HS-grad,13,Divorced,Machine-op-inspct,Husband,White,Male,27610,1288,91,South,<=50K
46,Self-emp-not-inc,481776,Bachelors,12,Divorced,Adm-clerical,Own-child,Black,Male,65170,1884,67,South,<=50K
29,Self-emp-not-inc,130296,HS-grad,6,Married-civ-spouse,Other-service,Husband,White,Male,21756,914,50,Puerto-Rico,<=50K
31,Private,325007,11th,6,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,Male,29352,957,48,South,>50K
75,State-gov,552728,Assoc-voc,13,Widowed,Transport-moving,Wife,Other,Female,84176,2590,56,South,<=50K
28,Federal-gov,512370,Some-college,9,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Male,61134,1497,56,Nicaragua,<=50K
80,Local-gov,99777,HS-grad,13,Never-married,Sales,Not-in-family,White,Male,20539,439,86,United-States,<=50K
64,Private,115994,HS-grad,13,Married-civ-spouse,Adm-clerical,Husband,White,Female,10896,417,84,United-States,<=50K
69,Self-emp-not-inc,129890,Bachelors,14,Never-married,Sales,Husband,White,Male,19583,610,83,United-States,<=50K
57,Private,183753,HS-grad,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,19638,555,87,Puerto-Rico,<=50K
82,Self-emp-not-inc,137233,Some-college,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15529,670,75,United-States,<=50K
34,Local-gov,362914,Masters,10,Married-spouse-absent,Sales,Unmarried,Other,Female,56013,1909,40,Poland,<=50K
71,Private,146852,Some-college,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,14073,399,89,United-States,<=50K
31,Private,669207,9th,4,Separated,Other-service,Own-child,Asian-Pac-Islander,Female,79888,2600,5,Honduras,>50K
51,Private,360898,Masters,3,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,58784,2058,28,Trinadad&Tobago,>50K
80,Local-gov,227551,Some-college,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,20596,494,70,United-States,<=50K
69,Private,135905,Masters,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,16332,518,51,India,<=50K
45,Without-pay,637550,10th,12,Divorced,Machine-op-inspct,Unmarried,Black,Female,87745,2845,34,Ireland,<=50K
36,Private,413765,Some-college,4,Married-civ-spouse,Adm-clerical,Not-in-family,Black,Female,32736,1225,22,South,<=50K
42,State-gov,378370,Assoc-voc,12,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Male,71295,2130,62,Ireland,<=50K
57,Private,324443,HS-grad,8,Never-married,Exec-managerial,Husband,Black,Male,25203,655,20,South,>50K
17,Without-pay,731897,11th,2,Married-spouse-absent,Craft-repair,Own-child,Other,Female,93627,2924,5,Cuba,>50K
