age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
38,Private,227033,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,5293,674,46,Poland,<=50K
33,Private,220523,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,5371,590,53,Poland,<=50K
39,Local-gov,252650,Bachelors,7,Never-married,Prof-specialty,Not-in-family,White,Female,5432,216,45,United-States,<=50K
83,State-gov,94760,Masters,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,7098,3002,64,United-States,>50K
46,Local-gov,233033,Assoc-acdm,11,Never-married,Machine-op-inspct,Not-in-family,White,Female,6269,309,48,United-States,>50K
30,Private,309181,7th-8th,2,Widowed,Machine-op-inspct,Own-child,Asian-Pac-Islander,Female,773,266,14,Philippines,<=50K
35,Local-gov,176201,Bachelors,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,5478,556,56,United-States,>50K
36,Private,197441,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,4524,578,51,Mexico,<=50K
32,Self-emp-inc,128822,Bachelors,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,5897,2859,48,United-States,>50K
24,Private,170278,HS-grad,14,Never-married,Adm-clerical,Unmarried,Black,Female,6972,580,23,Jamaica,<=50K
35,Private,740220,5th-6th,1,Widowed,Other-service,Own-child,Asian-Pac-Islander,Male,738,491,9,South,<=50K
26,Private,188811,HS-grad,12,Never-married,Sales,Unmarried,Black,Male,6145,715,32,Mexico,<=50K
28,Private,747531,5th-6th,1,Separated,Other-service,Own-child,Asian-Pac-Islander,Male,666,446,6,South,<=50K
35,Self-emp-inc,115637,Bachelors,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,5940,1646,49,United-States,>50K
32,Private,476714,7th-8th,2,Widowed,Other-service,Own-child,Asian-Pac-Islander,Female,813,238,20,Philippines,<=50K
22,Private,549038,HS-grad,12,Never-married,Craft-repair,Unmarried,Black,Female,5385,468,37,Mexico,<=50K
27,Private,192942,Some-college,12,Divorced,Adm-clerical,Wife,Asian-Pac-Islander,Female,6806,450,25,Hong,<=50K
30,Private,748977,5th-6th,1,Separated,Other-service,Own-child,Asian-Pac-Islander,Male,523,296,8,South,<=50K
25,Private,265892,HS-grad,13,Never-married,Sales,Unmarried,Black,Female,6265,571,39,Jamaica,<=50K
38,Self-emp-not-inc,158364,Bachelors,10,Married-civ-spouse,Prof-specialty,Husband,White,Female,5652,743,50,United-States,>50K
24,Private,195057,HS-grad,13,Never-married,Sales,Unmarried,Black,Female,6416,664,39,Jamaica,<=50K
25,Private,189270,Some-college,13,Never-married,Adm-clerical,Wife,Black,Female,6780,588,26,Hong,<=50K
29,Private,256406,HS-grad,12,Never-married,Sales,Unmarried,Black,Male,6054,572,33,Jamaica,<=50K
25,Private,184455,HS-grad,14,Never-married,Adm-clerical,Unmarried,Black,Female,6785,488,18,Jamaica,<=50K
34,Self-emp-inc,130769,Bachelors,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,6089,2771,51,United-States,>50K
49,Private,195039,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,5706,313,58,Germany,>50K
30,Private,78544,7th-8th,10,Widowed,Adm-clerical,Wife,Asian-Pac-Islander,Female,4722,232,29,Philippines,<=50K
29,Private,189621,HS-grad,11,Married-civ-spouse,Sales,Unmarried,Black,Male,5465,729,44,Mexico,<=50K
56,Self-emp-inc,124579,Masters,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,6507,3003,30,United-States,>50K
30,Federal-gov,104226,10th,10,Divorced,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,6216,435,32,Philippines,<=50K
83,State-gov,114347,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,5141,257,98,United-States,<=50K
44,Self-emp-not-inc,145167,Assoc-acdm,11,Married-civ-spouse,Craft-repair,Husband,White,Male,5897,399,53,United-States,>50K
21,Private,654678,7th-8th,1,Widowed,Other-service,Own-child,Asian-Pac-Islander,Male,779,371,8,Philippines,<=50K
39,Self-emp-not-inc,209832,Some-college,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,6591,451,52,Germany,>50K
32,Self-emp-inc,162116,Bachelors,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,6027,2742,45,United-States,>50K
26,Private,276584,HS-grad,10,Married-civ-spouse,Sales,Unmarried,Black,Female,4722,476,52,Mexico,<=50K
34,Private,219967,Some-college,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,5932,621,42,Germany,>50K
28,Private,182924,Some-college,12,Divorced,Adm-clerical,Wife,Black,Female,6542,534,26,Philippines,<=50K
65,State-gov,167594,Masters,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,5821,2866,32,United-States,<=50K
25,Private,749105,5th-6th,1,Separated,Other-service,Own-child,Black,Male,501,220,10,South,<=50K
44,Private,159379,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,5573,491,52,Germany,>50K
52,Federal-gov,72333,10th,7,Married-spouse-absent,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,1853,291,73,United-States,<=50K
24,Private,135127,HS-grad,12,Divorced,Adm-clerical,Wife,Black,Female,6396,405,27,Philippines,<=50K
33,Private,192292,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,5068,547,46,Mexico,<=50K
24,Private,270972,HS-grad,13,Never-married,Craft-repair,Unmarried,Black,Female,5944,627,42,Mexico,<=50K
36,Local-gov,215184,Prof-school,11,Never-married,Adm-clerical,Wife,White,Female,6657,453,43,Honduras,>50K
27,Private,214931,7th-8th,4,Widowed,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,1133,313,21,Philippines,<=50K
27,Private,78689,7th-8th,10,Divorced,Adm-clerical,Wife,Asian-Pac-Islander,Female,5286,286,32,Philippines,<=50K
42,Self-emp-not-inc,179473,1st-4th,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,6069,407,59,Germany,>50K
45,Self-emp-not-inc,259482,1st-4th,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,5479,257,46,United-States,>50K
26,Private,749018,5th-6th,1,Separated,Other-service,Own-child,Asian-Pac-Islander,Male,506,264,9,South,<=50K
37,Private,176267,Some-college,11,Divorced,Machine-op-inspct,Not-in-family,White,Male,5466,462,50,Germany,<=50K
39,Self-emp-inc,122822,Bachelors,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,6174,2795,37,United-States,<=50K
46,State-gov,175275,Bachelors,12,Never-married,Prof-specialty,Not-in-family,White,Female,5867,450,35,United-States,<=50K
25,Private,156570,7th-8th,6,Widowed,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,2002,210,24,Philippines,<=50K
68,Federal-gov,200408,Masters,12,Never-married,Machine-op-inspct,Not-in-family,White,Male,5604,262,52,United-States,<=50K
69,State-gov,128905,Masters,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,6207,2994,31,United-States,>50K
24,Private,172290,Some-college,13,Never-married,Adm-clerical,Wife,Black,Female,6817,620,20,Hong,<=50K
29,Private,747400,5th-6th,1,Separated,Other-service,Own-child,Asian-Pac-Islander,Male,521,221,12,South,<=50K
40,Self-emp-not-inc,202002,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,5555,498,48,Germany,>50K
31,Self-emp-inc,148538,Bachelors,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,6032,2950,44,United-States,>50K
24,Private,398874,7th-8th,5,Widowed,Other-service,Own-child,Asian-Pac-Islander,Female,2101,390,18,Philippines,<=50K
83,State-gov,179260,Masters,13,Never-married,Exec-managerial,Not-in-family,White,Male,3438,62,98,United-States,<=50K
33,Private,222061,HS-grad,10,Married-civ-spouse,Sales,Husband,Black,Male,4602,495,52,Mexico,<=50K
56,Self-emp-inc,117830,Masters,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,6598,3003,32,United-States,>50K
30,Federal-gov,160310,Prof-school,12,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,6473,342,40,El-Salvador,<=50K
41,Self-emp-not-inc,138747,Bachelors,11,Married-civ-spouse,Exec-managerial,Husband,White,Female,6307,775,52,United-States,>50K
31,Private,83576,Some-college,11,Divorced,Adm-clerical,Wife,Asian-Pac-Islander,Female,6561,464,24,Hong,<=50K
32,Private,168347,HS-grad,11,Never-married,Adm-clerical,Own-child,Black,Female,5737,479,26,Philippines,<=50K
30,Private,105555,7th-8th,11,Divorced,Adm-clerical,Wife,Asian-Pac-Islander,Female,6543,355,26,Philippines,<=50K
43,Self-emp-not-inc,206732,Assoc-acdm,11,Never-married,Machine-op-inspct,Not-in-family,White,Female,5120,274,46,United-States,>50K
46,Self-emp-not-inc,196843,Doctorate,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,5763,393,50,Germany,>50K
38,Self-emp-inc,167380,Bachelors,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,5860,2248,40,United-States,<=50K
